version,codigo_ente,codigo,componente,porcentaje_participacion,porcentaje_voto,fuente_alta,inf_fuente_alta,alta_desde
2019/01 situacion a  01/01/2019,07-00-002-C-C-000,07-42-000-D-D-000,Diputación Prov. de Soria,"27,28","25,00",CONVENIO,Convenio de Colaboración de 27/01/2006,27/01/2006
2019/01 situacion a  01/01/2019,07-00-002-C-C-000,07-42-094-A-A-000,Garray,"27,28","25,00",CONVENIO,Convenio de Colaboración de 27/01/2006,27/01/2006
2019/01 situacion a  01/01/2019,07-00-000-X-P-005,00-00-000-F-F-008,Bancos o Cajas de Ahorro,"49,00","49,00",ESCRITURA,"Nº 1276, de 08/06/1988",22/06/1988
2019/01 situacion a  01/01/2019,07-00-000-X-P-005,00-00-000-S-S-000,Estado,"25,00","25,00",ESCRITURA,"Nº 1276, de 08/06/1988",22/06/1988
2019/01 situacion a  01/01/2019,07-00-000-X-P-005,07-00-000-B-B-000,Comunidad Autónoma de Castilla y León,"26,00","26,00",ESCRITURA,"Nº 1276, de 08/06/1988",22/06/1988
2019/01 situacion a  01/01/2019,07-00-003-C-C-000,07-00-000-B-W-001,Universidad de Burgos,"25,00","25,00",CONVENIO,de 05/06/2002,05/06/2002
2019/01 situacion a  01/01/2019,07-00-003-C-C-000,07-00-000-B-W-002,Universidad de León,"25,00","25,00",CONVENIO,de 05/06/2002,05/06/2002
2019/01 situacion a  01/01/2019,07-00-003-C-C-000,07-00-000-B-W-003,Universidad de Salamanca,"25,00","25,00",CONVENIO,de 05/06/2002,05/06/2002
2019/01 situacion a  01/01/2019,07-00-003-C-C-000,07-00-000-B-W-004,Universidad de Valladolid,"25,00","25,00",CONVENIO,de 05/06/2002,05/06/2002
2019/01 situacion a  01/01/2019,07-00-000-B-P-024,07-00-000-B-P-023,Cursos Internacionales de la Universidad de Salamanca S.A.,"100,00","100,00",ESCRITURA,de cambio de socio único nº 2415,17/12/2015
2019/01 situacion a  01/01/2019,07-00-000-X-P-020,00-00-000-S-S-000,Estado,"50,00","50,00",ESCRITURA,"de constitución nº 59, de 10/01/2003",31/03/2003
2019/01 situacion a  01/01/2019,07-00-000-X-P-020,07-00-000-B-B-000,Comunidad Autónoma de Castilla y León,"20,00","20,00",ESCRITURA,"de constitución nº 59, de 10/01/2003",31/03/2003
2019/01 situacion a  01/01/2019,07-00-000-X-P-020,07-24-089-A-A-000,León,"15,00","15,00",ESCRITURA,"de constitución nº 59, de 10/01/2003",31/03/2003
2019/01 situacion a  01/01/2019,07-00-000-X-P-020,07-24-142-A-A-000,San Andrés del Rabanedo,"15,00","15,00",ESCRITURA,"de constitución nº 59, de 10/01/2003",31/03/2003
2019/01 situacion a  01/01/2019,07-00-000-B-P-023,07-00-000-B-W-003,Universidad de Salamanca,"100,00","100,00",REAL DECRETO,"907/1995, de 2/07(Esc.Cons. nº 322, de 08/06/1989)",01/10/1995
2019/01 situacion a  01/01/2019,07-00-000-X-P-019,00-00-000-S-S-000,Estado,"50,00","50,00",ESCRITURA,"de constitución nº 50, de 10/01/2003",19/02/2003
2019/01 situacion a  01/01/2019,07-00-000-X-P-019,07-00-000-B-B-000,Comunidad Autónoma de Castilla y León,"25,00","25,00",ESCRITURA,"de constitución nº 50, de 10/01/2003",19/02/2003
2019/01 situacion a  01/01/2019,07-00-000-X-P-019,07-47-186-A-A-000,Valladolid,"25,00","25,00",ESCRITURA,"de constitución nº 50, de 10/01/2003",19/02/2003
2019/01 situacion a  01/01/2019,07-00-000-X-P-021,00-00-000-S-S-000,Estado (ADIF),"50,00","50,00",ESCRITURA,"de constitunción nº 846, de 27/07/2008",25/09/2008
2019/01 situacion a  01/01/2019,07-00-000-X-P-021,07-00-000-B-B-000,Comunidad Autónoma de Castilla y León,"25,00","25,00",ESCRITURA,"de constitunción nº 846, de 27/07/2008",25/09/2008
2019/01 situacion a  01/01/2019,07-00-000-X-P-021,07-34-120-A-A-000,Palencia,"25,00","25,00",ESCRITURA,"de constitunción nº 846, de 27/07/2008",25/09/2008
2019/01 situacion a  01/01/2019,07-00-000-B-P-025,07-00-000-B-B-000,Comunidad Autónoma de Castilla y León,"100,00","100,00",ESCRITURA,"nº 244, 25-1-2007",06/07/2007
2019/01 situacion a  01/01/2019,07-47-010-C-C-000,00-00-000-F-F-000,Privado (Camara de Comercio e I de VA. y Caja España),"40,00","40,00",ESCRITURA,"de Estatutos nº 1787, de 23/09/1996",23/09/1996
2019/01 situacion a  01/01/2019,07-47-010-C-C-000,07-00-000-B-B-000,Comunidad Autónoma de Castilla y León,"20,00","20,00",ESCRITURA,"de Estatutos nº 1787, de 23/09/1996",23/09/1996
2019/01 situacion a  01/01/2019,07-47-010-C-C-000,07-47-000-D-D-000,Diputación Prov. de Valladolid,"10,00","10,00",ESCRITURA,"de Estatutos nº 1787, de 23/09/1996",23/09/1996
2019/01 situacion a  01/01/2019,07-47-010-C-C-000,07-47-186-A-A-000,Valladolid,"30,00","30,00",ESCRITURA,"de Estatutos nº 1787, de 23/09/1996",23/09/1996
2019/01 situacion a  01/01/2019,07-37-003-C-C-000,07-00-000-B-B-000,Comunidad Autónoma de Castilla y León,"33,33","33,33",ACTA,de Constitución de 21/03/1994. BOCYL nº 102/1994,21/03/1994
2019/01 situacion a  01/01/2019,07-37-003-C-C-000,07-37-000-D-D-000,Diputación Prov. de Salamanca,"33,33","33,33",ACTA,de Constitución de 21/03/1994. BOCYL nº 102/1994,21/03/1994
2019/01 situacion a  01/01/2019,07-37-003-C-C-000,07-37-274-A-A-000,Salamanca,"33,33","33,33",ACTA,de Constitución de 21/03/1994. BOCYL nº 102/1994,21/03/1994
2019/01 situacion a  01/01/2019,15-00-000-X-P-115,00-00-000-S-S-000,Estado (ADIF),"50,00","50,00",ESCRITURA,"de const. de 16/12/2010 (Dec. 273/2010, de 26/10)",08/02/2011
2019/01 situacion a  01/01/2019,15-00-000-X-P-115,15-00-000-B-B-000,Comunidad Autónoma del País Vasco,"25,00","25,00",ESCRITURA,"de const. de 16/12/2010 (Dec. 273/2010, de 26/10)",08/02/2011
2019/01 situacion a  01/01/2019,15-00-000-X-P-115,15-01-000-D-D-000,Diputación Foral de Alava,"10,00","10,00",ESCRITURA,"de const. de 16/12/2010 (Dec. 273/2010, de 26/10)",08/02/2011
