version,codigo_ente,codigo,actividad,fuente_alta,inf_fuente_alta,alta_desde
2019/01 situacion a  01/01/2019,05-00-000-B-V-009,P8560,Actividades auxiliares a la educación,LEY,"2/2002, 27-3",05/08/2002
2019/01 situacion a  01/01/2019,05-00-000-B-U-007,O8411,Actividades generales de la Administración Pública,LEY,"7/2014, 30-07 BOC nº 152 de 07/08/2014",08/08/2014
2019/01 situacion a  01/01/2019,05-00-000-B-P-004,M7111,Servicios técnicos de arquitectura,ESTATUTOS,Escritura de constitución nº 152 de 30/07/1979,03/06/1985
2019/01 situacion a  01/01/2019,05-00-000-B-V-010,Q8899,Otros actividades de servicios sociales sin alojamiento n.c.o.p.,LEY,"12/2003, 4-4. BOC nº 80 de 28/04/2003",29/04/2003
2019/01 situacion a  01/01/2019,05-00-000-F-P-030,B,Industrias extractivas,ESTATUTOS,escritura nº 652 de 10/03/1997,10/03/1997
2019/01 situacion a  01/01/2019,05-00-015-H-H-000,M72,Investigación y desarrollo,ESTATUTOS,Escritura de fusión nº 920 de 04/08/2014,27/10/2014
2019/01 situacion a  01/01/2019,05-00-015-H-H-000,Q8690,Otras actividades sanitarias,ESTATUTOS,Escritura de fusión nº 920 de 04/08/2014,27/10/2014
2019/01 situacion a  01/01/2019,05-35-002-H-H-000,S9499,Otras actividades asociativas n.c.o.p.,ESCRITURA,de const. nº 790 de 02/03/1994 (Res.1258 05/07/94),05/07/1994
2019/01 situacion a  01/01/2019,05-00-000-B-P-025,O8413,Regulación de la actividad económica y contribución a su mayor eficiencia,ESTATUTOS,Poliza de compraventa de acciones de 26/04/1996,26/04/1996
2019/01 situacion a  01/01/2019,05-00-004-C-C-000,O8411,Actividades generales de la Administración Pública,ESTATUTOS,Resolución de 27/07/2006 (B.O.E. de 11/08/2006),27/07/2006
2019/01 situacion a  01/01/2019,05-00-000-B-I-001,H5222,Actividades anexas al transporte marítimo y por vías navegables interiores,LEY,"14/2003, 8-4 BOC nº 85 de 06/05/2003",05/06/2003
2019/01 situacion a  01/01/2019,05-00-000-B-V-002,M7320,Estudio de mercado y realización de encuestas de opinión pública,LEY,"1/1991, 28-1. BOC 18, 11/02/1991",12/02/1991
2019/01 situacion a  01/01/2019,05-00-000-B-P-015,M72,Investigación y desarrollo,ESTATUTOS,escritura de constitución nº 2782 de 28/08/1992,09/12/1992
2019/01 situacion a  01/01/2019,05-00-000-B-P-019,F412,Construcción de edificios,ESTATUTOS,escritura de constitución nº 2153 de 30/12/1993,10/03/1994
2019/01 situacion a  01/01/2019,05-00-000-B-P-019,R,"Actividades artísticas, recreativas y de entrenimiento",ESTATUTOS,escritura de constitución nº 2153 de 30/12/1993,10/03/1994
2019/01 situacion a  01/01/2019,05-00-000-B-P-014,F412,Construcción de edificios,ESTATUTOS,Escritura de constitución nº 3022 de 19/11/1991,09/01/1992
2019/01 situacion a  01/01/2019,05-00-000-H-H-006,S9499,Otras actividades asociativas n.c.o.p.,ESCRITURA,de constitución nº 3984 de 21/12/1999,21/12/1999
2019/01 situacion a  01/01/2019,05-00-000-B-V-001,O8411,Actividades generales de la Administración Pública,LEY,"2/1987, 30-3. BOC nº 40 de 03/04/1987",04/04/1987
2019/01 situacion a  01/01/2019,05-00-000-B-P-028,J5916,Actividades de producciones de programas de televisión,ESTATUTOS,escritura de constitución nº 568 de 12/03/1998,31/03/1998
2019/01 situacion a  01/01/2019,05-00-000-B-U-001,O841,Administración Pública y de la política económica y social,LEY,"1/1992, 27-4. BOC nº 55 de 01/05/1992",02/05/1992
2019/01 situacion a  01/01/2019,05-00-000-B-P-039,K649,"Otros servicios financieros, excepto seguros y fondos de pensiones",ESTATUTOS,escritura creación por fusión nº 319 de 25/02/2015,07/04/2015
2019/01 situacion a  01/01/2019,05-00-000-B-U-002,P855,Otra educación,LEY,"1/1993, 26-3. BOC nº 41 de 02/04/1993",03/04/1993
2019/01 situacion a  01/01/2019,05-00-000-B-U-002,Q86,Actividades sanitarias,LEY,"1/1993, 26-3. BOC nº 41 de 02/04/1993",03/04/1993
2019/01 situacion a  01/01/2019,05-00-000-B-V-005,M721,Investigación y desarrollo experimental en ciencias naturales y técnicas,LEY,"4/1995, 27-3. BOC 40, 03/04/1995",04/04/1995
2019/01 situacion a  01/01/2019,05-00-009-H-H-000,M7220,Investigación y desarrollo experimental en ciencias sociales y humanidades,ESTATUTOS,Orden de 20/12/1983 inscripción en el Registro,20/12/1983
2019/01 situacion a  01/01/2019,05-00-009-H-H-000,S9499,Otras actividades asociativas n.c.o.p.,ESTATUTOS,Orden de 20/12/1983 inscripción en el Registro,20/12/1983
2019/01 situacion a  01/01/2019,05-38-011-C-C-000,A0150,Producción agrícola combinada con la producción ganadera,ESTATUTOS,del convenio de 11/06/1999,11/06/1999
2019/01 situacion a  01/01/2019,05-38-011-C-C-000,A0240,Servicios de apoyo a la silvicultura,ESTATUTOS,del convenio de 11/06/1999,11/06/1999
2019/01 situacion a  01/01/2019,05-38-011-C-C-000,F412,Construcción de edificios,ESTATUTOS,del convenio de 11/06/1999,11/06/1999
2019/01 situacion a  01/01/2019,05-38-011-C-C-000,M7111,Servicios técnicos de arquitectura,ESTATUTOS,del convenio de 11/06/1999,11/06/1999
2019/01 situacion a  01/01/2019,05-38-011-C-C-000,O8413,Regulación de la actividad económica y contribución a su mayor eficiencia,ESTATUTOS,del convenio de 11/06/1999,11/06/1999
2019/01 situacion a  01/01/2019,05-00-000-B-L-001,Q8690,Otras actividades sanitarias,LEY,"11/1986, 11-12. BOC nº 152, 19/12/1986",19/12/1986
2019/01 situacion a  01/01/2019,05-35-005-H-H-000,O842,Prestación de servicios a la comunidad en general,ESCRITURA,const. 11/04/95 Res. 02/05/1995. BOC nº68 31/05/95,02/05/1995
2019/01 situacion a  01/01/2019,05-00-018-H-H-000,A0240,Servicios de apoyo a la silvicultura,ESTATUTOS,Esc. de const. nº 2213 de 29/12/2016,29/12/2016
2019/01 situacion a  01/01/2019,05-00-000-B-W-002,P8543,Educación universitaria,REAL DECRETO,"2802/1986, 12-12 BOE nº 47 de 24/12/1987",01/01/1987
2019/01 situacion a  01/01/2019,05-35-006-H-H-000,P8559,Otra educación n.c.o.p.,ESTATUTOS,Esc. nº 578 de 15/02/1986 de creación de fundación,15/04/1986
2019/01 situacion a  01/01/2019,05-00-000-B-P-037,L68,Actividades inmobiliarias,ESTATUTOS,escritura de constitución nº 1700 de 07/06/2004,24/12/2004
2019/01 situacion a  01/01/2019,05-00-016-H-H-000,P8543,Educación universitaria,ESTATUTOS,de const. nº 1035 de 04/04/1990,04/04/1990
2019/01 situacion a  01/01/2019,05-00-000-B-P-005,R,"Actividades artísticas, recreativas y de entrenimiento",ESTATUTOS,escritura de constitución nº 3355 de 11/10/1984,11/10/1984
2019/01 situacion a  01/01/2019,05-00-000-H-H-003,S9499,Otras actividades asociativas n.c.o.p.,ESCRITURA,de constitución nº 816 de 06/04/2001,06/04/2001
2019/01 situacion a  01/01/2019,05-00-008-H-H-000,M7220,Investigación y desarrollo experimental en ciencias sociales y humanidades,ESTATUTOS,escritura de constitución nº 1972 de 22/09/1987,22/09/1987
2019/01 situacion a  01/01/2019,05-00-008-H-H-000,S9499,Otras actividades asociativas n.c.o.p.,ESTATUTOS,escritura de constitución nº 1972 de 22/09/1987,22/09/1987
2019/01 situacion a  01/01/2019,05-00-000-B-P-010,M7112,Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico,ESTATUTOS,escritura de constitución nº 4218 de 29/12/1989,15/03/1990
2019/01 situacion a  01/01/2019,05-00-006-C-C-000,O841,Administración Pública y de la política económica y social,ESTATUTOS,Resolución de 25/02/2014 (BOE 17/03/2014),17/03/2014
2019/01 situacion a  01/01/2019,05-00-000-B-V-012,M72,Investigación y desarrollo,LEY,"1/2005, 22/04. BOC 83, 28/04/2005",29/04/2005
2019/01 situacion a  01/01/2019,05-00-000-B-P-011,N7990,Otros servicios de reservas y actividades relacionadas con los mismos,ESTATUTOS,escritura de constitución nº 5550 de 28/12/1989,20/03/1990
2019/01 situacion a  01/01/2019,05-00-000-B-P-011,P85,Educación,ESTATUTOS,escritura de constitución nº 5550 de 28/12/1989,20/03/1990
2019/01 situacion a  01/01/2019,05-00-000-B-V-008,O8430,Seguridad Social obligatoria,LEY,"11/1994, 26-7. BOC 96, 05/08/1994",25/08/1994
2019/01 situacion a  01/01/2019,05-00-002-H-H-000,O842,Prestación de servicios a la comunidad en general,ESTATUTOS,escritura de constitución nº 1597 de 15/10/2008,15/10/2008
2019/01 situacion a  01/01/2019,05-00-000-B-V-007,A0240,Servicios de apoyo a la silvicultura,LEY,"9/1999, 13-5. BOC nº 61 de 14/05/1999",15/05/1999
2019/01 situacion a  01/01/2019,05-00-000-B-V-007,F,Construcción,LEY,"9/1999, 13-5. BOC nº 61 de 14/05/1999",15/05/1999
2019/01 situacion a  01/01/2019,05-00-000-B-V-007,M7111,Servicios técnicos de arquitectura,LEY,"9/1999, 13-5. BOC nº 61 de 14/05/1999",15/05/1999
2019/01 situacion a  01/01/2019,05-00-013-H-H-000,M72,Investigación y desarrollo,ESTATUTOS,Resolución 14/10/2008 BOE nº 53 de 03/03/2009,14/10/2008
2019/01 situacion a  01/01/2019,05-00-000-B-U-003,J60,Actividades de programación y emisión de radio y televisión,LEY,"8/1984, 11-12. BOC 132, 17/12/1984",18/12/1984
2019/01 situacion a  01/01/2019,05-00-000-B-P-003,M7111,Servicios técnicos de arquitectura,ESTATUTOS,escritura de constitución nº 2828 de 20/09/1979,03/06/1985
2019/01 situacion a  01/01/2019,05-00-000-B-V-011,P85,Educación,LEY,"2/2003, 30 enero (BOC nº 27 de 10/02/2003)",10/03/2003
2019/01 situacion a  01/01/2019,05-00-000-H-H-005,R9102,Actividades de museos,ESCRITURA,de constitución nº 3766BIS de 01/12/1997,01/12/1997
2019/01 situacion a  01/01/2019,05-00-000-H-H-008,O8412,"Regulación de las actividades sanitarias, educativas y culturales y otros servicios sociales, excepto Seguridad Social",ESCRITURA,de constitución nº 3738 de 14/12/1988,14/12/1988
2019/01 situacion a  01/01/2019,05-00-006-H-H-000,M72,Investigación y desarrollo,ESTATUTOS,escritura de constitución nº 2124 de 16/06/2008,16/06/2008
2019/01 situacion a  01/01/2019,05-00-006-H-H-000,O8413,Regulación de la actividad económica y contribución a su mayor eficiencia,ESTATUTOS,escritura de constitución nº 2124 de 16/06/2008,16/06/2008
2019/01 situacion a  01/01/2019,05-00-002-C-C-000,M721,Investigación y desarrollo experimental en ciencias naturales y técnicas,ESTATUTOS,del convenio de 10/12/2007 BOE nº 83 de 05/04/2008,10/12/2007
2019/01 situacion a  01/01/2019,05-00-000-H-H-001,P8559,Otra educación n.c.o.p.,ESCRITURA,de constitución nº 3811 de 31/12/1998,31/12/1998
2019/01 situacion a  01/01/2019,05-00-000-B-P-013,O8413,Regulación de la actividad económica y contribución a su mayor eficiencia,ESTATUTOS,escritura de constitución nº 3023 de 19/11/1991,06/02/1992
2019/01 situacion a  01/01/2019,05-00-000-B-P-036,J6209,Otros servicios relacionados con las tecnologías de la información y la informática,ESTATUTOS,Escritura de constitución nº 1557 de 29/09/2005,02/12/2005
2019/01 situacion a  01/01/2019,05-00-014-H-H-000,P8543,Educación universitaria,ESTATUTOS,Escritura de constitución nº 166 de 29/02/2000,20/03/2003
2019/01 situacion a  01/01/2019,05-00-000-B-P-008,N7990,Otros servicios de reservas y actividades relacionadas con los mismos,ESTATUTOS,escritura de constitución nº 3856 de 28/12/1989,27/12/1990
2019/01 situacion a  01/01/2019,05-00-005-H-H-000,P8560,Actividades auxiliares a la educación,ESTATUTOS,Escritura de constitución,02/02/1999
2019/01 situacion a  01/01/2019,05-00-000-B-P-021,Q86,Actividades sanitarias,ESTATUTOS,escritura de constitución nº 4063 de 21/10/94,05/11/1994
2019/01 situacion a  01/01/2019,05-00-000-X-P-007,M72,Investigación y desarrollo,ESTATUTOS,escritura de constitución nº 1557 de 11/05/1994,18/07/1994
2019/01 situacion a  01/01/2019,05-00-000-B-V-004,S9499,Otras actividades asociativas n.c.o.p.,LEY,"1/1994, 13-1. BOC 10, 24/01/1994",25/01/1994
2019/01 situacion a  01/01/2019,07-09-003-H-H-000,P85,Educación,ESCRITURA,"Constitución nº295,de 07/04/2000.Orden 06/03/2002",06/03/2002
2019/01 situacion a  01/01/2019,07-00-000-H-H-009,O8411,Actividades generales de la Administración Pública,ESCRITURA,de const. nº 3781 de 22/12/1997 (Orden 26/02/1998),26/02/1998
2019/01 situacion a  01/01/2019,07-00-000-B-P-031,P8560,Actividades auxiliares a la educación,ESCRITURA,"nº 909, de 18/06/2013, de constitución de sociedad",04/11/2013
2019/01 situacion a  01/01/2019,07-00-000-B-W-003,P8543,Educación universitaria,REAL DECRETO,"907/1995, de 2 de Junio (BOE 1-08-1995)",01/10/1995
2019/01 situacion a  01/01/2019,07-24-006-N-N-000,M7211,Investigación y desarrollo experimental en biotecnología,ESCRITURA,"de constitución nº 672, de 11/03/1991",11/03/1991
2019/01 situacion a  01/01/2019,07-00-000-H-H-003,M72,Investigación y desarrollo,ESCRITURA,"de Constitución nº1688, de 11/04/1997",19/11/1997
2019/01 situacion a  01/01/2019,07-00-000-H-H-003,P8560,Actividades auxiliares a la educación,ESCRITURA,"de Constitución nº1688, de 11/04/1997",19/11/1997
2019/01 situacion a  01/01/2019,07-00-000-H-H-003,S9499,Otras actividades asociativas n.c.o.p.,ESCRITURA,"de Constitución nº1688, de 11/04/1997",19/11/1997
2019/01 situacion a  01/01/2019,07-00-000-H-H-011,M721,Investigación y desarrollo experimental en ciencias naturales y técnicas,ESCRITURA,de const. nº 252 de 05/02/1998 (Orden 14/07/1998),14/07/1998
2019/01 situacion a  01/01/2019,07-40-005-C-C-000,R910,"Actividades de bibliotecas, archivos, museos y otras actividades culturales",ESTATUTOS,Acuerdo Constitutivo de 22/12/1997,22/12/1997
2019/01 situacion a  01/01/2019,07-37-012-C-C-000,M72,Investigación y desarrollo,ESTATUTOS,Convenio 14/12/2007 (BOCYL nº 183 de 22/09/2008),14/12/2007
2019/01 situacion a  01/01/2019,07-00-001-C-C-000,M721,Investigación y desarrollo experimental en ciencias naturales y técnicas,ESTATUTOS,Convenio Específ. de Colabor. 04/03/2004 (BOE 75),04/03/2004
2019/01 situacion a  01/01/2019,07-00-000-B-U-003,O8413,Regulación de la actividad económica y contribución a su mayor eficiencia,LEY,7/1996,10/12/1996
2019/01 situacion a  01/01/2019,07-47-014-H-H-000,Q8899,Otros actividades de servicios sociales sin alojamiento n.c.o.p.,ESCRITURA,"Nº116, de 19/02/2010.Resolución de 8/3/2010",08/03/2010
2019/01 situacion a  01/01/2019,07-00-002-C-C-000,O841,Administración Pública y de la política económica y social,ESTATUTOS,Convenio de Colaboración de 27/01/2006,27/01/2006
2019/01 situacion a  01/01/2019,07-42-001-H-H-000,R931,Actividades deportivas,ESCRITURA,"Constitución Nº2305,de12/12/2002. Res.de11/06/2006",11/06/2003
2019/01 situacion a  01/01/2019,07-00-000-B-U-004,S9499,Otras actividades asociativas n.c.o.p.,LEY,"11/2002, 10-7",19/09/2002
2019/01 situacion a  01/01/2019,07-00-000-B-U-009,P856,Actividades auxiliares a la educación,LEY,"12/2010, de 28 de octubre",11/11/2010
2019/01 situacion a  01/01/2019,07-00-000-X-P-005,B,Industrias extractivas,ESCRITURA,"Nº 1276, de 08/06/1988",22/06/1988
2019/01 situacion a  01/01/2019,07-00-000-H-H-006,M72,Investigación y desarrollo,ESCRITURA,"de Constitución nº2623,de 09/12/98.Orden 15/03/99",15/03/1999
2019/01 situacion a  01/01/2019,07-00-000-H-H-006,P8560,Actividades auxiliares a la educación,ESCRITURA,"de Constitución nº2623,de 09/12/98.Orden 15/03/99",15/03/1999
2019/01 situacion a  01/01/2019,07-00-000-H-H-006,Q86,Actividades sanitarias,ESCRITURA,"de Constitución nº2623,de 09/12/98.Orden 15/03/99",15/03/1999
2019/01 situacion a  01/01/2019,07-00-001-H-H-000,P855,Otra educación,ESCRITURA,de const. nº 277 de 30/01/2006 (Resol. 12/05/2006),12/05/2006
2019/01 situacion a  01/01/2019,07-00-000-B-O-001,Q86,Actividades sanitarias,DECRETO,"287/2001, 13-12",18/12/2001
2019/01 situacion a  01/01/2019,07-00-012-H-H-000,M72,Investigación y desarrollo,ESCRITURA,"nº 89 , 11 de enero de 2008",11/03/2008
2019/01 situacion a  01/01/2019,07-00-000-B-U-006,A,"Agricultura, ganadería, silvicultura y pesca",LEY,"7/2002, 3-5",09/05/2002
2019/01 situacion a  01/01/2019,07-00-000-B-U-006,A01,"Agricultura, ganadería, caza y servicios relacionados con las mismas",PROVISIONAL,,09/05/2002
2019/01 situacion a  01/01/2019,07-00-000-B-U-006,A0161,Actividades de apoyo a la agricultura,PROVISIONAL,,09/05/2002
2019/01 situacion a  01/01/2019,07-00-000-B-U-006,M721,Investigación y desarrollo experimental en ciencias naturales y técnicas,LEY,"7/2002, 3-5",09/05/2002
2019/01 situacion a  01/01/2019,07-00-000-H-H-002,P85,Educación,ESCRITURA,"Nº1508,de 09/06/1998(Orden 28/07/1998.BO nº152)",28/07/1998
2019/01 situacion a  01/01/2019,07-00-000-H-H-002,P8560,Actividades auxiliares a la educación,ESCRITURA,"Nº1508,de 09/06/1998(Orden 28/07/1998.BO nº152)",28/07/1998
2019/01 situacion a  01/01/2019,07-00-003-C-C-000,P8543,Educación universitaria,ESTATUTOS,Estatutos del Consorcio de Bibliotecas Universit.,29/03/2017
2019/01 situacion a  01/01/2019,07-00-000-H-H-004,M7022,Otras actividades de consultoría de gestión empresarial,ESCRITURA,"de Constitución nº253,de 05/02/1998.Orden 20/07/98",20/07/1998
2019/01 situacion a  01/01/2019,07-00-000-H-H-004,M7320,Estudio de mercado y realización de encuestas de opinión pública,ESCRITURA,"de Constitución nº253,de 05/02/1998.Orden 20/07/98",20/07/1998
2019/01 situacion a  01/01/2019,07-00-000-H-H-004,O8411,Actividades generales de la Administración Pública,ESCRITURA,"de Constitución nº253,de 05/02/1998.Orden 20/07/98",20/07/1998
2019/01 situacion a  01/01/2019,07-00-000-H-H-004,P855,Otra educación,ESCRITURA,"de Constitución nº253,de 05/02/1998.Orden 20/07/98",20/07/1998
2019/01 situacion a  01/01/2019,07-00-000-H-H-004,P8560,Actividades auxiliares a la educación,ESCRITURA,"de Constitución nº253,de 05/02/1998.Orden 20/07/98",20/07/1998
2019/01 situacion a  01/01/2019,07-00-000-H-H-004,S9499,Otras actividades asociativas n.c.o.p.,ESCRITURA,"de Constitución nº253,de 05/02/1998.Orden 20/07/98",20/07/1998
2019/01 situacion a  01/01/2019,07-00-000-B-P-024,G476,Comercio al por menor de artículos culturales y recreativos en establecimientos especializados,ESCRITURA,"nº 1611, 15/10/1996",12/11/1996
2019/01 situacion a  01/01/2019,07-47-011-H-H-000,M72,Investigación y desarrollo,ESCRITURA,"Constitución Nº978,de25/05/2006.Orden ECI/132_2007",20/04/2007
2019/01 situacion a  01/01/2019,07-24-005-N-N-000,M7219,Otra investigación y desarrollo experimental en ciencias naturales y técnicas,OTROS,ACTA CONSTITUCIONAL,03/05/1993
2019/01 situacion a  01/01/2019,07-47-002-H-H-000,S9499,Otras actividades asociativas n.c.o.p.,ESCRITURA,"Constitución Nº3196, de 06/10/2000.Res.13/11/2000",13/11/2000
2019/01 situacion a  01/01/2019,07-00-000-H-H-010,M72,Investigación y desarrollo,ESCRITURA,"Constitución Nº1424, de 19/05/2003.Res.12/06/2003",12/06/2003
2019/01 situacion a  01/01/2019,07-00-000-H-H-010,Q86,Actividades sanitarias,ESCRITURA,"Constitución Nº1424, de 19/05/2003.Res.12/06/2003",12/06/2003
2019/01 situacion a  01/01/2019,07-00-000-H-H-008,M72,Investigación y desarrollo,ESCRITURA,de const. nº 2285 de 12/05/1997. Orden 25/06/97,25/06/1997
2019/01 situacion a  01/01/2019,07-00-000-H-H-008,P855,Otra educación,ESCRITURA,de const. nº 2285 de 12/05/1997. Orden 25/06/97,25/06/1997
2019/01 situacion a  01/01/2019,07-00-000-X-P-020,F421,"Construcción de carreteras y vías férreas, puentes y túneles",ESCRITURA,"de constitución nº 59, de 10/01/2003",31/03/2003
2019/01 situacion a  01/01/2019,07-00-000-X-P-020,M7111,Servicios técnicos de arquitectura,ESCRITURA,"de constitución nº 59, de 10/01/2003",31/03/2003
2019/01 situacion a  01/01/2019,07-00-000-H-H-007,P8532,Educación secundaria técnica y profesional,ESCRITURA,"Nº2192,de 13/09/1989.Orden 06/02/1990.BOCyL nº33",06/02/1990
2019/01 situacion a  01/01/2019,07-00-000-H-H-007,P8560,Actividades auxiliares a la educación,ESCRITURA,"Nº2192,de 13/09/1989.Orden 06/02/1990.BOCyL nº33",06/02/1990
2019/01 situacion a  01/01/2019,07-00-000-H-H-007,S9499,Otras actividades asociativas n.c.o.p.,ESCRITURA,"Nº2192,de 13/09/1989.Orden 06/02/1990.BOCyL nº33",06/02/1990
2019/01 situacion a  01/01/2019,07-00-000-B-P-023,P85,Educación,REAL DECRETO,"907/1995, de 2/07(Esc.Cons. nº 322, de 08/06/1989)",01/10/1995
2019/01 situacion a  01/01/2019,07-00-002-H-H-000,M721,Investigación y desarrollo experimental en ciencias naturales y técnicas,ESCRITURA,de const. nº3361 de 29/12/2000 (Resol. 23/05/2001),23/05/2001
2019/01 situacion a  01/01/2019,07-00-000-X-P-019,F421,"Construcción de carreteras y vías férreas, puentes y túneles",ESCRITURA,"de constitución nº 50, de 10/01/2003",19/02/2003
2019/01 situacion a  01/01/2019,07-00-000-X-P-019,M7111,Servicios técnicos de arquitectura,ESCRITURA,"de constitución nº 50, de 10/01/2003",19/02/2003
2019/01 situacion a  01/01/2019,07-00-000-B-W-001,P8543,Educación universitaria,REAL DECRETO,"907/1995, de 2 de Junio (BOE 1-08-1995)",01/10/1995
2019/01 situacion a  01/01/2019,07-00-006-H-H-000,R9102,Actividades de museos,ESCRITURA,"Constitución Nº 597,de 03/05/2004.Res. 24/06/2004",24/06/2004
2019/01 situacion a  01/01/2019,07-47-004-H-H-000,R910,"Actividades de bibliotecas, archivos, museos y otras actividades culturales",ESCRITURA,"Constitución Nº582, de 05/03/2001. Res.23/05/2001",23/05/2001
2019/01 situacion a  01/01/2019,07-47-004-H-H-000,R9103,Gestión de lugares y edificios históricos,ESCRITURA,"Constitución Nº582, de 05/03/2001.Res.23/05/2001",23/05/2001
2019/01 situacion a  01/01/2019,07-47-004-H-H-000,S9499,Otras actividades asociativas n.c.o.p.,ESCRITURA,"Constitución Nº582, de 05/03/2001.Res.23/05/2001",23/05/2001
2019/01 situacion a  01/01/2019,07-00-000-B-O-002,O841,Administración Pública y de la política económica y social,LEY,"10/2003, 8-4",15/04/2003
2019/01 situacion a  01/01/2019,07-09-002-H-H-000,S9499,Otras actividades asociativas n.c.o.p.,REAL DECRETO,"830/1995, de 30/05/1995. BOCyL nº129,de 06/07/1995",01/07/1995
2019/01 situacion a  01/01/2019,07-47-001-H-H-000,S9499,Otras actividades asociativas n.c.o.p.,ESCRITURA,"Constitución Nº731, de 17/03/2003.Res.de25/11/2003",25/11/2003
2019/01 situacion a  01/01/2019,07-47-013-H-H-000,J581,"Edición de libros, periódicos y otras actividades editoriales",ESCRITURA,"de Constitución nº 503, de 10/04/2003",18/11/2003
2019/01 situacion a  01/01/2019,07-47-013-H-H-000,O842,Prestación de servicios a la comunidad en general,ESCRITURA,"de Constitución nº 503, de 10/04/2003",18/11/2003
2019/01 situacion a  01/01/2019,07-47-013-H-H-000,P8552,Educación cultural,ESCRITURA,"de Constitución nº 503, de 10/04/2003",18/11/2003
2019/01 situacion a  01/01/2019,07-47-013-H-H-000,R900,"Actividades de creación, artísticas y espectáculos",ESCRITURA,"de Constitución nº 503, de 10/04/2003",18/11/2003
2019/01 situacion a  01/01/2019,07-47-013-H-H-000,R9003,Creación artística y literaria,ESCRITURA,"de Constitución nº 503, de 10/04/2003",18/11/2003
2019/01 situacion a  01/01/2019,07-00-000-H-H-005,P8560,Actividades auxiliares a la educación,ESCRITURA,de const. nº 2419 de 09/07/1996 (R. de 13/11/1996),13/11/1996
2019/01 situacion a  01/01/2019,07-00-000-H-H-005,S9499,Otras actividades asociativas n.c.o.p.,ESCRITURA,de const. nº 2419 de 09/07/1996 (R. de 13/11/1996),13/11/1996
2019/01 situacion a  01/01/2019,07-00-000-X-P-021,F421,"Construcción de carreteras y vías férreas, puentes y túneles",ESTATUTOS,"de constitunción nº 846, de 27/07/2008",25/09/2008
2019/01 situacion a  01/01/2019,07-00-000-X-P-021,M7111,Servicios técnicos de arquitectura,ESTATUTOS,"de constitunción nº 846, de 27/07/2008",25/09/2008
2019/01 situacion a  01/01/2019,07-00-000-B-P-025,M71,Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos,ESCRITURA,"nº 244, 25-1-2007",06/07/2007
2019/01 situacion a  01/01/2019,07-00-000-B-P-025,O842,Prestación de servicios a la comunidad en general,ESCRITURA,"nº 244, 25-1-2007",06/07/2007
