version,comunidad,codigo_ente,tipo_ente,accionista_mayoritario,nombre,cif,capital_social,finalidad,regimen_contable,regimen_presupuestario,sector_admin_publica,fuente_alta,alta_desde,ente_proviene,direccion,localidad,codigo_postal,provincia,telefono,fax,sitio_web,email
2019/01 situacion a  01/01/2019,Canarias,05-35-009-C-C-000,CONSORCIOS,,"  Consorcio de Seguridad, Emergencias, Salvamento, Prevención y Extinción de Incendios de Lanzarote",P3500025F,"0,00","Prestación del servicio público de prevención, extinción de incendios y salvamento, así como los servicios de emergencias",Privado,Limitativo,Si - EELL                          ,"ESTATUTOS BOPPalmas 16, 06/02/2004",06/02/2004, ,Avenida Fred Olsen s/n,Arrecife-Lanzarote,35500,Las Palmas,928598539,928805577,,vfierro@cabildodelanzarote.com
2019/01 situacion a  01/01/2019,Canarias,05-00-000-B-P-012,SOCIEDADES MERCANTILES,C. Autónoma,"Gestión del Medio Rural de Canarias, S.A.U. (GMR CANARIAS)",A38075750,"2.334.322,84",Desarrollo de distintas actividades relacionadas con la política agraria.,Privado,Estimativo,Pendiente -                               ,ESCRITURA de constitución nº 1070 de 04/11/1986,17/01/1987, ,Calle Jesús Hernández Guzmán (Polígono Industrial El Mayorazgo) 2 - C,Santa Cruz de Tenerife,38110,Santa Cruz de Tenerife,902377777,922210836,,mercocanarias@cistia.es
2019/01 situacion a  01/01/2019,Canarias,05-00-000-X-P-012,SOCIEDADES MERCANTILES,Mayoría Pública conjunta,"Parques Eólicos Gaviota, S.A. (PEGASA)",A35413368,"1.012.500,00",Construcción y explotación de la energía eléctrica obtenida mediante recursos eólicos.,Privado,Estimativo,No -                               ,ESCRITURA de constitución nº 5319 de 03/10/1995,04/09/1996, ,Calle Cebrián 3,Las Palmas de Gran Canaria,35003,Las Palmas,928/45200,928727517,www.itc.es,jpardilla@itccanarias.org
2019/01 situacion a  01/01/2019,Canarias,05-00-000-B-P-022,SOCIEDADES MERCANTILES,C. Autónoma,"Gestión Recaudatoria de Canarias, S.A.U. (GRECASA)",A35385723,"782.515,02",Actuar como entidad colaboradora en la gestión de los órganos de recaudación de la CEH.,Privado,Estimativo,Si - CCAA                          ,ESCRITURA de constitución  nº 16 de 05/01/1995,14/02/1995, ,"Calle Profesor Agustín Millares Carlo, 20",Las Palmas de Gran Canaria,35007,Las Palmas,928379000,928379032,www.grecasa.org,ayuda@grecasa.canarias.org
2019/01 situacion a  01/01/2019,Canarias,05-00-000-B-P-018,SOCIEDADES MERCANTILES,C. Autónoma,"Canarias Congress Bureau, Maspalomas Gran Canaria, S.A.",A35353192,"4.228.120,15",Promoción y diversificación de la oferta turística.,Privado,Estimativo,Si - CCAA                          ,ESCRITURA de constitución nº 2154 de 30/12/1993,09/04/1994, ,Calle Victor Hugo 60,Las Palmas de Gran Canaria,35004,Las Palmas,928293698,928293738,,"onaranjo@maspalomas-congresos.com, eiderasesores@wanadoo.es"
2019/01 situacion a  01/01/2019,Canarias,05-00-000-B-P-034,SOCIEDADES MERCANTILES,C. Autónoma,"Radio Pública de Canarias, S.A.U.",A38918470,"124.000,00",Instrumento de cohesión territorial y cultural de todas las islas canarias.,Privado,Estimativo,Si - CCAA                          ,ESCRITURA de constitución nº 2517 de 19/07/2007,07/08/2007, ,Calle La Marina 57 - 2,Santa Cruz de Tenerife,38003,Santa Cruz de Tenerife,922470600,922273173,,
2019/01 situacion a  01/01/2019,Canarias,05-00-000-B-W-001,UNIVERSIDADES,,Universidad de La Laguna,Q3818001D,0,Gestión Universitaria,Público,Limitativo,Si - CCAA                          ,"REAL DECRETO 2802/1986, 12-12 BOE nº 47 de 24/12/1987",01/01/1987, ,Calle Molino de Agua S/N,La Laguna,38207,Santa Cruz de Tenerife,922/31945,922259628,www.ull.es,alumnado@ull.es
2019/01 situacion a  01/01/2019,Canarias,05-00-000-B-V-009,OO.AA.ADMINISTRATIVOS,,Agencia Canaria de Calidad Universitaria y Eval. Educativa,Q3800427A,0,"Evaluación fiable, sistemática e independiente de los componentes fundamentales del sistema universitario",Público,Limitativo,Si - CCAA                          ,"LEY 2/2002, 27-3. BOC 45, 08/04/2002",05/08/2002, ,Calle Costa y Grijalba 7,Sta. Cruz de Tenerife,38004,Santa Cruz de Tenerife,922/53487,922534893,www.gobcan.es/educacion/,acecau@gobiernodecanarias.org
2019/01 situacion a  01/01/2019,Canarias,05-00-000-B-U-007,ENTES PÚBLICOS,,Agencia Tributaria Canaria,Q3500461C,0,"Aplicación efectiva de los tributos, ejercicio de la potestad sancionadora y la revisión en vía administrativa.",Público,Limitativo,Si - CCAA                          ,"LEY 7/2014, 30-07 BOC nº 152 de 07/08/2014",08/08/2014, ,Calle Profesor Agustín Millares Carló (Ed.Serv. Múltiples I - 5ª planta) 22,Las Palmas de Gran Canaria,35003,Las Palmas,928306000,928455753,www.gobiernodecanarias.org/tributos/,
2019/01 situacion a  01/01/2019,Canarias,05-00-000-B-P-004,SOCIEDADES MERCANTILES,C. Autónoma,"Gestión Urbanística de Santa Cruz de Tenerife, S.A. (GESTUR-TENERIFE)",A38021762,"5.412.114,00",Gestión Urbanística.,Privado,Estimativo,Si - CCAA                          ,"REAL DECRETO 810/1985, 30-4 BOE nº 132 de 03/06/1985",03/06/1985, ,Calle Robayna 25,Santa Cruz de Tenerife,38004,Santa Cruz de Tenerife,922533535,922272756,,
2019/01 situacion a  01/01/2019,Canarias,05-00-000-B-V-010,OO.AA.ADMINISTRATIVOS,,Servicio Canario de Empleo,Q8855008B,"0,00","Fomentar, mejorar y promover el empleo en la Comunidad Autónoma de Canarias.",Público,Limitativo,Si - CCAA                          ,"LEY 12/2003, 4-4. BOC nº 80 de 28/04/2003",29/04/2003,05-00-000-B-V-003,Calle Crucita Arbelo Cruz s/n,Las Palmas de Gran Canaria,35014,Las Palmas,928455858,928455923,www.gobiernodecanarias.org/empleo,sce@gobiernodecanarias.org
2019/01 situacion a  01/01/2019,Canarias,05-00-000-F-P-030,SOCIEDADES MERCANTILES,Minoría Publica conjunta,"Proyecto Monumental Montaña de Tindaya, S.A., en liquidación (PMMT)",A35432350,"5.409.090,00","Desarrollo del Proyecto Montaña de Tindaya y la extracción, transformación y comercialización de mineral",Privado,Estimativo,Si - CCAA                          ,ESCRITURA nº 652 de 10/03/1997 compraventa de acciones,10/03/1997, ,Calle Victor Hugo 60,Las Palmas,35004,Las Palmas,928336111,928296013,,
2019/01 situacion a  01/01/2019,Canarias,05-00-015-H-H-000,FUNDACIONES,,Fundación Canaria de Investigación Sanitaria (FUNCANIS),G76208396,0,Promover y apoyar la investiación en el ámbito de las ciencias de la salud.,Privado,  E,Si - CCAA                          ,ESCRITURA de fusión nº 920 de 04/08/2014,27/10/2014, ,Calle Barranco de la Ballena (Ed.anexo Hospital Univ. Gran Canaria Dr. Negrín) s/n,Las Palmas de Gran Canaria,35019,Las Palmas,928450969,,www.funcanis.org,info@funcanis.org
2019/01 situacion a  01/01/2019,Canarias,05-35-002-H-H-000,FUNDACIONES,,Fundación Maspalomas,G35364975,0,"Fomento, promoción y difusión de actividades en el ámbito de la Universidad de Verano de Maspalomas",Privado,Estimativo,Si - CCAA                          ,ESCRITURA de const. nº 790 de 02/03/1994 (Res.1258 05/07/94),05/07/1994, ,Calle De Tejeda 72,San Fernando de Maspalomas,35100,Las Palmas,928458023,928458015,www.universidadveranomaspalomas.org,fundaciónmaspalomas@telefonica.net
2019/01 situacion a  01/01/2019,Canarias,05-00-000-B-P-025,SOCIEDADES MERCANTILES,C. Autónoma,"Sociedad para el Desarrollo Económico de Canarias, S.A.U. (SODECAN)",A28485548,"5.752.819,13",Promover el desarrollo económico de Canarias.,Privado,Estimativo,Si - CCAA                          ,OTROS Poliza de compraventa de acciones de 26/04/1996,26/04/1996,05-00-000-X-P-041,Avenida Alcalde José Ramirez Bethencourt 17,Las Palmas de Gran Canaria,35004,Las Palmas,928296555,928296560,www.sodecan.es,sodecanlp@sodecan.es
2019/01 situacion a  01/01/2019,Canarias,05-00-004-C-C-000,CONSORCIOS,,Consorcio de la Zona Franca de Santa Cruz de Tenerife,S3800014G,0,Administración de la Zona Franca de Santa Cruz de Tenerife,Privado,Estimativo,Si - Estado                        ,  ORDEN   EHA/93/2006 de 18/01 (B.O.E. de 28/01/2006), 29/01/2006, ,Avenida Francisco La Roche 49,Santa Cruz de Tenerife,,Tenerife,,,,
2019/01 situacion a  01/01/2019,Canarias,05-00-000-B-I-001,ENTIDADES PÚBLICAS EMPRESARIALES,,Puertos Canarios,Q3800513H,0,"Planificación, explotación y gestión del sistema portuario",Privado,Estimativo,No -                               ,"LEY 14/2003, 8-4 BOC nº 85 de 06/05/2003",05/06/2003, ,Avenida Anaga (Edificio Servicios Múltiples I - 5ª planta) 35,Santa Cruz de Tenerife,38071,Santa Cruz de Tenerife,922475223,922475010,www.puertoscanarios.es,
2019/01 situacion a  01/01/2019,Canarias,05-00-000-B-V-002,OO.AA.ADMINISTRATIVOS,,Instituto Canario de Estadística (ISTAC),Q8550002C,0,"Promoción, gestión y coordinación de la actividad estadística púbica",Público,Limitativo,Si - CCAA                          ,"LEY 1/1991, 28-1. BOC 18, 11/02/1991",12/02/1991, ,"Calle Juan XXIII, 2",Las Palmas de Gran Canaria,35004,Las Palmas,928290062,928243354,www.gobiernodecanarias.org/istac,istac@gobiernodecanarias.org
2019/01 situacion a  01/01/2019,Canarias,05-00-000-B-P-015,SOCIEDADES MERCANTILES,C. Autónoma,"Instituto Tecnológico de Canarias, S.A.U. (ITC)",A35313170,"2.512.221,80",Fomento del desarrollo tecnológico.,Privado,Estimativo,Si - CCAA                          ,ESCRITURA de constitución nº 2782 de 28/08/1992,09/12/1992, ,Calle Cebrión 3,Palmas de Gran Canaria (Las),,Las Palmas,928727500,928727517,www.itccanarias.es,brodriguez@itccanarias.org
2019/01 situacion a  01/01/2019,Canarias,05-00-000-B-P-019,SOCIEDADES MERCANTILES,C. Autónoma,"Canarias Congress Bureau, Tenerife Sur, S.A.",A38340840,"3.606.072,63",Promoción y diversificación de la oferta turística.,Privado,Estimativo,Si - CCAA                          ,ESCRITURA de constitución nº 2153 de 30/12/1993,10/03/1994, ,Calle La Marina 57,Santa Cruz de Tenerife,38001,Santa Cruz de Tenerife,922245499,922240060,www.palaciodecongresotenerifesur.com,ccbtenerifesur@hotmeil.com
2019/01 situacion a  01/01/2019,Canarias,05-00-000-B-P-014,SOCIEDADES MERCANTILES,C. Autónoma,"Gestión y Planeamiento Territorial y Medioambiental, S.A.U. (GESPLAN)",A38279972,"1.102.252,34","Realización de estudios urbanísticos y medio ambientales, valoraciones inmobiliarias, constitución de inventarios de bienes y fomento de la naturaleza",Privado,Estimativo,Si - CCAA                          ,ESCRITURA de constitución nº 3022 de 19/11/1991,09/01/1992, ,Calle León y Castillo 54,Las Palmas de Gran Canaria,35002,Las Palmas,928301150,928246346,,financiero@gesplan.org
2019/01 situacion a  01/01/2019,Canarias,05-00-000-H-H-006,FUNDACIONES,,Fundación Canaria de la Academia Canaria de la Lengua,G38587721,0,Fomento y Estudio de las peculiaridades del español en las Islas Canarias.,Privado,Estimativo,Si - CCAA                          ,ESCRITURA de constitución nº  3984 de 21/12/1999,21/12/1999, ,Calle Enrique Wolfson 36,Santa Cruz de Tenerife,38004,Santa Cruz de Tenerife,922370510,922314875,www.academiacanarialengua.org,acl@academiacanarialengua.org
2019/01 situacion a  01/01/2019,Canarias,05-00-000-B-V-001,OO.AA.ADMINISTRATIVOS,,Instituto Canario de Administración Pública,Q8850001B,0,"estudios, publicaciones, fondo bibliográfico y documental: Formanción, perfeccionamiento y seleccion de personal",Público,Limitativo,Si - CCAA                          ,"LEY 2/1987, 30-3. BOC nº 40 de 03/04/1987",04/04/1987, ,Calle Padre José de Sosa 22,Las Palmas de Gran Canaria,35003,Las Palmas,928339022,928339129,www.gobiernodecanarias.org/icap,maguden@gobiernodecanarias.org
2019/01 situacion a  01/01/2019,Canarias,05-00-000-B-P-028,SOCIEDADES MERCANTILES,C. Autónoma,"Televisión Pública de Canarias, S.A.U. (TVPC)",A38491098,"811.366,34",Gestión de los servicios de televisión públicos de la Comunidad Autónoma.,Privado,Estimativo,Si - CCAA                          ,ESCRITURA de constitución nº 568 de 12/03/1998,31/03/1998, ,Calle La Marina 57 - 2,Santa Cruz de Tenerife,38003,Santa Cruz de Tenerife,922470200,922273173,www.tvcanaria.tv,lreyes@tvcanaria.tv
2019/01 situacion a  01/01/2019,Canarias,05-00-000-B-U-001,ENTES PÚBLICOS,,Consejo Económico y Social,S8500010G,0,"Definición de las políticas públicas con contenido económico, social y laboral.",Público,Limitativo,Si - CCAA                          ,"LEY 1/1992, 27-4. BOC nº 55 de 01/05/1992",02/05/1992, ,Calle de la Feria 1,Las Palmas de Gran Canaria,35003,Las Palmas,928384963,928384897,www.cescanarias.org,cescanarias@gobiernodecanarias.org
2019/01 situacion a  01/01/2019,Canarias,05-00-000-B-P-039,SOCIEDADES MERCANTILES,C. Autónoma,"Sociedad de Garantías y Avales de Canarias, S.G.R.",V76209899,"10.000.039,00","El otorgamiento de garantías personales, por aval o por cualquier otro medio admitido en derecho, distinto del seguro de caución, a favor de sus socio",Privado,Estimativo,Si - CCAA                          ,ESCRITURA nº 319 de 25/02/2015,07/04/2015, ,Calle Albareda 3,Las Palmas de Gran Canaria,35007,Las Palmas,928290046,928292316,avalcanarias.es,info-lp@avalcanarias.es
2019/01 situacion a  01/01/2019,Canarias,05-00-000-B-U-002,ENTES PÚBLICOS,,Escuela Servicios Sanitarios y Sociales de Canarias (ESSSCAN),Q8855009J,0,Formación del Personal para la gestión y administración de los servicios sanitarios y sociales asi como la promoción de la salud en la CAC,Privado,Estimativo,Si - CCAA                          ,"LEY 1/1993, 26-3. BOC nº 41 de 02/04/1993",03/04/1993, ,Calle Leoncio Rodríguez 7,Santa Cruz de Tenerife,38003,Santa Cruz de Tenerife,922204464,922204814,www.gobiernodecanarias.org/sanidad/essscan.htm,essscantfe.gobiernodecanarias.org
2019/01 situacion a  01/01/2019,Canarias,05-00-000-B-V-005,OO.AA.ADMINISTRATIVOS,,Instituto Canario de Investigaciones Agrarias (ICIA),Q8850003H,0,"Programación, ejecución y seguimiento de las actividades de investigación y el desarrollo y transferencias d tecnologías agrarias",Público,Limitativo,Si - CCAA                          ,"LEY 4/1995, 27-3. BOC 40, 03/04/1995",04/04/1995, ,Calle del Boqueron - Valle de Guerra s/n,La Laguna,38270,Santa Cruz de Tenerife,922476300,922476303,www.icia.es,mpereza icia.es
2019/01 situacion a  01/01/2019,Canarias,50 -00-003-C-C-000,CONSORCIOS,,Consorcio para la presencia y promoción del Alberguismo juvenil (REAJ),V82823337,0,Promover la presencia del alberguismo y la movilidad de los jovenes en el ámbito del territorio del Estado,Público,Estimativo,Pendiente -                               ,OTROS Convenio de Colaboración de 26/06/2000 BOE 18/3/01,26/06/2000, ,Calle Marqués de Riscal 16,Madrid,28010,Madrid,913084675,913197067,www.reaj.com,contacto@reaj.com
2019/01 situacion a  01/01/2019,Canarias,05-00-009-H-H-000,FUNDACIONES,,Fundación Universitaria de Las Palmas,G35073303,0,"El fomento y desarrollo de cauces de conocimiento y diálogo entre las empresas, la Universidad de Las Palmas y la sociedad en general.",Privado,Estimativo,No -                               ,ORDEN de 20/12/1983 inscripción en el Registro,20/12/1983, ,Calle Juan de Quesada 29,Las Palmas de Gran Canaria,35001,Las Palmas,928457222,,http://www.fulp.es,info@fulp.es
2019/01 situacion a  01/01/2019,Canarias,05-38-011-C-C-000,CONSORCIOS,,Consorcio El Rincón (LA OROTAVA),P3800023H,0,"Gestión Urbanística, turistica y social.",Privado,Limitativo,Si - CCAA                          ,CONVENIO de 11/06/1999,11/06/1999, ,Calle del Ayuntamiento 1,La Orotava,38300,Santa Cruz de Tenerife,922/32444,,,
2019/01 situacion a  01/01/2019,Canarias,05-00-000-B-L-001,OO.AA.COMERCIALES,,Instituto Canario de Hemodonación y Hemoterapia,Q8550001E,0,Coordinación de la ejecución de políticas y actividades de hemodonación y hemoterapia,Público,Estimativo,Si - CCAA                          ,"LEY 11/1986, 11-12. BOC nº 152, 19/12/1986",19/12/1986, ,Calle Eusebio Navarro 77,Las Palmas de Gran Canaria,35003,Las Palmas,928452337,928452337,www.ichh.org,p.institutocanariohemodonacionhemoterapia@gobiernodecanarias.org
2019/01 situacion a  01/01/2019,Canarias,50 -00-013-H-H-000,FUNDACIONES,,F. Universitaria para la Cooperación Internacional (FUCI),,0,Apoyar y potenciar la acción de las Universidades españolas en los ámbitos de la cooperación internacional y al desarrollo.,Privado,Estimativo,Si - CCAA                          ,ESCRITURA nº 1449 de 29/05/2000 (RF nº 704 de 22/10/2003),22/10/2003, ,Calle Principe 1,Madrid,28012,Madrid,913601200,913601201,www.crue.org,sgcrue@crue.org
2019/01 situacion a  01/01/2019,Canarias,05-35-005-H-H-000,FUNDACIONES,,Fundación Sagrada Familia,G35405836,0,Centro de Atención y Tratamiento a Menores con Discapacidad,Privado,Estimativo,Si - CCAA                          ,ESCRITURA const. 11/04/95 Res. 02/05/1995. BOC nº68 31/05/95,02/05/1995, ,Calle Goya 6,Las Palmas de Gran Canaria,35017,Las Palmas,928351104,928354257,www.fcanariasagradafamilia.org,gerencia@fcanariasagradafamilia.org
2019/01 situacion a  01/01/2019,Canarias,05-00-018-H-H-000,FUNDACIONES,,Fundación Canaria Reserva Mundial de la Biosfera La Palma,G76724723,0,"Gestión en común de aspectos medioambientales y de desarrollo socioeconómico, la investigación y observación permanente de la Reserva Mundial",Privado,Estimativo,  - ,ESCRITURA de const. nº 2213 de 29/12/2016, 29/12/2016, ,Calle Francisco Abreu 9,Santa Cruz de La Palma,38700,La Palma,922415417,922410794,www.lapalmabiosfera.es,info@lapalmabiosfera.es
2019/01 situacion a  01/01/2019,Canarias,05-00-000-B-W-002,UNIVERSIDADES,,Universidad de Las Palmas de Gran Canaria,Q3518001G,0,Enseñanza universitaria superior,Público,Limitativo,Si - CCAA                          ,"REAL DECRETO 2802/1986, 12-12 BOE nº 47 de 24/12/1987",01/01/1987, ,Calle Juan de Quesada 30,Las Palmas de Gran Canaria,35001,Las Palmas,928/45100,928451022,www.ulpgc.es,universidad@ulpgc.es
2019/01 situacion a  01/01/2019,Canarias,05-35-006-H-H-000,FUNDACIONES,,"Radio ECCA, Fundación Canaria",G35103431,0,La promoción cultural de la población,Privado,Estimativo,Pendiente -                               ,ESCRITURA nº 578 de 15/02/1986 de creación de la fundación, 15/04/1986, ,Avenida De Escaleritas 64,Las Palmas de Gran Canaria,35011,Las Palmas,928289168,,www.radioecca.org,
2019/01 situacion a  01/01/2019,Canarias,05-00-000-B-P-037,SOCIEDADES MERCANTILES,C. Autónoma,"RIC ULPGC, S.A.U.",A35810183,"10.914.000,00",Promoción y explotación en arrendamiento de infraestructuras destinadas a satisfacer necesidades de la Unviersidad.,Privado,Estimativo,Si - CCAA                          ,ESCRITURA de constitución nº 1700 de 07/06/2004,24/12/2004, ,Calle Juan Quesada 30,Las Palmas de Gran Canaria,,Las Palmas,,,,
2019/01 situacion a  01/01/2019,Canarias,05-00-016-H-H-000,FUNDACIONES,,Patronato del Centro Asociado de la UNED de Lanzarote,G35150119,0,Mantenimiento y sostenimiento económico del centro asociado de la UNED en Lanzarote,Privado,Estimativo,Si - Estado                        ,ESCRITURA de const. nº 1035 de 04/04/1990,04/04/1990, ,Calle Blas Cabrera Felipe s/n,Arrecife de Lanzarote,35500,Las Palmas,928810727,928812732,www.unedlanzarote.es,info@lanzarote.uned.es
2019/01 situacion a  01/01/2019,Canarias,05-00-000-B-P-005,SOCIEDADES MERCANTILES,C. Autónoma,"Canarias Cultura en Red, S.A.U.",A35077817,"421.346,64","Gestión, promoción y difusión de actividades culturales y la formación y el fomento de la producción en materia cultural.",Privado,Estimativo,Si - CCAA                          ,ESCRITURA de constitución nº 3355 de 11/10/1984,11/10/1984, ,Calle Villalba Hervas 4 BJ.,Santa Cruz de Tenerife,,Santa Cruz de Tenerife,928277530,928277582,www.culturadecanarias.com,jlcudos@canariasculturaenred.com
2019/01 situacion a  01/01/2019,Canarias,05-00-000-H-H-003,FUNDACIONES,,Fundación Canaria de Juventud IDEO,G35657048,0,Promoción de actividades dirigidas a la población juvenil.,Privado,Estimativo,Si - CCAA                          ,ESCRITURA de constitución nº 816 de 06/04/2001,06/04/2001, ,"Calle Primero de mayo, 12 - 3º derecha 12 - 3º",Las Palmas de Gran Canaria,35002,Las Palmas,928366600,928433757,www.fundacionideo.org,info@fundacionideo.org
2019/01 situacion a  01/01/2019,Canarias,05-00-008-H-H-000,FUNDACIONES,,Fundación Canaria General de la Universidad de La Laguna,G38083408,0,"Fomento y desarrollo del dialogo y cooperación entre la universidad, la empresa y la sociedad.",Privado,Estimativo,Si - CCAA                          ,ESCRITURA de constitución nº 1972 de 22/09/1987,22/09/1987, ,"Avenida de la Trinidad, (Campus Univ. La Laguna Aulario Prof. Agustín Arévalo) 61",La Laguna,38071,Tenerife,922319929,922319197,,
2019/01 situacion a  01/01/2019,Canarias,50 -00-002-N-N-000,OTRAS INSTITUCIONES SIN ÁNIMO DE LUCRO,,Conferencia de Rectores de las Universidades Españolas (CRUE),G81093072,0,"Promoción y desarrollo de la educación superior y la investigación universitaria, así como fomento y refuerzo de la cooperación y proyección univers.",Privado,Estimativo,Si - CCAA                          ,ACTA Fundacional de 14-12-1994 (Reg. Asoc. 20/06/1995),20/06/1995, ,Plaza De las Cortes 2,Madrid,28014,Madrid,913601200,913601201,www.crue.org,info@crue.org
2019/01 situacion a  01/01/2019,Canarias,05-00-000-B-P-010,SOCIEDADES MERCANTILES,C. Autónoma,"Cartográfica de Canarias, S.A. (GRAFCAN)",A38225926,"1.299.537,36","  Registro de datos espaciales, para la generación de modelos de representaciones de ámbitos terrestres, marinos y atmosféricos.",Privado,Estimativo,Si - CCAA                          ,ESCRITURA de constitución nº 4218 de 29/12/1989,15/03/1990, ,Avenida Juan XXIII 7 3 OF 9,Palmas de Gran Canaria (Las),,Las Palmas,922237860,922204999,www.grafcan.com,info@grafcan.canarias.org
2019/01 situacion a  01/01/2019,Canarias,05-00-006-C-C-000,CONSORCIOS,,Consorcio Público Instituto de Astrofísica de Canarias,Q3811001A,0,"Punto encuentro de comunidad astronómica internacional, instituto de investigación y desarrollo tecnológico y centro de formación de investigadores...",Público,Estimativo,  - ,RESOLUCION de 25/02/2014 (BOE 17/03/2014), 17/03/2014, ,"Calle Vía Lactea, s/n ",La Laguna,38205,Tenerife,922605200,922605210,www.iac.es,secad@iac.es
