version,codigo_ente,nombre,fuente_alta,inf_fuente_alta,fuente_baja,inf_fuente_baja,alta_desde,baja_desde
2019/01 situacion a  01/01/2019,05-00-000-B-P-018,"Canarias Congress Bureau, Maspalomas Gran Canaria, S.A.",ESCRITURA,de constitución nº 2154 de 30/12/1993,,,09/04/1994,
2019/01 situacion a  01/01/2019,05-00-000-B-P-034,"Radio Pública de Canarias, S.A.U.",ESCRITURA,de constitución nº 2517 de 19/07/2007,,,07/08/2007,
2019/01 situacion a  01/01/2019,05-00-000-B-W-001,Universidad de La Laguna,REAL DECRETO,"2802/1986, 12-12 BOE nº 47 de 24/12/1987",,,01/01/1987,
2019/01 situacion a  01/01/2019,05-00-000-B-V-009,Agencia Canaria Eval. Calidad y Acreditación Universitaría,LEY,"2/2002, 27-3. BOC 45, 08/04/2002",LEY,"4/2012, 25-06. BOC nº 124 de 26/06/2012",09/04/2002,30/06/2012
2019/01 situacion a  01/01/2019,05-00-000-B-V-009,Agencia Canaria de Calidad Universitaria y Eval. Educativa,LEY,"4/2012, 25-06. BOC nº 124 de 26/06/2012",,,01/07/2012,
2019/01 situacion a  01/01/2019,05-00-000-B-U-007,Agencia Tributaria Canaria,LEY,"7/2014, 30-07 BOC nº 152 de 07/08/2014",,,08/08/2014,
2019/01 situacion a  01/01/2019,05-00-000-B-P-004,"Gestión Urbanística de Santa Cruz de Tenerife, S.A. (GESTUR-TENERIFE)",REAL DECRETO,"810/1985, 30-4 BOE nº 132 de 03/06/1985",,,03/06/1985,
2019/01 situacion a  01/01/2019,05-00-000-B-V-010,Servicio Canario de Empleo,LEY,"12/2003, 4-4. BOC nº 80 de 28/04/2003",,,29/04/2003,
2019/01 situacion a  01/01/2019,05-00-000-F-P-030,Proyecto Monumental Montaña de Tindaya S.A. (PMMT),ESCRITURA,nº 652 de 10/03/1997,ESCRITURA,de disolución (RM 31/03/2017),10/03/1997,30/03/2017
2019/01 situacion a  01/01/2019,05-00-000-F-P-030,"Proyecto Monumental Montaña de Tindaya, S.A., en liquidación (PMMT)",ESCRITURA,de disolución (RM 31/03/2017),,,31/03/2017,
2019/01 situacion a  01/01/2019,05-00-015-H-H-000,Fundación Canaria de Investigación Sanitaria (FUNCANIS),ESCRITURA,de fusión nº 920 de 04/08/2014,,,27/10/2014,
2019/01 situacion a  01/01/2019,05-35-002-H-H-000,Fundación Maspalomas,ESCRITURA,de const. nº 790 de 02/03/1994 (Res.1258 05/07/94),,,05/07/1994,
2019/01 situacion a  01/01/2019,05-00-000-B-P-025,"S. para el Desarrollo Industrial de Canarias, S.A. (SODICAN)",OTROS,Poliza de compraventa de acciones de 26/04/1996,ESCRITURA,nº 3210 de 15/10/1996,26/04/1996,27/10/1996
2019/01 situacion a  01/01/2019,05-00-000-B-P-025,"S. para el Desarrollo Económico de Canarias, S.A. (SODECAN)",ESCRITURA,nº 3210 de 15/10/1996,ESCRITURA,nº 1221 de 22/07/2015,28/10/1996,27/08/2015
2019/01 situacion a  01/01/2019,05-00-000-B-P-025,"Sociedad para el Desarrollo Económico de Canarias, S.A.U. (SODECAN)",ESCRITURA,nº 1221 de 22/07/2015,,,28/08/2015,
2019/01 situacion a  01/01/2019,05-00-004-C-C-000,Consorcio de la Zona Franca de Santa Cruz de Tenerife,ORDEN,EHA/93/2006 de 18/01 (B.O.E. de 28/01/2006),,,29/01/2006,
2019/01 situacion a  01/01/2019,05-00-000-B-I-001,Puertos Canarios,LEY,"14/2003, 8-4 BOC nº 85 de 06/05/2003",,,05/06/2003,
2019/01 situacion a  01/01/2019,05-00-000-B-V-002,Instituto Canario de Estadística (ISTAC),LEY,"1/1991, 28-1. BOC 18, 11/02/1991",,,12/02/1991,
2019/01 situacion a  01/01/2019,05-00-000-B-P-015,"Instituto Tecnológico de canarias, S.A. (ITC)",ESCRITURA,de constitución nº 2782 de 28/08/1992,ESCRITURA,nº 107 de 17/01/2001,09/12/1992,16/11/2001
2019/01 situacion a  01/01/2019,05-00-000-B-P-015,"Instituto Tecnológico de Canarias, S.A.U. (ITC)",ESCRITURA,nº 107 de 17/01/2001,,,17/11/2001,
2019/01 situacion a  01/01/2019,05-00-000-B-P-019,"Canarias Congress Bureau, Tenerife Sur, S.A.",ESCRITURA,de constitución nº 2153 de 30/12/1993,,,10/03/1994,
2019/01 situacion a  01/01/2019,05-00-000-B-P-014,"Planeamientos Insulares de Canarias, S.A.",ESCRITURA,de constitución nº 3022 de 19/11/1991,ESCRITURA,nº 2487 de 02/09/1992,09/01/1992,16/03/1993
2019/01 situacion a  01/01/2019,05-00-000-B-P-014,"Gestión y Planeamientos de Canarias, S.A. (GESPLAN)",ESCRITURA,nº 2487 de 02/09/1992,ESCRITURA,nº 1206 de 12/04/1999,17/03/1993,04/05/1999
2019/01 situacion a  01/01/2019,05-00-000-B-P-014,"Gest. y Planeamiento Territ. y Medioambiental, S.A.(GESPLAN)",ESCRITURA,nº 1206 de 12/04/1999,ESCRITURA,de declaración de unipersonalidad (RM 03/06/1999),05/05/1999,02/06/1999
2019/01 situacion a  01/01/2019,05-00-000-B-P-014,"Gestión y Planeamiento Territorial y Medioambiental, S.A.U. (GESPLAN)",ESCRITURA,de declaración de unipersonalidad (RM 03/06/1999),,,03/06/1999,
2019/01 situacion a  01/01/2019,05-00-000-H-H-006,Fundación Canaria de la Academia Canaria de la Lengua,ESCRITURA,de constitución nº 3984 de 21/12/1999,,,21/12/1999,
2019/01 situacion a  01/01/2019,05-00-000-B-V-001,Instituto Canario de Administración Pública,LEY,"2/1987, 30-3. BOC nº 40 de 03/04/1987",,,04/04/1987,
2019/01 situacion a  01/01/2019,05-00-000-B-P-028,"Televisión Pública de Canarias, S.A.U. (TVPC)",ESCRITURA,de constitución nº 568 de 12/03/1998,,,31/03/1998,
2019/01 situacion a  01/01/2019,05-00-000-B-U-001,Consejo Económico y Social,LEY,"1/1992, 27-4. BOC nº 55 de 01/05/1992",,,02/05/1992,
2019/01 situacion a  01/01/2019,05-00-000-B-P-039,"Sociedad de Garantías y Avales de Canarias, S.G.R.",ESCRITURA,nº 319 de 25/02/2015,,,07/04/2015,
2019/01 situacion a  01/01/2019,05-00-000-B-U-002,Escuela Servicios Sanitarios y Sociales de Canarias (ESSSCAN),LEY,"1/1993, 26-3. BOC nº 41 de 02/04/1993",,,03/04/1993,
2019/01 situacion a  01/01/2019,05-00-000-B-V-005,Instituto Canario de Investigaciones Agrarias (ICIA),LEY,"4/1995, 27-3. BOC 40, 03/04/1995",,,04/04/1995,
2019/01 situacion a  01/01/2019,50 -00-003-C-C-000,01-00-000-B-B-000,Comunidad Autónoma de Andalucía,"10,00","10,00",OTROS,Convenio de Colaboración 26/06/2000 BOE 16/03/2001,26/06/2000
2019/01 situacion a  01/01/2019,50 -00-003-C-C-000,02-00-000-B-B-000,Comunidad Autónoma de Aragón,"6,67","6,67",OTROS,Convenio de Colaboración 26/06/2000 BOE 16/03/2001,26/06/2000
2019/01 situacion a  01/01/2019,50 -00-003-C-C-000,03-00-000-B-B-000,Comunidad Autónoma del Principado de Asturias,"3,34","3,34",OTROS,Convenio de Colaboración 26/06/2000 BOE 16/03/2001,26/06/2000
2019/01 situacion a  01/01/2019,50 -00-003-C-C-000,04-00-000-B-B-000,Comunidad Autónoma de Las Illes Balears,"3,34","3,34",OTROS,Convenio de Colaboración 26/06/2000 BOE 16/03/2001,26/06/2000
2019/01 situacion a  01/01/2019,50 -00-003-C-C-000,05-00-000-B-B-000,Comunidad Autónoma de Canarias,"3,33","3,33",OTROS,Provisional,19/12/2006
2019/01 situacion a  01/01/2019,50 -00-003-C-C-000,06-00-000-B-B-000,Comunidad Autónoma de Cantabria,"3,33","3,33",OTROS,Convenio de Colaboración 26/06/2000 BOE 16/03/2001,26/06/2000
2019/01 situacion a  01/01/2019,50 -00-003-C-C-000,07-00-000-B-B-000,Comunidad Autónoma de Castilla y León,"10,00","10,00",OTROS,Convenio de Colaboración 26/06/2000 BOE 16/03/2001,26/06/2000
2019/01 situacion a  01/01/2019,50 -00-003-C-C-000,08-00-000-B-B-000,Comunidad Autónoma de Castilla-La Mancha,"6,67","6,67",OTROS,Convenio de Colaboración 26/06/2000 BOE 16/03/2001,26/06/2000
2019/01 situacion a  01/01/2019,50 -00-003-C-C-000,09-00-000-B-B-000,Comunidad Autónoma de Cataluña,"10,00","10,00",OTROS,Convenio de Colaboración 26/06/2000 BOE 16/03/2001,26/06/2000
2019/01 situacion a  01/01/2019,50 -00-003-C-C-000,10-00-000-B-B-000,Comunidad Autónoma de Extremadura,"3,33","3,33",OTROS,Convenio de Colaboración 26/06/2000 BOE 16/03/2001,26/06/2000
2019/01 situacion a  01/01/2019,50 -00-003-C-C-000,11-00-000-B-B-000,Comunidad Autónoma de Galicia,"3,33","3,33",OTROS,Convenio de Colaboración 26/06/2000 BOE 16/03/2001,26/06/2000
2019/01 situacion a  01/01/2019,50 -00-003-C-C-000,12-00-000-B-B-000,Comunidad Autónoma de Madrid,"6,67","6,67",OTROS,Convenio de Colaboración 26/06/2000 BOE 16/03/2001,26/06/2000
2019/01 situacion a  01/01/2019,50 -00-003-C-C-000,13-00-000-B-B-000,Comunidad Autónoma de la Región de Murcia,"3,33","3,33",OTROS,Convenio de Colaboración 26/06/2000 BOE 16/03/2001,26/06/2000
2019/01 situacion a  01/01/2019,50 -00-003-C-C-000,14-00-000-B-B-000,Comunidad Foral de Navarra,"3,33","3,33",OTROS,Convenio de Colaboración 26/06/2000 BOE 16/03/2001,26/06/2000
2019/01 situacion a  01/01/2019,50 -00-003-C-C-000,15-00-000-B-B-000,Comunidad Autónoma del País Vasco,"10,00","10,00",OTROS,Convenio de Colaboración 26/06/2000 BOE 16/03/2001,26/06/2000
2019/01 situacion a  01/01/2019,50 -00-003-C-C-000,16-00-000-B-B-000,Comunidad Autónoma de La Rioja,"3,33","3,33",OTROS,Convenio de Colaboración 26/06/2000 BOE 16/03/2001,26/06/2000
2019/01 situacion a  01/01/2019,50 -00-003-C-C-000,17-00-000-B-B-000,Comunidad Autónoma Valenciana,"6,67","6,67",OTROS,Convenio de Colaboración 26/06/2000 BOE 16/03/2001,26/06/2000
2019/01 situacion a  01/01/2019,50 -00-003-C-C-000,19-00-000-Z-Z-000,Ciudad de Melilla,"3,33","3,33",OTROS,Convenio de Colaboración 26/06/2000 BOE 16/03/2001,26/06/2000
2019/01 situacion a  01/01/2019,05-00-009-H-H-000,Fundación Universitaria de Las Palmas,ORDEN,de 20/12/1983 inscripción en el Registro,,,20/12/1983,
2019/01 situacion a  01/01/2019,05-38-011-C-C-000,Consorcio El Rincón (LA OROTAVA),CONVENIO,del convenio de 11/06/1999,,,11/06/1999,
2019/01 situacion a  01/01/2019,05-00-000-B-L-001,Instituto Canario de Hemodonación y Hemoterapia,LEY,"11/1986, 11-12. BOC nº 152, 19/12/1986",,,19/12/1986,
2019/01 situacion a  01/01/2019,05-35-005-H-H-000,Fundación Sagrada Familia,ESCRITURA,const. 11/04/95 Res. 02/05/1995. BOC nº68 31/05/95,,,02/05/1995,
2019/01 situacion a  01/01/2019,05-00-018-H-H-000,Fundación Canaria Reserva Mundial de la Biosfera La Palma,ESCRITURA,de const. nº 2213 de 29/12/2016,,,29/12/2016,
2019/01 situacion a  01/01/2019,05-00-000-B-W-002,Universidad de Las Palmas de Gran Canaria,REAL DECRETO,"2802/1986, 12-12 BOE nº 47 de 24/12/1987",,,01/01/1987,
2019/01 situacion a  01/01/2019,05-35-006-H-H-000,Fundación ECCA,ESCRITURA,nº 578 de 15/02/1986 de creación de la fundación,ESCRITURA,nº 1271 de 13/04/1999 de protocolización estatutos,15/04/1986,13/04/1999
2019/01 situacion a  01/01/2019,05-35-006-H-H-000,"Radio ECCA, Fundación Canaria",ESCRITURA,nº 1271 de 13/04/1999 de protocolización estatutos,,,14/04/1999,
2019/01 situacion a  01/01/2019,05-00-000-B-P-037,"RIC ULPGC, S.A.U.",ESCRITURA,de constitución nº 1700 de 07/06/2004,ESCRITURA,nº 303 de 13/02/2007,24/12/2004,21/02/2007
2019/01 situacion a  01/01/2019,05-00-000-B-P-037,"RIC ULPGC, S.A.",ESCRITURA,nº 303 de 13/02/2007,ESCRITURA,nº 3177 de 10/10/2012,22/02/2007,05/02/2013
2019/01 situacion a  01/01/2019,05-00-000-B-P-037,"RIC ULPGC, S.A.U.",ESCRITURA,nº 3177 de 10/10/2012,,,06/02/2013,
2019/01 situacion a  01/01/2019,05-00-016-H-H-000,Patronato del Centro Asociado de la UNED de Lanzarote,ESCRITURA,de const. nº 1035 de 04/04/1990,,,04/04/1990,
2019/01 situacion a  01/01/2019,05-00-000-B-P-005,"Festival de Música de Canarias, S.A.",ESCRITURA,de constitución nº 3355 de 11/10/1984,ESCRITURA,nº 128 de 16/01/1987,11/10/1984,04/10/1987
2019/01 situacion a  01/01/2019,05-00-000-B-P-005,"Soc. Canaria Artes Escénicas y de la Música, S.A. (SOCAEM)",ESCRITURA,nº 128 de 16/01/1987,ESCRITURA,declaración de unipersonalidad (RM 17/05/2001),05/10/1987,16/05/2001
2019/01 situacion a  01/01/2019,05-00-000-B-P-005,"Soc. Canaria de las Artes Escénicas y Música, S.A.U.(SOCAEM)",ESCRITURA,declaración de unipersonalidad (RM 17/05/2001),ESCRITURA,nº 27 de 19/01/2005,17/05/2001,06/04/2005
2019/01 situacion a  01/01/2019,05-00-000-B-P-005,"Canarias Cultura en Red, S.A.U.",ESCRITURA,nº 27 de 19/01/2005,,,07/04/2005,
2019/01 situacion a  01/01/2019,05-00-000-H-H-003,Fundación Canaria de Juventud IDEO,ESCRITURA,de constitución nº 816 de 06/04/2001,,,06/04/2001,
2019/01 situacion a  01/01/2019,05-00-008-H-H-000,Fundación Empresa-Universidad de La Laguna,ESCRITURA,de constitución nº 1972 de 22/09/1987,ESCRITURA,nº 1196 de 27/07/2012,22/09/1987,26/07/2012
2019/01 situacion a  01/01/2019,05-00-008-H-H-000,Fundación Canaria General de la Universidad de La Laguna,ESCRITURA,nº 1196 de 27/07/2012,,,27/07/2012,
2019/01 situacion a  01/01/2019,05-00-000-B-P-010,"Cartográfica de Canarias, S.A. (GRAFCAN)",ESCRITURA,de constitución nº 4218 de 29/12/1989,,,15/03/1990,
2019/01 situacion a  01/01/2019,05-00-006-C-C-000,Consorcio Público Instituto de Astrofísica de Canarias,RESOLUCION,de 25/02/2014 (BOE 17/03/2014),,,17/03/2014,
2019/01 situacion a  01/01/2019,05-00-000-B-V-012,Instituto Canario de Calidad Agroalimentaria,LEY,"1/2005, 22/04. BOC 83, 28/04/2005",,,29/04/2005,
2019/01 situacion a  01/01/2019,05-00-000-B-P-011,"Hoteles Escuela de Canarias, S.A.U. (HECANSA)",ESCRITURA,de constitución nº 5550 de 28/12/1989,,,20/03/1990,
2019/01 situacion a  01/01/2019,05-00-000-B-V-008,Servicio Canario de la Salud,LEY,"11/1994, 26-7. BOC 96, 05/08/1994",,,25/08/1994,
2019/01 situacion a  01/01/2019,05-00-002-H-H-000,Fundación Canaria para la Acción Exterior (FUCAEX),ESCRITURA,de constitución nº 1597 de 15/10/08,,,15/10/2008,
2019/01 situacion a  01/01/2019,05-00-000-B-V-007,Agencia Protección Medio Urbano y Natural,LEY,"9/1999, 13-5. BOC nº 61 de 14/05/1999",LEY,"4/2017, 13-07 (BOC nº 138 de 19/07/2017)",15/05/1999,31/08/2017
2019/01 situacion a  01/01/2019,05-00-000-B-V-007,Agencia Canaria de Protección del Medio Natural,LEY,"4/2017, 13-07 (BOC nº 138 de 19/07/2017)",,,01/09/2017,
2019/01 situacion a  01/01/2019,05-00-013-H-H-000,Fundación Observatorio Ambiental del Puerto de Granadilla,ESCRITURA,nº 1086 de 01/04/2008 BOE nº 53 de 03/03/2009,,,14/10/2008,
2019/01 situacion a  01/01/2019,05-00-000-B-U-003,Radiotelevisión Canaria (RTVC),LEY,"8/1984, 11-12. BOC 132, 17/12/1984",,,18/12/1984,
2019/01 situacion a  01/01/2019,05-00-000-B-P-003,"Gestión Urbanística de Las Palmas, S.A. (GESTUR-LAS PALMAS)",REAL DECRETO,"810/1985, 30-4 BOE nº 132 de 03/06/1985",ESCRITURA,de cambio de denominación (R.M.27/10/2004),03/06/1985,26/10/2004
2019/01 situacion a  01/01/2019,05-00-000-B-P-003,"Gestión Urbanística de Las Palmas, S.A, en liquidación (GESTUR-LAS PALMAS)",ESCRITURA,de cambio de denominación (R.M.27/10/2004),,,27/10/2004,
2019/01 situacion a  01/01/2019,05-38-006-H-H-000,Fundación Canaria para el Desarrollo de la Universidad de La Laguna,ESCRITURA,nº 2.231 de 07/07/2010,,,07/07/2010,
2019/01 situacion a  01/01/2019,05-00-000-B-V-011,Instituto Canario de la Vivienda,LEY,"2/2003, 30 enero (BOC nº 27 de 10/02/2003)",,,10/03/2003,
2019/01 situacion a  01/01/2019,05-00-000-H-H-005,Fundación Canaria Museo de la Ciencia y la Tecnología de las Palmas de Gran Canaria (Museo Elder),ESCRITURA,de constitución nº 3766BIS de 01/12/1997,,,01/12/1997,
2019/01 situacion a  01/01/2019,50 -00-000-B-P-001,00-00-000-F-F-000,Privado (Heligrafics Fotogrametría S.L.),"42,50","42,50",ESCRITURA,nº 4101 de 28-12-2009,28/12/2009
2019/01 situacion a  01/01/2019,50 -00-000-B-P-001,05-00-000-B-P-010,"Cartográfica de Canarias, S.A. (GRAFCAN)","15,00","15,00",ESCRITURA,de constitución nº 290 de 22/02/2002,24/04/2002
2019/01 situacion a  01/01/2019,50 -00-000-B-P-001,14-00-000-B-P-008,"Trabajos Catastrales, S.A. (TRACASA)","42,50","42,50",ESCRITURA,de constitución nº 290 de 22/02/2002,24/04/2002
2019/01 situacion a  01/01/2019,05-00-000-H-H-008,Fundación Canaria Centro Canario del Agua,ESCRITURA,de constitución nº 3738 de 14/12/1988,,,14/12/1988,
2019/01 situacion a  01/01/2019,05-00-006-H-H-000,Fundación Parque Científico y Tecnológico de la Universidad de Las Palmas de Gran Canaria (FPCT),ESCRITURA,de constitución nº 2124 de 16/06/2008,,,16/06/2008,
2019/01 situacion a  01/01/2019,05-00-002-C-C-000,"Consorcio para el diseño, construcción, equipamiento y explotación de la Plataforma Oceánica de Canarias (PLOCAN)",CONVENIO,de 10/12/2007 BOE nº 83 de 05/04/2008,,,10/12/2007,
2019/01 situacion a  01/01/2019,05-00-000-H-H-001,Fundación Canaria para el Fomento del Trabajo (FUNCATRA),ESCRITURA,de constitución nº 3811 de 31/12/1998,,,31/12/1998,
2019/01 situacion a  01/01/2019,05-00-000-B-P-013,"Sociedad Canaria de Fomento Económico, S.A. (SOFESA)",ESCRITURA,de constitución nº 3023 de 19/11/1991,ESCRITURA,de declaración de unipersonalidad (RM 13/11/2003),06/02/1992,12/11/2003
2019/01 situacion a  01/01/2019,05-00-000-B-P-013,"Sociedad Canaria de Fomento Económico, S.A.U. (SOFESA)",ESCRITURA,de declaración de unipersonalidad (RM 13/11/2003),ESCRITURA,Provisional,13/11/2003,27/05/2009
2019/01 situacion a  01/01/2019,05-00-000-B-P-013,"Sociedad Canaria de Fomento Económico, S.A.U. (PROEXCA)",ESCRITURA,Provisional,,,28/05/2009,
2019/01 situacion a  01/01/2019,05-00-000-B-P-036,"TIC ULPGC, S.L.U.",ESCRITURA,de constitución nº 1557 de 29/09/2005,,,02/12/2005,
2019/01 situacion a  01/01/2019,05-00-014-H-H-000,Fundación Canaria Lucio de Las Casas,ESCRITURA,de constitución nº 166 de 29/02/2000,,,20/03/2003,
2019/01 situacion a  01/01/2019,05-00-000-B-P-008,"S. A. de Promoción del Turismo, Naturaleza y Ocio (SATURNO)",ESCRITURA,de constitución nº 3856 de 28/12/1989,ESCRITURA,de declaración de unipersonalidad (RM 01/03/2001),27/12/1990,28/02/2001
2019/01 situacion a  01/01/2019,05-00-000-B-P-008,"S.A.U. de Promoción del Turismo, Naturaleza y Ocio (SATURNO)",ESCRITURA,de declaración de unipersonalidad (RM 01/03/2001),,,01/03/2001,
2019/01 situacion a  01/01/2019,05-00-005-H-H-000,Fundación Canaria Orotava Historia de la Ciencia,ESCRITURA,de constitución,,,02/02/1999,
2019/01 situacion a  01/01/2019,05-00-000-B-P-021,"Urgencias Sanitarias Canarias 061, S.A.",ESCRITURA,"de constitución nº 4063 de 21/10/1994, Dec.191/94",ESCRITURA,"nº 548, de 19/02/1997",05/11/1994,24/06/1997
2019/01 situacion a  01/01/2019,05-00-000-B-P-021,"Gestión Sanitaria de Canarias, S.A.",ESCRITURA,nº 548 de 19/02/1997,ESCRITURA,nº4389 de 30/11/1998,25/06/1997,07/02/1999
2019/01 situacion a  01/01/2019,05-00-000-B-P-021,"Gestión Sanitaria de Canarias, S.A.U.",ESCRITURA,nº 4389 de 30/11/1998,ESCRITURA,nº 3570 de 18/07/2000,08/02/1999,30/10/2000
2019/01 situacion a  01/01/2019,05-00-000-B-P-021,"Gestión de Servicios para la Salud y Seguridad en Canarias, S.A. (GSC)",ESCRITURA,nº 3570 de 18/07/2000,,,31/10/2000,
2019/01 situacion a  01/01/2019,05-00-000-X-P-007,"Gran Telescopio de Canarias, S.A. (GRANTECAN, S.A.)",ESCRITURA,nº 1557 de 11/05/1994,,,18/07/1994,
2019/01 situacion a  01/01/2019,05-00-000-B-V-004,Instituto Canario de la Mujer,LEY,"1/1994, 13-1. BOC 10, 24/01/1994",LEY,1/2010 de 26-02 BOC nº 45 de 05/03/2010,25/01/1994,05/03/2010
2019/01 situacion a  01/01/2019,05-00-000-B-V-004,Instituto Canario de Igualdad,LEY,1/2010 de 26-02 BOC nº 45 de 05/03/2010,,,06/03/2010,
2019/01 situacion a  01/01/2019,07-09-003-H-H-000,Fundación Instituto Castellano y Leonés de la Lengua,ESCRITURA,"Constitución Nº295, de 07/04/2000.Orden 06/03/2002",,,06/03/2002,
2019/01 situacion a  01/01/2019,07-00-000-H-H-009,Fundación del Servicio Regional de Relaciones Laborales,ESCRITURA,de const. nº 3781 de 22/12/1997 (Orden 26/02/1998),,,26/02/1998,
2019/01 situacion a  01/01/2019,07-00-000-B-P-031,"Escuelas de Lengua española de la Universidad de Salamanca, S.L.",ESCRITURA,"nº 909, de 18/06/2013, de constitución.",,,04/11/2013,
2019/01 situacion a  01/01/2019,07-00-000-B-W-003,Universidad de Salamanca,REAL DECRETO,"R.D. 907/1995, de 2 de Junio (BOE 1-08-1995)",,,01/10/1995,
2019/01 situacion a  01/01/2019,07-24-006-N-N-000,Asociación de investigación INBIOTEC- Instituto de Biotecnología de LE,ESCRITURA,"de constitución nº 672, de 11/03/1991",,,11/03/1991,
2019/01 situacion a  01/01/2019,07-00-000-H-H-003,Fundación General de la Universidad de León,ESCRITURA,"de Constitución Nº1688,de11/04/1997",ESCRITURA,"de fusion por absorción nº422, de 25/02/2003",19/04/1997,19/05/2003
2019/01 situacion a  01/01/2019,07-00-000-H-H-003,Fundación General de la Universidad de León y de la empresa,ESCRITURA,"de fusión por absorción nº 422, de 25/02/2003",,,20/05/2003,
2019/01 situacion a  01/01/2019,07-00-000-H-H-011,Fundación de Investigación del Cáncer de la Universidad de Salamanca,ESCRITURA,de const. nº 252 de 05/02/1998 (Orden 14/07/1998),,,14/07/1998,
2019/01 situacion a  01/01/2019,07-40-005-C-C-000,C. Museo Arte Contemporáneo Esteban Vicente,ACUERDO,Constitutivo de 22/12/1997,,,22/12/1997,
2019/01 situacion a  01/01/2019,07-37-012-C-C-000,C. Centro de Láseres Pulsados Ultracortos Ultraintensos,CONVENIO,de 14/12/2007 (BOCYL nº 183 de 22/09/2008),,,14/12/2007,
2019/01 situacion a  01/01/2019,50 -00-000-X-P-004,01-00-000-B-W-003,Universidad de Córdoba,"11,36","11,36",OTROS,Contrato compra-venta acciones de 17/07/2008,17/07/2008
2019/01 situacion a  01/01/2019,50 -00-000-X-P-004,02-00-000-B-W-001,Universidad de Zaragoza,"14,11","14,11",ESCRITURA,nº 3064 de 18/09/1996,19/02/1997
2019/01 situacion a  01/01/2019,50 -00-000-X-P-004,07-00-000-B-W-001,Universidad de Burgos,"1,02","1,02",ESCRITURA,Ampliación de capital,29/03/2016
