version,codigo_ente,codigo,componente,porcentaje_participacion,porcentaje_voto,fuente_alta,inf_fuente_alta,alta_desde
2016/02 situacion a  01/07/2016,09-00-000-X-P-064,09-00-000-B-W-005,Universitat Politècnica de Catalunya,"0,08","0,08",ESCRITURA,07/10/2003,07/10/2003
2016/02 situacion a  01/07/2016,09-00-000-X-P-064,09-08-033-M-M-000,Mc. M. Área Metropolitana de Barcelona,"0,27","0,27",ESCRITURA,29/11/1988,29/11/1988
2016/02 situacion a  01/07/2016,09-00-000-X-P-064,09-08-205-A-A-000,Sant Cugat del Vallès,"0,02","0,02",ESCRITURA,nº 168 de 12/02/1990 (RM 24/04/1990),24/04/1990
2016/02 situacion a  01/07/2016,09-00-000-X-P-064,09-08-266-A-A-000,Cerdanyola del Vallès,"0,08","0,08",ESCRITURA,28/10/1987,28/10/1987
2016/02 situacion a  01/07/2016,09-00-000-X-P-064,09-08-279-A-A-000,Terrassa,"0,03","0,03",ESCRITURA,28/10/1987,28/10/1987
2016/02 situacion a  01/07/2016,09-00-000-X-P-073,00-00-000-E-E-001,Otras entidades de caracter local (Mc. de Municipis de l'Àrea Metropolitana Barcelona),"6,73","6,73",ESCRITURA,nº 2900 de 17/07/2001 (RM 15/09/2001),15/09/2001
2016/02 situacion a  01/07/2016,09-00-000-X-P-073,00-00-000-F-F-000,"Privado (Cambre Of. Comerç, Indústria i Navegació de BCN)","9,67","9,67",ESCRITURA,nº 2900 de 17/07/2001 (RM 15/09/2001),15/09/2001
2016/02 situacion a  01/07/2016,09-00-000-X-P-073,09-00-000-B-B-000,Comunidad Autónoma de Cataluña,"48,12","48,12",ESCRITURA,nº 1978 de 26/04/2007 (RM 08/06/2007),08/06/2007
2016/02 situacion a  01/07/2016,09-00-000-X-P-073,09-08-000-D-D-000,Diputación Prov. de Barcelona,"7,30","7,30",ESCRITURA,nº 1978 de 26/04/2007 (RM 08/06/2007),08/06/2007
2016/02 situacion a  01/07/2016,09-00-000-X-P-073,09-08-019-A-A-000,Barcelona,"22,30","22,30",ESCRITURA,nº 2900 de 17/07/2001 (RM 15/09/2001),15/09/2001
2016/02 situacion a  01/07/2016,09-00-000-X-P-073,09-08-101-A-A-000,Hospitalet de Llobregat (L'),"5,88","5,88",ESCRITURA,nº 2900 de 17/07/2001 (RM 15/09/2001),15/09/2001
2016/02 situacion a  01/07/2016,09-00-000-X-P-080,09-00-000-X-P-076,CSC Consultoría i Gestió S.A.,"100,00","100,00",ESCRITURA,nº1367 de 26/05/2000 (RM 27/06/2000),27/06/2000
2016/02 situacion a  01/07/2016,09-00-000-X-P-074,00-00-000-F-F-000,"Privado (Lab.Ref.Camp.Tarragona i Terres.;H.St Celoni,FP)","1,45","1,45",ESCRITURA,nº1837 de 30/07/2010 i nº2040 de 24/07/2012,30/07/2010
2016/02 situacion a  01/07/2016,09-00-000-X-P-074,09-00-000-X-P-077,Consorci de Salut i d'Atenció Social de Catalunya S.A.,"48,55","48,55",ESCRITURA,nº4677 de 23/11/1995 (RM 13/12/1995),13/12/1995
2016/02 situacion a  01/07/2016,09-00-000-X-P-074,09-00-024-C-C-000,C. Mar Parc de Salut de Barcelona,"48,50","48,50",ESCRITURA,nº1837 de 30/07/2010,30/07/2010
2016/02 situacion a  01/07/2016,09-00-000-X-P-074,09-08-094-C-C-000,C. Sanitari del Maresme,"1,00","1,00",ESCRITURA,nº1159 de 08/05/2014,08/05/2014
2016/02 situacion a  01/07/2016,09-00-000-X-P-074,09-08-127-C-C-000,C. Corporació de Salut del Maresme i la Selva,"0,50","0,50",ESCRITURA,nº921 de 15/04/2014,15/04/2014
2016/02 situacion a  01/07/2016,09-08-001-X-P-001,09-08-095-C-C-000,"C.Organitzador Fórum Universal Cultures de Barcelona 2004, en liquidaciò","100,00","100,00",PROVISIONAL,RM 29/06/1999,29/06/1999
2016/02 situacion a  01/07/2016,09-00-000-X-P-081,09-00-061-H-H-000,Fundació Barcelona Mobile World Capital Foundation,"100,00","100,00",ESCRITURA,nº487 de 17/02/2015 (RM 06/03/2015),06/03/2015
2016/02 situacion a  01/07/2016,  09-00-000-X-P-075,09-00-058-C-C-000,Consorci de Salut i d'Atenció Social de Catalunya (CSC),"100,00","100,00",OTROS,Proovisional,13/12/2001
2016/02 situacion a  01/07/2016,09-00-000-X-P-079,09-00-058-C-C-000,Consorci de Salut i d'Atenció Social de Catalunya (CSC),"100,00","100,00",ESCRITURA,nº2809 de 30/07/1998 (RM 18/11/1998),18/11/1998
2016/02 situacion a  01/07/2016,09-00-000-X-P-077,00-00-000-E-E-001,Otras entidades de caracter local,"23,80","23,80",ESCRITURA,de constitución,14/01/1992
2016/02 situacion a  01/07/2016,09-00-000-X-P-077,09-00-002-C-C-000,Consorci Hospitalari de Vic,"2,19","2,19",ESCRITURA,de constitución,14/01/1992
2016/02 situacion a  01/07/2016,09-00-000-X-P-077,09-00-058-C-C-000,Consorci de Salut i d'Atenció Social de Catalunya (CSC),"51,24","51,24",ESCRITURA,de constitución,14/01/1992
2016/02 situacion a  01/07/2016,09-00-000-X-P-077,09-00-069-C-C-000,Hospital Clínic de Barcelona (HCB),"4,27","4,27",CONVENIO,regulador de la constitución del 22/07/2015,22/07/2015
2016/02 situacion a  01/07/2016,09-00-000-X-P-077,09-08-051-C-C-000,Consorci Sanitari de Terrassa,"4,27","4,27",ESCRITURA,de constitución,14/01/1992
2016/02 situacion a  01/07/2016,09-00-000-X-P-077,09-08-060-C-C-000,C. Sanitari de l'Alt Penedès,"1,42","1,42",ESCRITURA,de constitución,04/01/1995
2016/02 situacion a  01/07/2016,09-00-000-X-P-077,09-08-094-C-C-000,C. Sanitari del Maresme,"4,27","4,27",ESCRITURA,de constitución,08/07/1998
2016/02 situacion a  01/07/2016,09-00-000-X-P-077,09-08-127-C-C-000,C. Corporació de Salut del Maresme i la Selva,"4,27","4,27",ESCRITURA,de constitución,24/07/2001
2016/02 situacion a  01/07/2016,09-00-000-X-P-077,09-08-165-C-C-000,Consorci Sanitari Integral,"4,27","4,27",ESCRITURA,de constitución,14/01/1992
2016/02 situacion a  01/07/2016,06-00-000-X-P-011,00-00-000-S-S-000,"Estado (INFOINVEST, S.A.)","48,00","48,00",ESCRITURA,de constitución nº 1594 de 13/04/2000,12/06/2000
2016/02 situacion a  01/07/2016,06-00-000-X-P-011,06-00-000-B-B-000,Comunidad Autónoma de Cantabria,"48,00","48,00",ESCRITURA,de constitución nº 1594 de 13/04/2000,12/06/2000
2016/02 situacion a  01/07/2016,06-00-000-X-P-011,06-39-008-A-A-000,Astillero (El),"4,00","4,00",ESCRITURA,de constitución nº 1594 de 13/04/2000,12/06/2000
2016/02 situacion a  01/07/2016,06-00-000-X-P-004,06-00-000-B-B-000,Comunidad Autónoma de Cantabria,"50,00","50,00",LEY,12/1983 de 14/10. BOE nº 247 de 15/10/1983,15/03/1984
2016/02 situacion a  01/07/2016,06-00-000-X-P-004,06-39-075-A-A-000,Santander,"50,00","50,00",LEY,12/1983 de 14/10. BOE nº 247 de 15/10/1983,15/03/1984
2016/02 situacion a  01/07/2016,06-00-000-X-P-013,06-39-005-H-H-000,Fundación Comillas del Español y la Cultura Hispánica,"100,00","100,00",ESCRITURA,nº 824 de 23/05/2006,17/07/2007
2016/02 situacion a  01/07/2016,06-00-000-B-P-043,06-00-000-B-P-042,"Inversiones Cántabras Empresariales, S.L.U. (ICE)","100,00","100,00",ESCRITURA,de compraventa de particip. nº 266 de 08/03/2012,08/03/2012
2016/02 situacion a  01/07/2016,06-00-000-B-P-042,06-00-000-B-U-007,Instituto de Finanzas de Cantabria (ICAF),"100,00","100,00",ESCRITURA,de compraventa de particip. nº 266 de 08/03/2012,08/03/2012
2016/02 situacion a  01/07/2016,06-00-000-B-P-011,06-00-000-B-B-000,Comunidad Autónoma de Cantabria,"100,00","100,00",ESCRITURA,de constitución nº 1461 de 30/10/1998,07/04/1999
2016/02 situacion a  01/07/2016,06-00-000-B-P-034,06-00-000-B-B-000,Comunidad Autónoma de Cantabria,"80,00","80,00",ESCRITURA,de constitución nº 1851 de 29/12/2008,01/10/2009
2016/02 situacion a  01/07/2016,06-00-000-B-P-034,06-39-075-A-A-000,Santander,"20,00","20,00",ESCRITURA,de constitución nº 1851 de 29/12/2008,01/10/2009
2016/02 situacion a  01/07/2016,06-00-000-B-P-008,00-00-000-F-F-000,Privado,"49,00","49,00",ESCRITURA,nº 378 de 10/03/1998,18/11/1998
2016/02 situacion a  01/07/2016,06-00-000-B-P-008,06-00-000-B-B-000,Comunidad Autónoma de Cantabria,"51,00","51,00",ESCRITURA,nº 378 de 10/03/1998,18/11/1998
2016/02 situacion a  01/07/2016,06-00-000-B-P-027,00-00-000-E-E-001,"Otras entidades de caracter local (Juntas vecinales de Rabago, Labarces y Celis)","0,31","0,31",ESCRITURA,de constitución nº 3120 de 26/08/2005,06/10/2005
2016/02 situacion a  01/07/2016,06-00-000-B-P-027,06-00-000-B-B-000,Comunidad Autónoma de Cantabria,"99,69","99,69",ESCRITURA,de constitución nº 3120 de 26/08/2005,06/10/2005
2016/02 situacion a  01/07/2016,06-00-000-B-P-001,06-00-000-B-B-000,Comunidad Autónoma de Cantabria,"100,00","100,00",LEY ORGANICA,"8/1981, 30-12 (B.O.E. Núm. 9, 11-01-1982)",30/12/1981
2016/02 situacion a  01/07/2016,06-00-000-B-P-041,06-00-000-B-B-000,Comunidad Autónoma de Cantabria,"100,00","100,00",ESCRITURA,de constitución nº 1735 de 16/12/2009,16/12/2010
2016/02 situacion a  01/07/2016,06-00-000-B-P-005,06-00-000-B-B-000,Comunidad Autónoma de Cantabria,"100,00","100,00",ESCRITURA,de constitución nº 765 de 15/04/1991,21/05/1991
2016/02 situacion a  01/07/2016,06-00-000-B-P-010,00-00-000-F-F-000,Privado,"3,58","3,58",ESCRITURA,nº 2532 de 06/07/1999,17/11/1999
2016/02 situacion a  01/07/2016,06-00-000-B-P-010,06-00-000-B-B-000,Comunidad Autónoma de Cantabria,"93,49","93,49",ESCRITURA,nº 2532 de 09/07/1999,17/11/1999
2016/02 situacion a  01/07/2016,06-00-000-B-P-010,06-00-000-B-P-002,"S. para el Desarrollo Regional de Cantabria, S.A. (SODERCAN)","2,93","2,93",ESCRITURA,nº 2532 de 06/07/1999,17/11/1999
2016/02 situacion a  01/07/2016,06-00-000-B-P-007,06-00-000-B-B-000,Comunidad Autónoma de Cantabria,"100,00","100,00",ESCRITURA,de constitución nº 906 de 07/05/1993,14/03/1994
2016/02 situacion a  01/07/2016,06-00-000-B-P-045,06-00-000-B-P-001,"S. Regional Cantabra de Promoción Turística, S.A.U. (CANTUR)","100,00","100,00",ESCRITURA,de escritura nº 1367 de 09/12/2015,22/12/2015
2016/02 situacion a  01/07/2016,06-00-000-B-P-030,06-00-000-B-B-000,Comunidad Autónoma de Cantabria,"99,96","99,96",ESCRITURA,nº 2453 de 16/06/2006,27/07/2006
2016/02 situacion a  01/07/2016,06-00-000-B-P-030,06-00-000-B-P-002,"S. para el Desarrollo Regional de Cantabria, S.A. (SODERCAN)","0,01","0,01",ESCRITURA,de constitución nº 4525 de 20/12/2004,09/05/2005
2016/02 situacion a  01/07/2016,06-00-000-B-P-030,06-00-000-B-P-010,"Suelo Industrial de Cantabria, S.L. (SICAN)","0,01","0,01",ESCRITURA,de constitución nº 4525 de 20/12/2004,09/05/2005
2016/02 situacion a  01/07/2016,06-00-000-B-P-030,06-00-000-B-P-015,"CEP Cantabria, S.L.U.","0,01","0,01",ESCRITURA,de constitución nº 4525 de 20/12/2004,09/05/2005
2016/02 situacion a  01/07/2016,06-00-000-B-P-030,06-00-000-B-W-001,Universidad de Cantabria,"0,01","0,01",ESCRITURA,de constitución nº 4525 de 20/12/2004,09/05/2005
2016/02 situacion a  01/07/2016,06-00-000-B-P-015,06-00-000-B-B-000,Comunidad Autónoma de Cantabria,"100,00","100,00",ESCRITURA,de constitución nº 1080 de 20/07/2004,13/09/2004
2016/02 situacion a  01/07/2016,06-00-000-B-P-037,06-00-000-B-B-000,Comunidad Autónoma de Cantabria,"100,00","100,00",ESCRITURA,de constitución nº 142 de 06/02/2009,18/03/2009
2016/02 situacion a  01/07/2016,06-00-000-B-P-002,00-00-000-F-F-000,Privado,"9,66","9,66",ESCRITURA,de constitución nº 2646 de 15/12/1984,02/02/1985
2016/02 situacion a  01/07/2016,06-00-000-B-P-002,06-00-000-B-B-000,Comunidad Autónoma de Cantabria,"90,34","90,34",ESCRITURA,de constitución nº 2646 de 15/12/1984,02/02/1985
2016/02 situacion a  01/07/2016,06-00-000-B-P-033,06-00-000-B-B-000,Comunidad Autónoma de Cantabria,"100,00","100,00",ESCRITURA,de constitución nº 3323 de 21/11/2007,06/03/2008
