version,codigo_ente,nombre,fuente_alta,inf_fuente_alta,fuente_baja,inf_fuente_baja,alta_desde,baja_desde
2016/02 situacion a  01/07/2016,09-08-160-H-H-000,"Fundació Privada Fira d'Espectacles d'Arrel Tradicional, Mediterrània",ESCRITURA,nº3351 de 22/09/2006 (RF 22/11/2006),,,22/11/2006,
2016/02 situacion a  01/07/2016,09-08-182-H-H-000,Fundació Privada Clínic per a la Recerca Biomèdica,ESCRITURA,nº 1993 de 22/05/1989 (RF 05/03/1990),ESCRITURA,nº1773 de 28/12/2012 (RF 14/03/2014),05/03/1990,13/03/2014
2016/02 situacion a  01/07/2016,09-08-182-H-H-000,Fundació Clínic per a la Recerca Biomèdica,ESCRITURA,nº1773 de 28/12/2012 (RF 14/03/2014),,,14/03/2014,
2016/02 situacion a  01/07/2016,09-08-179-H-H-000,Fundació Privada Institut Català de Farmacologia,ESCRITURA,nº 1334 de 16/06/1998 (RF 22/07/1998),,,22/07/1998,
2016/02 situacion a  01/07/2016,09-08-145-H-H-000,Fundació Catalana per a la Recerca,ESCRITURA,nº 3375 de 22/12/1986 (RF 24/12/1986),ESCRITURA,nº 4039 de 26/11/2004 (RF 21/03/2005),24/12/1986,20/03/2005
2016/02 situacion a  01/07/2016,09-08-145-H-H-000,"Fundació Catalana per a la Recerca i la Innovació, Fundació Privada",ESCRITURA,nº 4039 de 26/11/2004 (RF 21/03/2005),ESCRITURA,nº 175 de 29/01/2010 (RF 14/10/2010),21/03/2005,13/10/2010
2016/02 situacion a  01/07/2016,09-08-145-H-H-000,Fundació Institució Catalana de Suport a la Recerca,ESCRITURA,nº 175 de 29/01/2010 (RF 14/10/2010),ESCRITURA,nº 1131 de 01/08/2012 (RF 11/10/2012),14/10/2010,10/10/2012
2016/02 situacion a  01/07/2016,09-08-145-H-H-000,Fundació Catalana per a la Recerca i la Innovació (FCRI),ESCRITURA,nº 1131 de 01/08/2012 (RF 11/10/2012),,,11/10/2012,
2016/02 situacion a  01/07/2016,09-08-188-H-H-000,"Fundació Markets, Organizations and Votes in Economics",ESCRITURA,nº 318 de 04/02/2014 (RF 23/06/2014),,,23/06/2014,
2016/02 situacion a  01/07/2016,09-00-063-H-H-000,Fundació Centre de Recerca en Economia i Desenvolupament Agroalimentari UPC-IRTA (CREDA),ESCRITURA,nº 5133 de 20/12/2005 (RF 2214-26/06/2006),,,26/06/2005,
2016/02 situacion a  01/07/2016,09-17-051-H-H-000,"Parc Científic i Tecnològic de la Universitat de Girona, Fundació Privada",ESCRITURA,nº5110 de 28/12/2001 (RF 04/11/2002),,,04/11/2002,
2016/02 situacion a  01/07/2016,  09-00-019-H-H-000,Fundació R. Amigó Cuyàs,OTROS,Provisional,,,15/11/1984,
2016/02 situacion a  01/07/2016,09-00-039-H-H-000,Intitut Investigació Sanitària Pere Virgili (IISPV),ESCRITURA,nº1772 de 14/07/2005 (RF 29/05/2006),,,29/05/2006,
2016/02 situacion a  01/07/2016,  09-17-047-H-H-000,Fundación Privada Institut D'Investigació Biomèdica de Girona Dr.Josep Trueta (FPIDIBGI),ESCRITURA,nº411 de 03/02/1995 (RF nº929 de 12/10/1995),ESCRITURA,nº 921 de 07/03/2011(17/06/2011),12/10/1995,16/06/2011
2016/02 situacion a  01/07/2016,  09-17-047-H-H-000,Institut D'Investigació Biomèdica de Girona Doctor Josep Trueta (IDIBGI),ESCRITURA,nº921 de 16/03/2011 (RF 17/06/2011),,,17/06/2011,
2016/02 situacion a  01/07/2016,09-08-172-H-H-000,Fundación Solidaritat UB,ESCRITURA,nº 650 de 13/03/1996 (RF 1022;02/12/1996),,,01/01/1996,
2016/02 situacion a  01/07/2016,09-00-074-H-H-000,Fundació Privada Casa América Catalunya,ESCRITURA,const. nº1677 de 16/06/2006 (RF nº2236 27/07/2006),ESCRITURA,nº1451 de 20/10/2011 (RF 29/11/2011),27/07/2006,28/11/2011
2016/02 situacion a  01/07/2016,09-00-074-H-H-000,Fundació Casa Amèrica Catalunya,ESCRITURA,nº1451 de 20/10/2011 (RF 29/11/2011),,,29/11/2011,
2016/02 situacion a  01/07/2016,09-00-041-H-H-000,Fundació Privada Doctor Pifarré,ESCRITURA,nº 3138 de 15/09/1993 (RF 27/12/1993),ESCRITURA,nº 76 de 13/01/2006,27/12/1993,12/01/2006
2016/02 situacion a  01/07/2016,09-00-041-H-H-000,"Institut de Recerca Biomèdica de Lleida, Fundació Dr. Pifarré (IRBLLEIDA)",ESCRITURA,nº 76 de 13/01/2006,,,13/01/2006,
2016/02 situacion a  01/07/2016,09-00-025-H-H-000,"Fundació Universitat Pompeu Fabra, Fundació Privada",ESCRITURA,nº1288 B de 29/06/2005 (RF 02/10/2007),,,02/10/2007,
2016/02 situacion a  01/07/2016,09-08-147-H-H-000,"Fundació Privada Hospital Bellvitge ""Prínceps d'Espanya"" per la promoció i difusió de la recerca",ESCRITURA,nº5646 de 21/11/1988 (RF 31/10/1989),ESCRITURA,nº1158 de 16/07/1991,31/10/1989,15/07/1991
2016/02 situacion a  01/07/2016,09-08-147-H-H-000,"Fundació August Pi i Sunyer, Fundació Privada de la Ciutat Sanitària de Bellvitge per a la promoció i la difusió de la recerca biomèdica",ESCRITURA,nº1158 de 16/07/1991,ESCRITURA,nº2125 de 17/12/1993 (RF 19/01/1994),16/07/1991,18/01/1994
2016/02 situacion a  01/07/2016,09-08-147-H-H-000,"Fundació August Pi i Sunyer, Fundació Privada de la Ciutat Sanitaria i Universitaria de Bellvitge per a la promoció i la difusió de la recerca biomèd",ESCRITURA,nº2125 de 17/12/1993 (RF 19/01/1994),ESCRITURA,nº3694 de 29/12/2003 (RF 11/06/2004),19/01/1994,10/06/2004
2016/02 situacion a  01/07/2016,09-08-147-H-H-000,Fundació Privada Institut d'Investigació Biomèdica de Bellvitge (IDIBELL),ESCRITURA,nº3694 de 29/12/2003 (RF 11/06/2004),,,11/06/2004,
2016/02 situacion a  01/07/2016,09-17-050-H-H-000,Fundació Privada Girona: Universitat i Futur,ESCRITURA,nº785 de 11/03/1991 (RF 23/10/1991),,,23/10/1991,
2016/02 situacion a  01/07/2016,  09-00-036-H-H-000,Fundació Factor Humà,ESCRITURA,de constitución,,,25/06/1999,
2016/02 situacion a  01/07/2016,09-08-152-H-H-000,Fundació Centre Tecnològic de Telecomunicacions de Catalunya (CTTC),ESCRITURA,nº 1969 de 28/06/2001,,,22/01/2002,
2016/02 situacion a  01/07/2016,  09-08-192-H-H-000,"Althaia, Xarxa Assistencial Universitària de Manresa, Fundació Privada",OTROS,Sectorización IGAE CCAA,,,01/01/2014,
2016/02 situacion a  01/07/2016,09-08-173-H-H-000,Fundación Josep Finestres,ESCRITURA,nº1145 de 10/05/1990 (RF nº599 de 23/03/1992),,,23/03/1992,
2016/02 situacion a  01/07/2016,09-00-034-H-H-000,"CHC Personalia, Fundació Privada",ESCRITURA,nº504 de 05/03/2003 (RF 13/06/2003),ESCRITURA,nº4109 de 28/12/2009 (RF 27/04/2010),13/06/2003,26/04/2010
2016/02 situacion a  01/07/2016,09-00-034-H-H-000,Fundació S21 del Consorci de Salut i d'Atenció social de Catalunya-Fundació S21-,ESCRITURA,nº4109 de 28/12/2009 (RF 27/04/2010),,,27/04/2010,
2016/02 situacion a  01/07/2016,09-17-049-H-H-000,"Fundació Politècnica de Formació i Innovació Tecnològica, Fundació Privada",ESCRITURA,nº2306 de 08/07/1991 (RF 14/09/1992),ESCRITURA,nº3414 de 30/07/1998 (RF 10/08/1998),14/09/1992,09/08/1998
2016/02 situacion a  01/07/2016,09-17-049-H-H-000,Fundació Privada Universitat de Girona: Innovació i Formació,ESCRITURA,nº3414 de 30/07/1998 (RF 10/08/1998),,,10/08/1998,
2016/02 situacion a  01/07/2016,09-08-189-H-H-000,b_TEC Parc Barcelona Innovació Tecnològica,ESCRITURA,nº2416 de 18/07/2011 (RF 30/10/2012),,,30/10/2012,
2016/02 situacion a  01/07/2016,09-08-158-H-H-000,"Centre de Medicina Regenerativa de Barcelona, Fundació Privada",ESCRITURA,nº 2525 de 29/11/2004,,,29/11/2004,
2016/02 situacion a  01/07/2016,09-00-047-H-H-000,Fundació Privada Montcelimar,ESCRITURA,nº1223 de 27/03/1990 (RF 19/05/1992),ESCRITURA,nº2940 de 21/12/2012 (RF 02/04/2013),19/05/1992,01/04/2013
2016/02 situacion a  01/07/2016,09-00-047-H-H-000,Fundació Montcelimar,ESCRITURA,nº2940 de 21/12/2012 (RF 02/04/2013),,,02/04/2013,
2016/02 situacion a  01/07/2016,09-08-150-H-H-000,Fundació Privada Centre de Regulació Genòmica (CRG),ESCRITURA,nº2595 de 27/07/2000 (RF 27/12/2000),,,27/12/2000,
2016/02 situacion a  01/07/2016,  09-08-193-H-H-000,Fundació Giro Centre Tecnològic,ESCRITURA,de constitución (RF nº1024 de 24/12/1996),,,24/12/1996,
2016/02 situacion a  01/07/2016,09-00-044-H-H-000,Fundació Privada de l'Hospital Universitari de Tarragona Joan XXIII,ESCRITURA,nº585 de 13/02/1996 (RF 03/06/1998),ESCRITURA,nº2011 de 27/11/2012 (RF 12/07/2013),03/06/1998,11/07/2013
2016/02 situacion a  01/07/2016,09-00-044-H-H-000,Fundació Hospital Universitari de Tarragona Joan XXIII,ESCRITURA,nº2011 de 27/11/2012 (RF 12/07/2013),,,12/07/2013,
2016/02 situacion a  01/07/2016,09-17-048-H-H-000,"Institut Català de Recerca de l'Aigua, Fundació privada ( ICRA )",ESCRITURA,nº 2382 de 26/10/2006 (RF 30/11/2011),,,30/11/2007,
2016/02 situacion a  01/07/2016,09-00-021-H-H-000,Fundació Politècnica de Catalunya,ESCRITURA,nº 2729 de 22/07/1994 (RF 13/10/1994),,,13/10/1994,
2016/02 situacion a  01/07/2016,09-00-070-H-H-000,Fundació Joan Costa Roma,ESCRITURA,nº 2543 de 16/07/1998 (RF 18/01/2000),,,18/01/2000,
2016/02 situacion a  01/07/2016,09-08-176-H-H-000,Fundació La Marató de TV3,ESCRITURA,nº2934 de 09/10/1996 (RF 11/12/1996),,,11/12/1996,
2016/02 situacion a  01/07/2016,09-00-071-H-H-000,Fundació Parc Científic i Tecnològic de la Indústria Enològica,ESCRITURA,nº 1816 de 18/07/2005 (RF 02/11/2005),ESCRITURA,nº677 de 06/05/2010 (RF 28/07/2010),02/11/2005,27/07/2010
2016/02 situacion a  01/07/2016,09-00-071-H-H-000,Fundació Parc Tecnològic del Vi,ESCRITURA,nº677 de 06/05/2010 (RF 28/07/2010),,,28/07/2010,
2016/02 situacion a  01/07/2016,09-00-029-H-H-000,Fundació URV (FURV),ESCRITURA,nº1128 de 19/07/1999 (RF 18/01/2000),,,18/01/2000,
2016/02 situacion a  01/07/2016,09-08-157-H-H-000,Fundació Privada Catalana per a l'Ensenyament de l'Idioma Anglès i l'Educació en Anglès,ESCRITURA,nº1363 de 29/04/2004 (RF 19/07/2004),,,19/07/2004,
2016/02 situacion a  01/07/2016,09-08-171-H-H-000,Fundación Bosch i Gimpera,ESCRITURA,nº4337 de 04/10/1983 (RF nº22 de 08/03/1984),,,08/03/1984,
2016/02 situacion a  01/07/2016,09-00-012-H-H-000,Fundació Centre de Seguretat de la Informació de Catalunya,ESCRITURA,nº 355 de 02/02/2010 (RF 10/03/2010),,,10/03/2010,
2016/02 situacion a  01/07/2016,09-00-062-H-H-000,Fundación REGO,ESCRITURA,de constitución nº 300 de 14/02/1997 (RF 08/05/97),,,08/05/1997,
2016/02 situacion a  01/07/2016,09-00-060-H-H-000,Fundació Observatori de l'Ebre,ESCRITURA,nº1236 de 21/09/1984 (RF 02/07/1984),,,02/07/1984,
2016/02 situacion a  01/07/2016,09-00-032-H-H-000,Fundació del Gran Teatre del Liceu,ESCRITURA,nº2258 de 05/09/1994 (RF 21/12/1994),,,21/12/1994,
2016/02 situacion a  01/07/2016,09-00-054-H-H-000,"Fundació Institut Català de l'Envelliment, Fundació Privada",ESCRITURA,nº1555 de 09/05/2003 (RF 24/11/2003),ESCRITURA,nº 1472 de 27/05/2014 (RF 09/10/2014),24/11/2003,08/10/2014
2016/02 situacion a  01/07/2016,09-00-054-H-H-000,Fundació Salut i Envelliment UAB,ESCRITURA,nº 1472 de 27/05/2014 (RF 09/10/2014),,,09/10/2014,
2016/02 situacion a  01/07/2016,09-00-008-H-H-000,F. Privada Institut Català de Ciències del Clima IC3,ESCRITURA,nº 1977 de 29/7/2008 (RF 19/12/2008),,,19/12/2008,
2016/02 situacion a  01/07/2016,09-00-003-H-H-000,Fundaciò per a la Recerca Biomèdica Germans Trias i Pujol,ESCRITURA,nº577 de 07/03/1995 (RF 12/07/1995),ESCRITURA,nº 1603 de 01/08/2002 (RF 02/12/2002),12/07/1995,01/12/2002
2016/02 situacion a  01/07/2016,09-00-003-H-H-000,Fundaciò Institut D'Investigació en Ciències de la Salut Germans Trias i Pujol (IGTP),ESCRITURA,nº 1603 de 01/08/2002 (RF 02/12/2002),,,02/12/2002,
2016/02 situacion a  01/07/2016,09-17-052-H-H-000,Fundació Privada Campus Arnau d'Escala,ESCRITURA,nº5442 de 21/12/2001 (RF 08/04/2002),ESCRITURA,nº1588 de 31/07/2012 (RF 19/10/2012),08/04/2002,18/10/2012
2016/02 situacion a  01/07/2016,09-17-052-H-H-000,Fundació Campus Arnau d'Escala,ESCRITURA,nº1588 de 31/07/2012 (RF 19/10/2012),,,19/10/2012,
2016/02 situacion a  01/07/2016,09-08-164-H-H-000,Fundació Privada Institut de Recerca Biomèdica ( IRB ),ESCRITURA,nº 2586 de 14/10/2005 (RF 18/09/2006),ESCRITURA,nº952 de 10/05/2013 (RF 16/07/2013),18/09/2006,15/07/2013
2016/02 situacion a  01/07/2016,09-08-164-H-H-000,Fundació Institut de Recerca Biomèdica (IRB Barcelona),ESCRITURA,nº952 de 10/05/2013 (RF 16/07/2013),,,16/07/2013,
2016/02 situacion a  01/07/2016,09-00-057-H-H-000,Fundació Privada Institut de Recerca de l'Energia de Catalunya (IREC),ESCRITURA,nº1839 de 31/07/2008 (RF 30/12/2008),ESCRITURA,nº50 de 18/01/2011 (RF 20/05/2011),30/12/2008,19/05/2011
2016/02 situacion a  01/07/2016,09-00-057-H-H-000,Fundació Institut de Recerca de l'Energia de Catalunya (IREC),ESCRITURA,nº50 de 18/01/2011 (RF 20/05/2011),ESCRITURA,nº3478 de 29/11/2013 (RF 18/02/2014),20/05/2011,17/02/2014
2016/02 situacion a  01/07/2016,09-00-057-H-H-000,Fundació Institut de Recerca en Energia de Catalunya (IREC),ESCRITURA,nº3478 de 29/11/2013 (RF 18/02/2014),,,18/02/2014,
2016/02 situacion a  01/07/2016,09-00-038-H-H-000,Fundació Institut de Recerca contra la Leucèmia Josep Carreras,ESCRITURA,nº2407 de 30/11/2010 (RM nº2674 de 13/04/2011),,,13/04/2011,
2016/02 situacion a  01/07/2016,09-08-163-H-H-000,Fundació privada Jove Orquestra Nacional de Catalunya,ESCRITURA,nº4380 de 13/09/1999 (RF nº1342 de 22/11/1999),,,22/11/1999,
2016/02 situacion a  01/07/2016,09-00-048-H-H-000,Fundació Privada Guasch Coranty,ESCRITURA,nº601 de 25/04/1985 (RF 10/12/1984),,,10/12/1984,
2016/02 situacion a  01/07/2016,  09-00-055-H-H-000,Fundació Institut Universitari per a la Recerca a l'Atenció Primària de Salut Jordi Gol i Gurina,PROVISIONAL,RF 1006 25/07/1996,,,25/07/1996,
2016/02 situacion a  01/07/2016,09-00-018-H-H-000,Fundació Privada Parc de Recerca UAB,ESCRITURA,nº840 de 28/02/2007 (RF 30/10/2007),ESCRITURA,nº486 de 25/02/2010 (RF 27/04/2010),30/10/2007,26/04/2010
2016/02 situacion a  01/07/2016,09-00-018-H-H-000,Fundació Parc de Recerca UAB,ESCRITURA,nº486 de 25/02/2010 (RF 27/04/2010),,,27/04/2010,
2016/02 situacion a  01/07/2016,09-08-165-H-H-000,Fundació Privada Centre Tic i Salut,ESCRITURA,nº 1156 de 9/10/2006 (RF 08/06/2007),ESCRITURA,nº 2625 de 28/10/2009 (RF 18/01/2010),08/06/2007,18/01/2010
2016/02 situacion a  01/07/2016,09-08-165-H-H-000,Fundació Ticsalut,ESCRITURA,nº 2625 de 28/10/2009 (RF 18/01/2010),,,19/01/2010,
2016/02 situacion a  01/07/2016,09-00-050-H-H-000,Fundació Privada Institut de Formació Contínua de la Universitat de Barcelona (IL3-UB),ESCRITURA,nº1290 de 27/04/2007 (RF 28/05/2007),ESCRITURA,nº2935 de 21/12/2012 (RF 12/07/2013),28/05/2007,11/07/2013
2016/02 situacion a  01/07/2016,09-00-050-H-H-000,Fundació Institut de Formació Contínua de la Universitat de Barcelona (IL3-UB),ESCRITURA,nº2935 de 21/12/2012 (RF 12/07/2013),,,12/07/2013,
2016/02 situacion a  01/07/2016,09-00-069-H-H-000,Fundació Escola Superior de Comerç i Distribució (ESCODI),ESCRITURA,nº5340 de 27/12/2000 (RF 16/05/2001),,,16/05/2001,
2016/02 situacion a  01/07/2016,09-08-190-H-H-000,Fundació Privada Mobilitat Sostenible i Segura,ESCRITURA,nº1849 de 09/04/2003 (RF 31/10/2003),,,31/10/2003,
2016/02 situacion a  01/07/2016,09-08-153-H-H-000,"Institut de Ciències Fotòniques, Fundació Privada (ICFO)",ESCRITURA,nº 556 de 06/03/2002,,,23/05/2002,
2016/02 situacion a  01/07/2016,09-00-072-H-H-000,Fundació Institut d'Estudis Espacials de Catalunya,ESCRITURA,nº464 de 06/02/1996 (RF 26.04.1996),,,26/04/1996,
2016/02 situacion a  01/07/2016,09-08-151-H-H-000,Institució Catalana de Recerca i Estudis Avançats (ICREA),ESCRITURA,nº 284 de 31/01/2001 (RF 26/04/2001),,,26/04/2001,
2016/02 situacion a  01/07/2016,09-00-015-H-H-000,"Fundació Privada Sitges, Festival Internacional de Cinema de Catalunya",ESCRITURA,nº1412 de 12/12/2005 (RF 30/06/2006),ESCRITURA,nº427 de 07/06/2012 (RF 23/01/2013),30/06/2006,22/01/2013
2016/02 situacion a  01/07/2016,09-00-015-H-H-000,"Fundació Sitges, Festival Internacional de Cinema de Catalunya",ESCRITURA,nº427 de 07/06/2012 (RF 23/01/2013),,,23/01/2013,
2016/02 situacion a  01/07/2016,09-00-053-H-H-000,Institut Ramon Muntaner. Fundació Privada dels Centres d'Estudis de Parla Catalana,ESCRITURA,nº 537 de 03/07/2003 (RF 17/12/2003),,,17/12/2003,
2016/02 situacion a  01/07/2016,09-43-099-H-H-000,Fundació Privada Doctor Ferran,ESCRITURA,nº1374 de 03/12/1992 (RF nº709 de 14/07/1993),,,14/07/1993,
2016/02 situacion a  01/07/2016,09-00-028-H-H-000,Fundació privada pel Foment de la Societat del Coneixement,ESCRITURA,nº2391 de 13/12/2004 (RF 18/10/2005),,,18/10/2005,
2016/02 situacion a  01/07/2016,09-00-017-H-H-000,"Centre UDL - IRTA, fundació privada",ESCRITURA,nº 2541 de 26/09/2006 (RF 09/01/2007),ESCRITURA,nº 685 de 18/06/2014 (RF 30/07/2014),09/01/2007,29/07/2014
2016/02 situacion a  01/07/2016,09-00-017-H-H-000,"Fundació Centre de Recerca en Agrotecnologia, AGROTECNIO",ESCRITURA,nº 685 de 18/06/2014 (RF 30/07/2014),,,30/07/2014,
2016/02 situacion a  01/07/2016,09-08-170-H-H-000,Fundació Universitària Balmes,ESCRITURA,nº3938 de 11/12/2003 (RF 03/03/2004),,,03/03/2004,
2016/02 situacion a  01/07/2016,09-00-002-H-H-000,"Fundació Universitat Autònoma de Barcelona, Fundació Privada",ESCRITURA,nº 556 de 24/02/1998 (RF 30/06/1998),ESCRITURA,nº2483 de 21/12/2012 (RF 17/07/2013),30/06/1998,16/07/2013
2016/02 situacion a  01/07/2016,09-00-002-H-H-000,Fundació Universitat Autònoma de Barcelona,ESCRITURA,nº2483 de 21/12/2012 (RF 17/07/2013),,,17/07/2013,
2016/02 situacion a  01/07/2016,09-08-184-H-H-000,Fundació Privada de l'Auditori i l'Orquestra (FPAO),ESCRITURA,nº 2883 de 6/06/2005 (RF 17/05/2006),,,17/05/2006,
2016/02 situacion a  01/07/2016,09-00-033-H-H-000,Centre d'Informació i Documentació Internacionals a Barcelona (CIDOB),ESCRITURA,nº151 de 23/01/1979 (RF 20/01/1992),,,20/01/1992,
2016/02 situacion a  01/07/2016,09-00-046-H-H-000,Fundació Universitària Agustí Pedro i Pons,ESCRITURA,nº 1820 de 01/06/1984 (RF 16/09/1985),,,16/09/1985,
2016/02 situacion a  01/07/2016,09-00-037-H-H-000,Fundació Institució dels Centres de Recerca de Catalunya (I-CERCA),ESCRITURA,nº 1176 de 16/06/2010 (RF 12/11/10),,,12/11/2010,
2016/02 situacion a  01/07/2016,09-00-066-H-H-000,Fundació del Parc de la Universitat Politècnica de Catalunya,ESCRITURA,nº1865 de 24/07/2009 (RF 03/12/2009),ESCRITURA,nº1420 de 12/05/2014 (RF 18/07/2014),03/12/2009,17/07/2014
2016/02 situacion a  01/07/2016,09-00-066-H-H-000,Fundació Parc UPC de la Universitat Politècnica de Catalunya,ESCRITURA,nº1420 de 12/05/2014 (RF 18/07/2014),,,18/07/2014,
2016/02 situacion a  01/07/2016,09-00-030-H-H-000,Fundació Autònoma Solidària,ESCRITURA,nº207 de 20/01/1999 (RF 11/02/2000),ESCRITURA,nº2609 de 20/10/2008 (RF 11/12/2008),11/02/2000,10/12/2008
2016/02 situacion a  01/07/2016,09-00-030-H-H-000,Fundació Privada Autònoma Solidària,ESCRITURA,nº2609 de 20/10/2008 (RF 11/12/2008),ESCRITURA,nº2479 de 21/12/2012 (RF 17/07/2013),11/12/2008,16/07/2013
2016/02 situacion a  01/07/2016,09-00-030-H-H-000,Fúndació Autònoma Solidària,ESCRITURA,nº2479 de 21/12/2012 (RF 17/07/2013),,,17/07/2013,
2016/02 situacion a  01/07/2016,09-08-149-H-H-000,Fundació Privada Institut Català d'Investigació Química,ESCRITURA,nº 2596 de 27/07/2000,,,05/12/2000,
2016/02 situacion a  01/07/2016,09-00-068-H-H-000,Fundación Wassu,ESCRITURA,nº 231 de 07/02/2012 (RF 09/04/2012),,,09/04/2012,
2016/02 situacion a  01/07/2016,09-00-059-H-H-000,Institut d'Educació Contínua,ESCRITURA,nº3199 de 26/10/1993 (RF 25/03/1994),ESCRITURA,nº533 de 25/04/2014 (RF 18/07/2014),25/03/1994,17/07/2014
