version,comunidad,codigo_ente,tipo_ente,accionista_mayoritario,nombre,cif,capital_social,finalidad,regimen_contable,regimen_presupuestario,sector_admin_publica,fuente_alta,alta_desde,ente_proviene,direccion,localidad,codigo_postal,provincia,telefono,fax,sitio_web,email
2016/02 situacion a  01/07/2016,Cataluña,09-00-014-H-H-000,FUNDACIONES,,Fundació Institut Mar d'Investigacions  Mèdiques (IMIM),G60072253,0,Investigación y docencia en le campo de la biomèdica y ciencias de la salud y la vida,Privado,Estimativo,Si - CCAA                          ,ESCRITURA Esc Const 493/92 de 10/03/1992; RF 18/10/1993,18/10/1993, ,Calle Doctor Aiguader 88,Barcelona,08003,Barceloa,933160400,933160410,www.imim.es,afort@imim.es
2016/02 situacion a  01/07/2016,Cataluña,09-25-022-H-H-000,FUNDACIONES,,Fundació Privada del Món Rural,G25586066,0,"Facilitar la participación de empresas y entidades diversas en el Congrso del Mundo Rural y, a la vez para conducir aportaciones económicas",Privado,Estimativo,Si - CCAA                          ,ESCRITURA nº2818 de 25/07/2005 (RF 15/03/2007),15/03/2007, ,Avenida Prat de la Riba 27,Lleida,25008,Lleida,973229360,973229365,http://www.fmr.cat,fmr@fmr.cat
2016/02 situacion a  01/07/2016,Cataluña,09-08-159-H-H-000,FUNDACIONES,,Fundació Privada Centre de Recerca en Epidemiologia Ambiental (CREAL),G64080435,0,Promover y desarrollar la investigación epidemiológica avanzada,Privado,Estimativo,Si - CCAA                          ,ESCRITURA nº 3308 de 19/12/2005 (RF 2210 DE 14/06/2006),14/06/2006, ,Calle Dr. Aiguader ,Barcelona,08003,Barcelona,,,,
2016/02 situacion a  01/07/2016,Cataluña,09-08-156-H-H-000,FUNDACIONES,,Fundació Institut Català de Nanociència i Nanotecnologia (ICN2),G63277776,0,Investigación en el ámbito de las nanociencias y de las nanotecnologías,Privado,Estimativo,Si - CCAA                          ,ESCRITURA nº 1839 de 11/07/2003 (RF 26/02/2004),26/02/2004, ,Calle Campus de Bellaterra UAB ,Cerdanyola del Vallès,08290,Barcelona,935814408,935814411,www.icn.cat,icn@icn.cat
2016/02 situacion a  01/07/2016,Cataluña,09-08-181-H-H-000,FUNDACIONES,,Fundació d'Economia Analítica,G59404400,0,,Privado,Estimativo,Pendiente -                               ,ESCRITURA nº 879 de 06/03/1990 (RF nº 500 de 22/10/1990),23/10/1990, ,- Campus de la Universitat Autònoma de Barcelona ,Cerdanyola del Vallès,08913,Barcelona,935806612,935801452,,angela.hernandez@iae.csic.es
2016/02 situacion a  01/07/2016,Cataluña,09-08-160-H-H-000,FUNDACIONES,,"Fundació Privada Fira d'Espectacles d'Arrel Tradicional, Mediterrània",G64329378,0,"Difundir, potenciar y favorecer la cultura popular y tradicional catalana y su interrrelación con la de los paises que configuran ámbito Mediterráneo",Privado,Estimativo,Si - CCAA                          ,ESCRITURA nº3351 de 22/09/2006 (RF 22/11/2006),22/11/2006, ,Carrer de l’Arquitecte Oms 5,Manresa,08240,Barcelona,938753588,938722685,www.firameditarrania.ca,administracio@firamediterrania.cat
2016/02 situacion a  01/07/2016,Cataluña,09-08-182-H-H-000,FUNDACIONES,,Fundació Clínic per a la Recerca Biomèdica,G59319681,0,,Privado,Estimativo,Pendiente -                               ,ESCRITURA nº1993 de 22/05/1989 (RF nº 473 de 05/03/1990),05/03/1990, ,Carrer Rosselló 149-153,Barcelona,08036,Barcelona,932275707,934515272,www.fundacioclinic.org,fclinic@clinic.ub.es
2016/02 situacion a  01/07/2016,Cataluña,09-08-179-H-H-000,FUNDACIONES,,Fundació Privada Institut Català de Farmacologia,G61701918,0,Promover el uso saludable de los medicamentos i la utilización efectiva i eficiente de los medios terapéuticos.,Privado,Estimativo,Pendiente -                               ,ESCRITURA nº 1334 de 16/06/1998 (RF 22/07/1998),22/07/1998, ,Passeig Vall d'Hebron 119-129,Barcelona,08035,Barcelona,934283029,934894109,http://www.icf.uab.es,ficf@icf.uab.cat
2016/02 situacion a  01/07/2016,Cataluña,09-08-145-H-H-000,FUNDACIONES,,Fundació Catalana per a la Recerca i la Innovació (FCRI),G58285784,0,Impulsar la investigación científica técnica y colaborar en la ejecución de directrices de la Generalitat en este campo,Privado,Estimativo,No -                               ,ESCRITURA nº 3375 de 22/12/1986 (RF nº281 de 24/12/1986),24/12/1986, ,Passeig Lluís Companys 23,Barcelona,08010,Barcelona,932687700,932683768,www.fundaciorecerca.cat,info@fundaciorecerca.cat
2016/02 situacion a  01/07/2016,Cataluña,09-08-188-H-H-000,FUNDACIONES,,"Fundació Markets, Organizations and Votes in Economics",G66230624,0,Impulsar la investigación en economía y consolidar a un nivel superior la investigación avanzada en economia en el area de Barcelona,Privado,Estimativo,Pendiente -                               ,ESCRITURA nº 318 de 04/02/2014 (RF 23/06/2014),23/06/2014, ,Sector Campus de Bellaterra-UAB Edifici B ,Cerdanyola del Vallès,08193,Barcelona,935812188,,www.movebarcelona.eu,info@movebarcelona.eu
2016/02 situacion a  01/07/2016,Cataluña,09-00-063-H-H-000,FUNDACIONES,,Fundació Centre de Recerca en Economia i Desenvolupament Agroalimentari UPC-IRTA (CREDA),G64068463,0,Impulsar los trabajos de investigación y la prestación de servicios de asistencia técnicaen el ámbito de la economía agroalimentaria,Privado,Estimativo,  - ,ESCRITURA nº 5133 de 20/12/2005 (RF 2214-26/06/2006),26/06/2006, ,Carrer Esteve Terrades (Parc Mediterrani de la Tecnologia Edifici ESAB) 8,Castelldefels,08860,Barcelona,935521124,935521121,www.creda.es,creda@creda.es
2016/02 situacion a  01/07/2016,Cataluña,09-17-051-H-H-000,FUNDACIONES,,"Parc Científic i Tecnològic de la Universitat de Girona, Fundació Privada",G17699539,0,"Planificación y propuesta de nuevas inversiones para el Parque, tanto en lo referente a grupos vinculados a la Universidad de Girona como a proyectos",Privado,Estimativo,Pendiente -                               ,ESCRITURA nº5110 de 28/12/2001 (RF 04/11/2002),04/11/2002, ,"Carrer Pic de Peguera, 15  (La Creueta)( Edifici Jaume Casademont ) 15",Girona,17003,Girona,972183400,,www.parcudg.com,unigiparc@udg.edu	
2016/02 situacion a  01/07/2016,Cataluña,  09-00-019-H-H-000,FUNDACIONES,,  Fundació R. Amigó Cuyàs,G08981771,0,,Privado,Estimativo,Pendiente -                               ,OTROS Provisional,15/11/1984, ,Carrer Casp 158,Barcelona,08013,Barcelona,932457468,,,famigocuyas@ub.edu
2016/02 situacion a  01/07/2016,Cataluña,09-00-039-H-H-000,FUNDACIONES,,Intitut Investigació Sanitària Pere Virgili (IISPV),G43814045,0,"Promover, desarrollar, gestionar y difundir la investigación sanitària y biomèdica y la formación en investigación en ciencias de la salud",Privado,Estimativo,Si - CCAA                          ,ESCRITURA nº1772 de 14/07/2005 (RF 29/05/2006),29/05/2006, ,Calle Sant Llorenç 21,Reus,43201,Tarragona,977759396,977759393,htto://www.iispv.cat,direccio@iispv.cat
2016/02 situacion a  01/07/2016,Cataluña,  09-17-047-H-H-000,FUNDACIONES,,  Institut D'Investigació Biomèdica de Girona Doctor Josep Trueta (IDIBGI),G17432592,0,"Promover, desarrollar, gestionar y difundir la busqueda biomédica.",Privado,Estimativo,Si - CCAA                          ,ESCRITURA   nº411 de 03/02/1995 (RF nº929 de 12/10/1995), 12/10/1995, ,Carretera de França s/n,Girona,17007,Girona,972205958,,,
2016/02 situacion a  01/07/2016,Cataluña,09-08-172-H-H-000,FUNDACIONES,,Fundación Solidaritat UB,G61084950,0,"Fomentar valores de solidaridad, promover la participación social y canalizar acciones de cooperación para el desarrollo y defensa de Drchos. Humanos",Privado,Estimativo,Si - CCAA                          ,ESCRITURA const. nº 650 de 13/03/1996 (RF nº1022 02/12/1996),02/12/1996, ,"Carrer Melcior de Palau, 140 140",Barcelona,08014,Barcelona,934035538,934035539,http://www.solidaritat.ub.edu,solidaritatub@ub.edu
2016/02 situacion a  01/07/2016,Cataluña,09-00-074-H-H-000,FUNDACIONES,,Fundació Casa Amèrica Catalunya,G64269079,0,"Creación de un punto de encuentro de Iberoamérica en Cataluña, fomentar la proyección de Cat. en dif. paises iberoamericanos a través de diversas act.",Privado,Estimativo,  - ,ESCRITURA const. nº1677 de 16/06/2006 (RF nº2236 27/07/2006),27/07/2006, ,Calle Córcega 299,Barcelona,08008,Barcelona,932380661,932184377,www.americat.cat,americat@americat.cat
2016/02 situacion a  01/07/2016,Cataluña,09-00-041-H-H-000,FUNDACIONES,,"Institut de Recerca Biomèdica de Lleida, Fundació Dr. Pifarré (IRBLLEIDA)",G25314394,0,"Promover, desarrollar, gestionar y difundir la investigación biomédica y la formación en el ámbito de las ciencias de la salud",Privado,Estimativo,Si - CCAA                          ,ESCRITURA nº 3138 de 15/09/1993  (RF 27/12/1993),27/12/1993, ,Calle Alcalde Rovira Roure 80,Lleida,25198,Lleida,973702201,973705280,http://www.irblleida.org,fpifarre@arnau.scs.es
2016/02 situacion a  01/07/2016,Cataluña,09-00-025-H-H-000,FUNDACIONES,,"Fundació Universitat Pompeu Fabra, Fundació Privada",G64030158,0,Cooperación en el cumplimiento de las finalidades de la UPF mediante la promoción y mejora de la docencia y la investigación.,Privado,Estimativo,Pendiente -                               ,  ESCRITURA   de constitución,02/10/2007, ,Plaça Mercé 10-12,Barcelona,08002,Barcelona,935421952,935422118,,
2016/02 situacion a  01/07/2016,Cataluña,09-08-147-H-H-000,FUNDACIONES,,Fundació Privada Institut d'Investigació Biomèdica de Bellvitge (IDIBELL),G58863317,0,Promover y desarrollar la investigación biomédica,Privado,Estimativo,Si - CCAA                          ,ESCRITURA nº5646 de 21/11/1988 (RF 31/10/1989),31/10/1989, ,Avenida Gran Via de l'Hospitalet 199,L' Hospitalet de Llobregat,08909,Barcelona,932607291,932607782,www.idibell.cat,informacio@idibell.org
2016/02 situacion a  01/07/2016,Cataluña,09-17-050-H-H-000,FUNDACIONES,,Fundació Privada Girona: Universitat i Futur,G17301094,0,Promover las relaciones de la Universidad de Girona con instituciones públicas y privadas de las comarcas gerundenses,Privado,Estimativo,Pendiente -                               ,ESCRITURA nº785 de 11/03/1991 (RF 23/10/1991),23/10/1991, ,Plaça Sant Domènec ( Edifici Les Àligues. ) 3,Girona,17071,Girona,972419680,,http://www.udg.edu/GironaUniversitatiFutur,dir.fundaciounifutur@udg.es
2016/02 situacion a  01/07/2016,Cataluña,50 -00-006-H-H-000,FUNDACIONES,,Fundació Triangle Jove,G08389058,0,Coordinar los Consejos de Juventud que la integran y potenciar su participación social y la de los jóvenes,Privado,Estimativo,Pendiente -                               ,ESCRITURA 2228 de 06/10/2008 (RF 08/9/2009; BOE 10/11/09),08/10/2009, ,  ,,,,,,,
2016/02 situacion a  01/07/2016,Cataluña,,,,,,,,,,,,,,,,,,,,,
2016/02 situacion a  01/07/2016,Cataluña,  09-00-036-H-H-000,FUNDACIONES,,  Fundació Factor Humà,G61513297,0,Patrocinar y fomentar el intercambio de experiencias en gestión de Recursos Humanos.,Privado,Estimativo,Pendiente -                               ,ESCRITURA de constitución,25/06/1999, ,"Carrer Castillejos 365,4t1a",Barcelona,08025,Barcelona,934365966,,www.factorhuma.org,fundacio@factorhuma.org
2016/02 situacion a  01/07/2016,Cataluña,09-08-152-H-H-000,FUNDACIONES,,Fundació Centre Tecnològic de Telecomunicacions de Catalunya  (CTTC),G62616586,0,Convertirse en un centro de referencia internacional en el desarrollo de la busqueda de las diferentes ramas de las tecnologias y telecomunicaciones,Privado,Estimativo,Si - CCAA                          ,ESCRITURA nº1969 de 28/06/2001 (RF 22/01/2002),22/01/2002, ,Avenida Avinguda Carl Friedrich Gauss 7,Castelldefels,08860,Barcelona,936452908,,http://www.cttc.es,info@cttc.es
2016/02 situacion a  01/07/2016,Cataluña,  09-08-192-H-H-000,FUNDACIONES,,"  Althaia, Xarxa Assistencial Universitària de Manresa, Fundació Privada",G58286303,0,Prestación de servicios de asistencia sanitaria y/o social,Privado,Estimativo,Si - CCAA                          ,OTROS Sectorización IGAE CCAA,01/01/2014, ,Carrer Doctor Joan Soler 1-3,Manresa,08243,Barcelona,938742898,938736204,www.althaia.cat,althaia@althaia.cat
2016/02 situacion a  01/07/2016,Cataluña,09-08-173-H-H-000,FUNDACIONES,,Fundación Josep Finestres,G59418202,0,La promoción y el desarrollo de las actividades docentes teóricas y prácticas de los enseñamientos que se imparten en la UB,Privado,Estimativo,No -                               ,ESCRITURA nº1145 de 10/05/1990 (RF nº599 de 23/03/1992),23/03/1992, ,"Carrer Feixa Llarga, s/n s/n",L'Hospitalet de Llobregat,08907,Barcelona,933350854,933362660,http://www.ub.es/fundacio/josepfinestres.htm,
2016/02 situacion a  01/07/2016,Cataluña,09-00-034-H-H-000,FUNDACIONES,,Fundació S21 del Consorci de Salut i d'Atenció social de Catalunya-Fundació S21-,G63122626,0,"Atender las necesidades de las personas con dependencia de forma integral e individualizada, potenciando su autonomía y su integración social.",Privado,Estimativo,Pendiente -                               ,ESCRITURA nº504 de 05/03/2003 (RF 13/06/2003),13/06/2003, ,Avenida Tibidabo 21,Barcelona,08022,Barcelona,932531820,932111428,http://www.consorci.org/accessos-directes/atencio-social/,
2016/02 situacion a  01/07/2016,Cataluña,09-17-049-H-H-000,FUNDACIONES,,Fundació Privada Universitat de Girona: Innovació i Formació,G17318080,0,"Promover el progreso de la sociedad y contribuir a la formación y desarrollo d los ciudadanos/as, así como impulsar la transferéncia de conocimientos",Privado,Estimativo,No -                               ,ESCRITURA nº2306 de 08/07/1991 (RF 14/09/1992),14/09/1992, ,Calle Pic de Peguera 11,Girona,17001,Girona,972210299,972223454,http://www.fundacioudg.org,info.fundacioif@udg.edu
2016/02 situacion a  01/07/2016,Cataluña,09-08-189-H-H-000,FUNDACIONES,,b_TEC Parc Barcelona Innovació Tecnològica,G64222706,0,"Diseño, organización y gestión del Campus Diagonal-Besòs",Privado,Estimativo,Pendiente -                               ,ESCRITURA nº 2416 de 18/07/2011 (RF 30/10/2012),30/10/2012, ,"Carrer Jardins de les Dones de Negre 1,2ªplta",Sant Adrià de Besòs,08930,Barcelona,933560980,933562823,http://ca.btec.cat/,campusdiagonalbesos@btec.cat
2016/02 situacion a  01/07/2016,Cataluña,09-08-158-H-H-000,FUNDACIONES,,"Centre de Medicina Regenerativa de Barcelona, Fundació Privada",G63687222,0,Investigación en medicina regenerativa,Privado,Estimativo,Si - CCAA                          ,ESCRITURA nº 2525 de 29/11/2004,20/07/2005, ,Calle Dr. Aiguader 7ª planta 88,Barcelona,08003,Barcelona,933160302,933160301,www.cmrb.eu,cmrb@cmrb.eu      gburgos@cmrb.eu
2016/02 situacion a  01/07/2016,Cataluña,09-00-047-H-H-000,FUNDACIONES,,Fundació Montcelimar,G61260477,0,La proyección educativa y la investigación científica en el ámbito de la Universitat de Barcelona y de las entidades que integran el Grupo,Privado,Estimativo,Pendiente -                               ,ESCRITURA nº1223 de 27/03/1990 (RF 19/5/1992),19/05/1992, ,Calle Gran Via de les Corts Catalanes 585,Barcelona,08007,Barcelona,934035445,934035475,http://www.ub.edu/fundacio/montcelimar.html,
2016/02 situacion a  01/07/2016,Cataluña,09-08-150-H-H-000,FUNDACIONES,,Fundació Privada Centre de Regulació Genòmica (CRG),G62426937,0,Investigación básica especialmente en los ámbitos de la genómica y la proteómica,Privado,Estimativo,Si - CCAA                          ,ESCRITURA nº2595 de 27/07/2000 (RF 27/12/2000),27/12/2000, ,Carrer Doctor Aiguader - Edifici PRBB 88,Barcelona,08003,Barcelona,933160100,933160099,http://www.crg.es,comunicacio@crg.es
2016/02 situacion a  01/07/2016,Cataluña,  09-08-193-H-H-000,FUNDACIONES,,  Fundació Giro Centre Tecnològic,G61108361,0,"Contribuir a la mejora de los sistemas de gestión y tratamiento de residuos orgánicos, a través de la investigación y asesoramiento",Privado,Estimativo,  - ,ESCRITURA de constitución (RF nº1024 de 24/12/1996),24/12/1996, ,Rambla Pompeu Fabra 1,Mollet del Vallès,08100,Barcelona,935796780,935796785,anna.ramon@giroct.irta.cat,www.giroct.net
2016/02 situacion a  01/07/2016,Cataluña,09-00-044-H-H-000,FUNDACIONES,,Fundació Hospital Universitari de Tarragona Joan XXIII,G43480730,0,"Investigación y docencia en ciencias de la salud, y en la innovación de los servicios sanitarios, en su fomento, estudio e investigación.",Privado,Estimativo,No -                               ,ESCRITURA nº585 de 13/02/1996 (RF 03/06/1998),03/06/1998, ,Calle Doctor Mallafrè Guasch 4,Tarragona,43005,Tarragona,977295800,,http://www.hj23.org,atenciousuari.hj23.ics@gencat.cat
2016/02 situacion a  01/07/2016,Cataluña,50 -00-013-H-H-000,FUNDACIONES,,F. Universitaria para la Cooperación Internacional (FUCI),,0,Apoyar y potenciar la acción de las Universidades españolas en los ámbitos de la cooperación internacional y al desarrollo.,Público,Estimativo,Pendiente -                               ,ESCRITURA nº 1449 de 29/05/2000 (RF nº 704 de 22/10/2003),22/10/2003, ,Calle Principe 1,Madrid,28012,Madrid,913601200,913601201,www.crue.org,sgcrue@crue.org
2016/02 situacion a  01/07/2016,Cataluña,09-17-048-H-H-000,FUNDACIONES,,"Institut Català de Recerca de l'Aigua, Fundació privada ( ICRA )",G17920851,0,Investigación en el ámbito del agua y sus recursos,Privado,Estimativo,Si - CCAA                          ,ESCRITURA nº 2382 de 26/10/2006 (RF 30/11/2007),30/11/2007, ,"Plaça Plaça Sant Domènec, 3 3",Girona,17071,Girona,972183380,972183248,www.icra.cat,info@icra.cat
2016/02 situacion a  01/07/2016,Cataluña,09-00-021-H-H-000,FUNDACIONES,,Fundació Politècnica de Catalunya,G60664000,0,Servir de fomento y promoción de las act. vinculadas a la form. permanente y a la mejora tecn. y del potencial de las empresas y sectores de Catalunya,Privado,Estimativo,Pendiente -                               ,ESCRITURA nº 2729 de 22/07/1994 (RF 13/10/1994),13/10/1994, ,Carrer Badajoz 73,Barcelona,08005,Barcelona,931120808,,www.fpc.upc.edu/,info.dades@fpc.upc.edu
2016/02 situacion a  01/07/2016,Cataluña,09-00-070-H-H-000,FUNDACIONES,,Fundació Joan Costa Roma,G61765657,0,"Promover,impulsar,favorecer y divulgar los trabajos de investigación,docencia y formación de personal, en el ámbito del Consorci Sanitari de Terrassa",Privado,Estimativo,Pendiente -                               ,ESCRITURA nº 2543 de 16/07/1998 (RF nº1359 de 18/01/2000),18/01/2000, ,Carretera Torrebonica s/n,Terrassa,08227,Barcelona,937003738,,www.cst.cat,oficinajuridica@cst.cat
2016/02 situacion a  01/07/2016,Cataluña,09-08-176-H-H-000,FUNDACIONES,,Fundació La Marató de TV3,G61209706,0,Promoción de la investigación biomédica y divulgación de las enfermedades que trata el programa La Marató de TV3,Privado,Estimativo,Si - CCAA                          ,ESCRITURA nº2934 de 09/10/1996 (RF 11/12/1996),11/12/1996, ,"Carrer Gaspar Fàbregas,  planta 2a. 81",Esplugues de Llobregat,08950,Barcelona,934444830,934444832,www.tv3.cat/marato,fundaciomaratotv3.org
2016/02 situacion a  01/07/2016,Cataluña,09-00-071-H-H-000,FUNDACIONES,,Fundació Parc Tecnològic del Vi,G43814011,0,"Contribuir mediante el perfeccionam.tecnológico,I+D, a mejorar la competitividad de les empresas en el ámbito de la industria enológica y sectores rel",Privado,Estimativo,Pendiente -                               ,ESCRITURA nº 1816 de 18/07/2005 (RF nº 2132 de 02/11/2005),02/11/2005, ,Carretera de Porrera Km.1,Falset,43730,Tarragona,977831766,,http://www.vitec.cat/,anna.capdevila@vitec.cat
2016/02 situacion a  01/07/2016,Cataluña,09-00-029-H-H-000,FUNDACIONES,,Fundació URV (FURV),G43581321,0,"Fomentar las relaciones entre la URV y la sociedad y el entorno socio-económico, fomentar la investigación y la innovación y la formación continuada.",Privado,Estimativo,Pendiente -                               ,ESCRITURA nº1128 de 19/07/1999 (RF 18/01/2000),18/01/2000, ,Carrer de l'Escorxador s/n,Tarragona,43003,Tarragona,977559514,977559511,www.fundacio.urv.cat/,guillem.tapies@urv.cat
2016/02 situacion a  01/07/2016,Cataluña,09-08-157-H-H-000,FUNDACIONES,,Fundació Privada Catalana per a l'Ensenyament de l'Idioma Anglès i l'Educació en Anglès,G63512883,0,Concesión de becas y ayudas a los jóvenes catalanes para estudio de la lengua inglesa,Privado,Estimativo,Si - CCAA                          ,ESCRITURA nº1363 de 29/04/2004 (RF 19/07/2004),19/07/2004, ,Carrer Sant Sebastià 83,Santa Coloma de Farners,17430,Barcelona,972877571,,http://www.fundaciorieragubau.cat/,info@fundaciorieragubau.cat
2016/02 situacion a  01/07/2016,Cataluña,09-08-171-H-H-000,FUNDACIONES,,Fundación Bosch i Gimpera,G08906653,0,"Fomentar la vinculación real y permanente con la sociedad, la empresa y la administración",Privado,Estimativo,Si - CCAA                          ,ESCRITURA nº4337 de 04/10/1983 (RF nº22 de 08/03/1984),08/03/1984, ,"Carrer • Baldiri Reixac 4-6 ( Parc Científic de Barcelona, Torre D ) 4-6",Barcelona,08028,Barcelona,934039900,,http://www.fbg.ub.es,fbg@fbg.ub.es
2016/02 situacion a  01/07/2016,Cataluña,09-00-012-H-H-000,FUNDACIONES,,Fundació Centre de Seguretat de la Informació de Catalunya,G55506315,0,Establecimiento de programas y planes de actuación que garanticen una sociedad de la información segura,Público,Estimativo,Si - CCAA                          ,ESCRITURA nº 355 de 2/02/2010 (RF 10/03/2010),10/03/2010, ,Avenida de la Cambra de Comerç - Edifici CEPID 42,Reus,43204,Tarragona,9770108,,,info@cesicat
2016/02 situacion a  01/07/2016,Cataluña,09-00-062-H-H-000,FUNDACIONES,,Fundación REGO,G43498674,0,"La titularidad, explotación, gestión y desarrollo del Centre d'Estudis Superiors de l'Aviació (CESDA)",Privado,Estimativo,  - ,ESCRITURA de constitución nº 300 de 14/02/1997 (RF 08/05/97),08/05/1997, ,"Carretera de l'Aeroport, s/n, Campus Aeronàutic de Reus ",Reus,43200,Tarragona,977300027,977300028,,
2016/02 situacion a  01/07/2016,Cataluña,09-00-060-H-H-000,FUNDACIONES,,Fundació Observatori de l'Ebre,G43018910,0,"Gestió, promoció, foment i desenvolupament de l'Observatori de física còsmica",Privado,Estimativo,Si - CCAA                          ,ESCRITURA nº1236 de 21/09/1984 (RF 02/07/1984),02/07/1984, ,Calle Horta Alta 38,Roquetes,43520,Tarragona,977500511,977504660,www.obsebre.es,bdomenech@obsebre.es
2016/02 situacion a  01/07/2016,Cataluña,09-00-032-H-H-000,FUNDACIONES,,Fundació del Gran Teatre del Liceu,G60754223,0,"Promover y ejecutar todas aquellas iniciativas que revierten en el fomento y la potenciación de la cultura, en especial, de la operística.",Privado,Estimativo,Si - Estado                        ,ESCRITURA nº2258 de 05/09/1994 (RF 21/12/1994),21/12/1994, ,Carrer La Rambla 51-59,Barcelona,08002,Barcelona,934859903,934859955,joaquim.badia@liceubarcelona.cat,www.liceubarcelona.cat
