version,comunidad,codigo_ente,tipo_ente,accionista_mayoritario,nombre,cif,capital_social,finalidad,regimen_contable,regimen_presupuestario,sector_admin_publica,fuente_alta,alta_desde,ente_proviene,direccion,localidad,codigo_postal,provincia,telefono,fax,sitio_web,email
2019/01 situacion a  01/01/2019,País Vasco,15-00-000-B-P-028,SOCIEDADES MERCANTILES,C. Autónoma,"Osatek, S.A.",A01126309,"3.123.000,00",Prestación y provisión de servicios de apoyo al sistema sanitario y social vasco,Privado,Estimativo,Si - CCAA                          ,"ESCRITURA   de const. de 24/07/1992 (Dec.159/1992, 09-06)", 24/07/1992, ,"Calle Alameda Urquijo. Edificio Plaza Bizkaia 36, 5º",Bilbao,48011,Bizkaia,944007112,,www.osakidetza.euskadi.eus,coordinacion@osakidetza.eus
2019/01 situacion a  01/01/2019,País Vasco,15-00-000-B-V-010,OO.AA.ADMINISTRATIVOS,,Lanbide-Servicio Vasco de Empleo,Q0100571I,0,"Contribuir al pleno desarrollo del derecho al empleo, estable y de calidad, favorecer la configuración de un mercado de trabajo.",Público,Limitativo,Si - CCAA                          ,"LEY 3/2011, 13-10 BO País Vasco nº 207 de 02/11/2011",03/11/2011, ,"Calle José Atxotegi, Lanbide Vitoria-Gasteiz Txagorritxu 1",Vitoria-Gasteiz,01009,Álava,945160600,,www.lanbide.euskadi.eus,
2019/01 situacion a  01/01/2019,País Vasco,15-48-010-H-H-000,FUNDACIONES,,Fundación Museo de la Paz de Gernika / Gernikako Bakearen Museoa Fundazioa,G95222949,0,"Dirección, mantenimiento, conservación y promoción del Museo de la Paz de Gernika.",Privado,Estimativo,Si - CCAA                          ,ESCRITURA   nº 1.936 de 30/09/2002 (R.F. 03/05/2004),03/05/2004, ,Plaza de los Fueros 1,Gernika-Lumo,48300,Bizkaia,946270213,946258608,www.museodelapaz.org,museoa@gernika-lumo.net
2019/01 situacion a  01/01/2019,País Vasco,15-20-013-H-H-000,FUNDACIONES,,Fundación Ekain Fundazioa,G20854428,0,"Estudio, difusión y conocimiento del Patrimonio Histórico y maantenimiento y promoción de la réplica de Ekain y del museo de prehistoria de Zestoa.",Privado,Estimativo,Si - EELL                          ,ESCRITURA   nº 3.870 de 22/11/2004 (R.F. 05/09/2005),05/09/2005, ,Plaza Foru (Edificio Consistorial) s/n,Zestoa,20740,Gipuzkoa,943868811,,www.ekainberri.com,info@ekainberri.com
2019/01 situacion a  01/01/2019,País Vasco,15-00-000-B-P-111,SOCIEDADES MERCANTILES,C. Autónoma,"Alokabide, S.A.",A01300706,"12.020.242,08",Promoción y rehabilitación de viviendas para arrendamiento,Privado,Estimativo,Si - CCAA                          ,"ESCRITURA   Esc. de declaración de unip. (Dec.65/2011, 29/03)",17/06/2011,15-00-000-F-P-108,- Portal de Gamarra 1A-2º,Vitoria-Gasteiz,01013,Álava,945214050,945068440,www.alokabide.euskadi.eus,alokabide@alokabide.eus
2019/01 situacion a  01/01/2019,País Vasco,15-00-000-X-P-109,SOCIEDADES MERCANTILES,Mayoría Pública conjunta,"San Mamés Barria, S.L.",B95464798,"178.060.103,00","Promoción, construcción y explotación del estadio de San Mamés",Privado,Estimativo,Pendiente -                               ,"ESCRITURA   de ampl. de capital social (Dec. 145/2010, 25-05)",18/10/2010, ,Calle Gran Vía de Don Diego López de Haro 23,Bilbao,48001,Vizcaya,,,,
2019/01 situacion a  01/01/2019,País Vasco,15-00-000-B-U-012,ENTES PÚBLICOS,,Consejo de Relaciones Laborales,Q9855002C,0,"Ser un órgano de encuentro entre organizaciones, confederaciones sindicales, empresariales, Gobierno y Parlamento Vasco en materia laboral",Público,Limitativo,Si - CCAA                          ,"LEY 4/2012, de 23/02 (BOPV 05/03/2012)",06/03/2012, ,Calle Alameda Urkixo 2-3,Bilbao,48008,Vizcaya,944792100,944792101,www.crl-lhk.eus,crl-lhk@crlv.net
2019/01 situacion a  01/01/2019,País Vasco,15-00-000-B-V-013,OO.AA.ADMINISTRATIVOS,,"Gogora-Instituto de la Memoria, la Convivencia y los Derechos Humanos",Q4800763G,0,"Participación en el diseño, promoción, desarrollo y ejecución de la política pública relativa a los valores éticos y los principios democráticos",Público,Limitativo,Si - CCAA                          ,"LEY 4/2014, 27-11 BO País Vasco nº230 de 02/12/2014",22/12/2014, ,Calle María Díaz de Haro 3,Bilbao,48013,Vizcaya,944032846,,www.gogora.euskadi.eus,gogora.idazkaritza@euskadi.eus
2019/01 situacion a  01/01/2019,País Vasco,15-00-000-F-P-105,SOCIEDADES MERCANTILES,Minoría Publica conjunta,"Hazilur Enpresen Sustapena, S.A.",A01451400,"2.440.000,00",,Privado,Estimativo,No -                               ,ESCRITURA   de const. de 24/11/2008 (R.M. 20/03/2009),20/03/2009, ,Calle Granja Modelo s7N,Arkaute,01192,Álava,,,www.hazilur.com,hazilur@hazi.eus
2019/01 situacion a  01/01/2019,País Vasco,15-00-009-N-N-000,OTRAS INSTITUCIONES SIN ÁNIMO DE LUCRO,,Asociación BCAM-Basque Center For Applied Mathematics,G95543526,0,Conbstituir y consolidad un centro de investigación básica y de excelencia en Matemáticas.,Privado,Estimativo,Si - CCAA                          ,ESCRITURA   constitución de 28/08/2008 (Reg.Asoc. 15/01/2009),15/01/2009, ,Calle Alameda de Mazarredo 14,Bilbao,48009,Bizkaia,946567842,946567843,www.bcamath.org,info@bcamath.org
2019/01 situacion a  01/01/2019,País Vasco,15-00-000-B-V-005,OO.AA.ADMINISTRATIVOS,,Emakunde-Instituto Vasco de la Mujer,Q5150004I,0,"La igualdad real y efectiva de mujeres y hombres en todos los ámbitos de la vida política, económica, cultural y social del País Vasco.",Público,Limitativo,Si - CCAA                          ,"LEY 2/1988, 5-2 BO País Vasco nº 45 de 04/03/1988",04/03/1988, ,Calle Manuel Iradier 36,Vitoria-Gasteiz,01005,Álava,945016700,945016701,www.emakunde.euskadi.eus,emakunde@euskadi.eus
2019/01 situacion a  01/01/2019,País Vasco,15-00-005-N-N-000,OTRAS INSTITUCIONES SIN ÁNIMO DE LUCRO,,"Geogarapen, Asociación para la Gestión del Geoparque de la Costa Vasca",G75018705,0,Desarrollo sostenible y equilibrado del territorio del Geoparque de la Costa Vasca.,Privado,Estimativo,Si - CCAA                          ,  ACUERDO   Consejo de Gobierno de 14/12/2010, 14/12/2010, ,Calle Ifar Kalea 4,Deba,20820,Gipuzkoa,943192452,,www.geoparkea.com,
2019/01 situacion a  01/01/2019,País Vasco,15-00-000-X-P-113,SOCIEDADES MERCANTILES,Mayoría Pública conjunta,"Burtzeña Enpresa Parkea, S.A.",A95137840,"17.289.568,00",Estimar y promover la iniciativa y la inversión de actividades económicas en Burtzeña.,Privado,Estimativo,Si - CCAA                          ,ESCRITURA   de constitución de 29/12/2000 (RM 06/03/2001),06/03/2001, ,Calle Herriko Plaza 1,Barakaldo,48901,Bizkaia,944180273,,www.burtzenaparkea.com,info@burtzenaparkea.com
2019/01 situacion a  01/01/2019,País Vasco,15-00-000-F-P-107,SOCIEDADES MERCANTILES,Minoría Publica conjunta,"Vacunek, S.L.",B95423893,"76.237,00","Desarrollo de actividades de investigación en los ámbitos de las biociencias, la biotecnología, la sanidad animal y la inmunología",Privado,Estimativo,Pendiente -                               ,ESCRITURA   de const. de 10/05/2006 (R.M. 30/05/2006),30/05/2006, ,Calle Berreaga 1,Derio,48160,Bizkaia,946573565,,www.vacunek.com,marketing@vacunek.com
2019/01 situacion a  01/01/2019,País Vasco,50 -00-002-N-N-000,OTRAS INSTITUCIONES SIN ÁNIMO DE LUCRO,,Conferencia de Rectores de las Universidades Españolas (CRUE),G81093072,0,"Promoción y desarrollo de la educación superior y la investigación universitaria, así como fomento y refuerzo de la cooperación y proyección univers.",Privado,Estimativo,Si - CCAA                          ,ACTA Fundacional de 14-12-1994 (Reg. Asoc. 20/06/1995),20/06/1995, ,Plaza De las Cortes 2,Madrid,28014,Madrid,913601200,913601201,www.crue.org,info@crue.org
2019/01 situacion a  01/01/2019,País Vasco,15-00-000-B-B-000,A. G. COMUNIDAD AUTÓNOMA,,Comunidad Autónoma del País Vasco,S4833001C,0,Autogobierno de la Comunidad Auónoma de Euskadi.,Público,Limitativo,Si - CCAA                          ,"LEY ORGANICA 3/1979, 18-12 (BOE de 22 de Diciembre de 1979)",11/01/1980, ,Calle Donostita-San Sebastián 1,Vitoria,01010,Gasteiz (Alava),945017900,945017832,www.euskadi.eus,comunicacion@ej-gv.es
2019/01 situacion a  01/01/2019,País Vasco,15-00-019-H-H-000,FUNDACIONES,,Basque Center for Macromolecular Design and Engineering-Polymat Fundazioa,G75067454,0,Constituir un centro de investigación orientada y estratégica de excelencia a nivel internacional,Privado,Estimativo,Si - CCAA                          ,ESCRITURA   nº 1.101 de 25/04/2012 (R.F. 29/06/2012),29/06/2012, ,Calle IBAETA CAMPUS UPV/EHU. Avenida de Tolosa 72,Donostia - San Sebastián â?? Gipuzkoa,20018,Bizkaia,943506061,,www.bcmaterials.net,
2019/01 situacion a  01/01/2019,País Vasco,15-00-000-B-P-115,SOCIEDADES MERCANTILES,C. Autónoma,Sociedad Pública USA Basque Trade and Investment,  ,"7.000,00",Realizar cualquier acto o actividad legal para la que se pueda crear una empresa según la Ley Mercantil,Privado,Estimativo,Pendiente -                               ,"ESCRITURA   de constitución (Dec.196/2017, 18-07)", 31/12/2017, ,-  ,,,,,,,
2019/01 situacion a  01/01/2019,País Vasco,15-48-012-H-H-000,FUNDACIONES,,Fundación Azti-Azti Fundazioa,G48939508,0,"La promoción de la investigación y el estudio de las ciencias agroalimentarias, oceanográficas, pesqueras, de medio ambiente.",Privado,Estimativo,No -                               ,ESCRITURA   de constitución de 28/11/1997 (R.F. 22/12/1997),22/12/1997, ,Calle Isla de Txatxarramendi S/N,Sukarrieta,48395,Bizkaia,946574000,946572555,www.azti.es,info@azti.es
2019/01 situacion a  01/01/2019,País Vasco,15-00-000-B-U-009,ENTES PÚBLICOS,,Instituto Vasco Etxepare Euskal Institutua/Basque Institute,V20999827,0,"Promoción, difusión y proyección, fuera de la Comunidad Autónoma vasca, del euskera y de la cultura vasca.",Privado,Estimativo,Si - CCAA                          ,"LEY 3/2007, 20-4 BO País Vasco nº 89 de 10/05/2007",11/05/2007, ,Calle Prim 7,Donostia-San Sebastian,20006,Gipuzkoa,,,www.etxepare.eus,
2019/01 situacion a  01/01/2019,País Vasco,15-00-000-B-V-012,OO.AA.ADMINISTRATIVOS,,Kontsumobilde-Instituto Vasco de Consumo,Q0100569C,0,"Se encarga de definir, planificar, impulsar y ejecutar las políticas del Gobierno Vasco en materia de defensa y protección de consumidores y usuarios.",Público,Limitativo,Si - CCAA                          ,"LEY 9/2007, 29-6 BO País Vasco nº 140 de 20/07/2007",21/07/2007, ,Avenida Santiago 11,Vitoria-Gasteiz,01002,Álava,945062140,,www.kontsumobide.euskadi.eus,kontsumobide@kontsumobide.eus
2019/01 situacion a  01/01/2019,País Vasco,15-20-003-C-C-000,CONSORCIOS,,Consorcio Palacio Miramar,G20148961,0,Utilizar las distintas salas y dependencia del edifico para impartir los Cursos de Verano de la Universidad del País Vasco.,Público,Limitativo,Si - EELL                          ,  ACUERDO   de 29 de octubre de 1985,29/10/1985, ,Paseo de Miraconcha 48,Donostia-San Sebastián,20007,Guipúzcoa,943219022,,www.sc.ehu.es,info@palaciomiramar.eus
2019/01 situacion a  01/01/2019,País Vasco,15-00-012-N-N-000,OTRAS INSTITUCIONES SIN ÁNIMO DE LUCRO,,Asociación Instituto de Investigación Sanitaria Biocruces,G95756334,0,"Promover la investigación biomédica, epidemiológica, de salud pública y en servicios sanitarios",Privado,Estimativo,Si - CCAA                          ,ESCRITURA   constitución de 20/02/2014 (Reg.Asoc. 14/05/2014),14/05/2014, ,Plaza de Cruces 12,Barakaldo,48903,Vizcaya,946006073,,www.biocruces.com,
2019/01 situacion a  01/01/2019,País Vasco,15-00-000-B-P-105,SOCIEDADES MERCANTILES,C. Autónoma,"Hidroeléctrica Harana-Kontrasta, S.A.",A01405000,"1.515.159,00","Explotación de la Central Hidroeléctrica de Contrasta, para la producción y venta de energía.",Privado,Estimativo,No -                               ,"ESCRITURA   de const.nº 387 de 12/06/2006 (Dec.49/2006, 28-02)",23/10/2006, ,Avenida Antzia (Casa Consistorial) 52,Valle de Arana,01117,Álava,,,www.eve.es,
2019/01 situacion a  01/01/2019,País Vasco,15-00-000-B-V-004,OO.AA.ADMINISTRATIVOS,,Eustat-Instituto Vasco de Estadística,Q5150002C,0,"desarrolla, produce y difunde información estadística oficial de calidad, destinada a la admones. públicas vascas, agentes sociales y a la sociedad.",Público,Limitativo,Si - CCAA                          ,"LEY 4/1986, 23-4 BO País Vasco nº 105 de 30/05/1986",30/05/1986, ,Calle Donostia-San Sebastián 1,Vitoria-Gasteiz,01010,Álava,945017500,945017501,www.eustat.eus,webmaster_eustat@eustat.eus
2019/01 situacion a  01/01/2019,País Vasco,15-00-000-B-P-003,SOCIEDADES MERCANTILES,C. Autónoma,"Eusko Irratia-Radiodifusión Vasca, S.A. (Sociedad Unipersonal)",A48139224,"550.828,08",Producción y difusión de sonidos mediante emisiones radioeléctricas a través de ondas y cables,Privado,Estimativo,Si - CCAA                          ,"ESCRITURA   de const. de 04/11/1982 (Dec.158/1982, 19-07)",04/11/1982, ,Calle Capuchinos de Basurto 2,Bilbao,48013,Bizkaia,946563000,,www.eitb.com,
2019/01 situacion a  01/01/2019,País Vasco,15-00-000-B-V-009,OO.AA.ADMINISTRATIVOS,,Academia Vasca de Policía y Emergencias (AVPE),Q5150008J,0,Crear las condiciones y medios para lograr el desarrollo de su actividad.,Público,Limitativo,Si - CCAA                          ,"LEY 15/2012, 28-6 BO País Vasco nº 132 de 06/07/2012",07/07/2012,15-00-000-B-V-006,Carretera N-104 km. 356 ,Arkaute,01192,Álava,,,www.arkauteakademia.net,
2019/01 situacion a  01/01/2019,País Vasco,15-00-000-B-U-008,ENTES PÚBLICOS,,Unibasq-Agencia de Calidad del Sistema Universitario Vasco,S0100002E,0,"Evaluación, acreditación y certificación de la calidad en el ámbito del sistema univer. vasco, considerando el marco español, europeo e internacional.",Privado,Limitativo,Si - CCAA                          ,"LEY 3/2004, 25-2 BO País Vasco nº 50 de 12/03/2004",02/04/2004, ,Calle San Prudencio 8,Vitoria-Gasteiz,01005,Álava,945123356,,www.unibasq.org,
2019/01 situacion a  01/01/2019,País Vasco,15-20-014-H-H-000,FUNDACIONES,,Fundación Eresbil-Archivo Vasco de la Música,G75061200,0,"Investigación, recopilación, conservación y difusión del Patrimonio musical vasco en especial, la producción de los compositores vascos.",Privado,Estimativo,Si - CCAA                          ,ESCRITURA nº 260 de 15/03/2011 (R.F. 19/06/2012),19/06/2012, ,Avenida Alfonso XI 2,Errenteria,20100,Gipuzkoa,943000868,943529706,www.eresbil.com,bulegoa@eresbil.com
