version,codigo_ente,codigo,componente,porcentaje_participacion,porcentaje_voto,fuente_alta,inf_fuente_alta,alta_desde
2019/01 situacion a  01/01/2019,15-00-000-B-P-112,15-20-000-D-D-000,Diputación Foral de Guipúzcoa,"22,24","22,24",ESCRITURA,"Esc. de const. de 26/12/1985 (Dec. 373/1985, 10/12",26/12/1985
2019/01 situacion a  01/01/2019,15-00-000-B-P-112,15-20-017-A-A-000,Azkoitia,"8,97","8,97",ESCRITURA,"Esc. de const. de 26/12/1985 (Dec. 373/1985, 10/12",26/12/1985
2019/01 situacion a  01/01/2019,15-00-000-B-P-112,15-20-018-A-A-000,Azpeitia,"5,35","5,35",ESCRITURA,"Esc. de const. de 26/12/1985 (Dec. 373/1985, 10/12",26/12/1985
2019/01 situacion a  01/01/2019,15-00-001-C-C-000,00-00-000-E-E-001,Otras entidades de caracter local,"33,33","33,33",CONVENIO,de Colaboración de 24/09/2003 (BOPV 26/12/2003),24/09/2003
2019/01 situacion a  01/01/2019,15-00-001-C-C-000,15-00-000-B-B-000,Comunidad Autónoma del País Vasco,"66,67","66,67",CONVENIO,de Colaboración de 24/09/2003 (BOPV 26/12/2003),24/09/2003
2019/01 situacion a  01/01/2019,15-00-000-X-P-009,00-00-000-F-F-001,Particulares,"2,48","2,48",ESCRITURA,de const. de 27/07/1983 (Acuerdo de 26/07/1983),27/07/1983
2019/01 situacion a  01/01/2019,15-00-000-X-P-009,00-00-000-F-F-008,Bancos o Cajas de Ahorro,"5,07","5,07",ESCRITURA,de const. de 27/07/1983 (Acuerdo de 26/07/1983),27/07/1983
2019/01 situacion a  01/01/2019,15-00-000-X-P-009,15-00-000-B-B-000,Comunidad Autónoma del País Vasco,"30,77","30,77",ESCRITURA,de const. de 27/07/1983 (Acuerdo de 26/07/1983),27/07/1983
2019/01 situacion a  01/01/2019,15-00-000-X-P-009,15-20-000-D-D-000,Diputación Foral de Guipúzcoa,"30,77","30,77",ESCRITURA,de const. de 27/07/1983 (Acuerdo de 26/07/1983),27/07/1983
2019/01 situacion a  01/01/2019,15-00-000-X-P-009,15-20-045-A-A-000,Irun,"30,91","30,91",ESCRITURA,de const. de 27/07/1983 (Acuerdo de 26/07/1983),27/07/1983
2019/01 situacion a  01/01/2019,15-20-005-C-C-000,00-00-000-E-E-000,"Otras entidades de caracter estatal (Ayuntamientos Irún, Errentería, Donostia, Eibar...)","10,00","10,00",ESCRITURA,de 14/02/2011 (Convenio Colab. BOPV 15/11/2010),14/02/2011
2019/01 situacion a  01/01/2019,15-20-005-C-C-000,15-00-000-B-B-000,Comunidad Autónoma del País Vasco,"45,00","45,00",ESCRITURA,de 14/02/2011 (Convenio Colab. BOPV 15/11/2010),14/02/2011
2019/01 situacion a  01/01/2019,15-20-005-C-C-000,15-20-000-D-D-000,Diputación Foral de Guipúzcoa,"45,00","45,00",ESCRITURA,de 14/02/2011 (Convenio Colab. BOPV 15/11/2010),14/02/2011
2019/01 situacion a  01/01/2019,15-00-000-X-P-100,15-00-000-B-B-000,Comunidad Autónoma del País Vasco,"33,34","33,34",ESCRITURA,"de cons. de 28/12/2001 (Dec. 360/2001, de 18-12)",19/01/2002
2019/01 situacion a  01/01/2019,15-00-000-X-P-100,15-20-000-D-D-000,Diputación Foral de Guipúzcoa,"33,33","33,33",ESCRITURA,"de cons. de 28/12/2001 (Dec. 360/2001, de 18-12)",19/01/2002
2019/01 situacion a  01/01/2019,15-00-000-X-P-100,15-20-069-A-A-000,Donostia-San Sebastián,"33,33","33,33",ESCRITURA,"de cons. de 28/12/2001 (Dec. 360/2001, de 18-12)",19/01/2002
2019/01 situacion a  01/01/2019,15-00-000-B-P-063,15-00-000-B-P-011,"Sprilur, S.A.","56,75","56,75",ESCRITURA,"de const. de 05/06/1991 (Dec. 270/1990, 09-10)",13/09/1991
2019/01 situacion a  01/01/2019,15-00-000-B-P-063,15-01-000-D-P-004,"Álava Agencia Desar., S.A.","43,25","43,25",ESCRITURA,"de const. de 05/06/1991 (Dec.270/1990, 09-10)",13/09/1991
2019/01 situacion a  01/01/2019,15-00-000-X-P-122,00-00-000-F-F-000,"Privado (Kutxabank, S.A.-Mondragón Inversiones S.Coop)","51,85","40,00",ESCRITURA,"de const. de 28/07/2008 (Dec.121/2008, 24-06)",02/10/2008
2019/01 situacion a  01/01/2019,15-00-000-X-P-122,15-00-000-B-B-000,Comunidad Autónoma del País Vasco,"10,37","10,00",ESCRITURA,"de const. de 28/07/2008 (Dec.121/2008, 24-06)",02/10/2008
2019/01 situacion a  01/01/2019,15-00-000-X-P-122,15-00-000-B-U-007,Instituto Vasco de Finanzas,"24,44","30,00",ESCRITURA,"de const. de 28/07/2008 (Dec.121/2008, 24-06)",02/10/2008
2019/01 situacion a  01/01/2019,15-00-000-X-P-122,15-01-000-D-D-000,Diputación Foral de Alava,"2,00","0,00",ESCRITURA,"de const. de 28/07/2008 (Dec.121/2008, 24-06)",02/10/2008
2019/01 situacion a  01/01/2019,15-00-000-X-P-122,15-20-000-D-D-000,Diputación Foral de Guipúzcoa,"4,34","10,00",ESCRITURA,"de const. de 28/07/2008 (Dec.121/2008, 24-06)",02/10/2008
2019/01 situacion a  01/01/2019,15-00-000-X-P-122,15-48-000-D-D-000,Diputación Foral de Vizcaya,"7,00","10,00",ESCRITURA,"de const. de 28/07/2008 (Dec.121/2008, 24-06)",02/10/2008
2019/01 situacion a  01/01/2019,15-00-000-X-P-013,00-00-000-F-F-005,"Cámaras de Comercio, Industria y Navegación/Agrarias/Mineras","25,00","25,00",ESCRITURA,"de const. de 23/06/1994 (Dec. 158/1994, de 12-04)",07/11/1994
2019/01 situacion a  01/01/2019,15-00-000-X-P-013,15-00-000-B-B-000,Comunidad Autónoma del País Vasco,"25,00","25,00",ESCRITURA,"de const. de 23/06/1994 (Dec. 158/1994, de 12-04)",07/11/1994
2019/01 situacion a  01/01/2019,15-00-000-X-P-013,15-01-000-D-D-000,Diputación Foral de Alava,"25,00","25,00",ESCRITURA,"de const. de 23/06/1994 (Dec. 158/1994, de 12-04)",07/11/1994
2019/01 situacion a  01/01/2019,15-00-000-X-P-013,15-01-059-A-A-000,Vitoria-Gasteiz,"25,00","25,00",ESCRITURA,"de const. de 23/06/1994 (Dec. 158/1994, de 12-04)",07/11/1994
2019/01 situacion a  01/01/2019,15-00-000-B-P-044,00-00-000-E-E-001,Otras entidades de caracter local (Azpiegiturak S.A.U.),"24,50","24,50",ESCRITURA,compraventa de acciones,01/01/2012
2019/01 situacion a  01/01/2019,15-00-000-B-P-044,15-00-000-B-P-006,"Sociedad para la Transformación Competitiva - Eraldaketa Lehiakorrerako Sozietatea, S.A. (SPRI)","51,00","51,00",ESCRITURA,"de const. de 22/10/1986 (Dec. 167/1986, 15-07)",22/10/1986
2019/01 situacion a  01/01/2019,15-00-000-B-P-044,15-48-006-A-A-000,Arantzazu,"5,56","5,56",ESCRITURA,de ampliación de C.S. de 11/12/2006,07/04/2008
2019/01 situacion a  01/01/2019,15-00-000-B-P-044,15-48-023-A-A-000,Artea,"16,32","16,32",ESCRITURA,de ampliación de C.S. de 11/12/2006,07/04/2008
2019/01 situacion a  01/01/2019,15-00-000-B-P-044,15-48-094-A-A-000,Igorre,"2,62","2,62",ESCRITURA,"de const. de 22/10/1986 (Dec. 167/1986, 15-07)",22/10/1986
2019/01 situacion a  01/01/2019,15-00-000-B-P-102,15-00-000-B-B-000,Comunidad Autónoma del País Vasco,"51,00","51,00",ESCRITURA,"de compra venta de acciones (Dec.196/2003, 29/07)",25/08/2003
2019/01 situacion a  01/01/2019,15-00-000-B-P-102,15-20-081-A-A-000,Zumaia,"49,00","49,00",ESCRITURA,"de compra venta de acciones (Dec.196/2003, 29/07)",25/08/2003
2019/01 situacion a  01/01/2019,15-00-000-X-P-107,15-00-000-B-B-000,Comunidad Autónoma del País Vasco,"40,00","40,00",ESCRITURA,"de const. de 17/02/1993 (Decreto 364/199, 30-12)",16/03/1993
2019/01 situacion a  01/01/2019,15-00-000-X-P-107,15-01-000-D-D-000,Diputación Foral de Alava,"9,00","9,00",ESCRITURA,"de const. de 17/02/1993 (Decreto 364/199, 30-12)",16/03/1993
2019/01 situacion a  01/01/2019,15-00-000-X-P-107,15-20-000-D-D-000,Diputación Foral de Guipúzcoa,"19,80","19,80",ESCRITURA,"de const. de 17/02/1993 (Decreto 364/199, 30-12)",16/03/1993
2019/01 situacion a  01/01/2019,15-00-000-X-P-107,15-48-000-D-D-000,Diputación Foral de Vizcaya,"31,20","31,20",ESCRITURA,"de const. de 17/02/1993 (Decreto 364/199, 30-12)",16/03/1994
2019/01 situacion a  01/01/2019,15-00-000-B-P-028,15-00-000-B-U-003,Osakidetza-Servicio Vasco de Salud,"100,00","100,00",LEY,"8/1997, 26-6 BO País Vasco nº 138 de 21/07/1997",01/01/1998
2019/01 situacion a  01/01/2019,15-00-000-B-P-111,15-00-000-B-P-023,"Vivienda y Suelo Euskadi, S.A. - Euskadiko Etxebizitza eta Lurra, E.A. (VISESA)","100,00","100,00",ESCRITURA,"Esc. de declaración de unip. (Dec.65/2011, 29/03)",17/06/2011
2019/01 situacion a  01/01/2019,15-00-000-X-P-109,00-00-000-F-F-000,Privado,"49,99","49,99",ESCRITURA,"de ampl. de capital social (Dec. 145/2010, 25-05)",18/10/2010
2019/01 situacion a  01/01/2019,15-00-000-X-P-109,15-00-000-B-B-000,Comunidad Autónoma del País Vasco,"24,99","24,99",ESCRITURA,"de ampl. de capital social (Dec. 145/2010, 25-05)",18/10/2010
2019/01 situacion a  01/01/2019,15-00-000-X-P-109,15-48-000-D-D-000,Diputación Foral de Vizcaya,"24,99","24,99",ESCRITURA,"de ampl. de capital social (Dec. 145/2010, 25-05)",18/10/2010
2019/01 situacion a  01/01/2019,15-00-000-X-P-109,15-48-020-A-A-000,Bilbao,"0,03","0,03",ESCRITURA,"de ampl. de capital social (Dec. 145/2010, 25-05)",18/10/2010
2019/01 situacion a  01/01/2019,15-00-000-F-P-105,00-00-000-F-F-000,Privado,"50,00","50,00",ESCRITURA,de const. de 24/11/2008 (R.M. 20/03/2009),20/03/2009
2019/01 situacion a  01/01/2019,15-00-000-F-P-105,15-00-002-H-H-000,Fundación Hazi Fundazioa,"50,00","50,00",ESCRITURA,de const. de24/11/2008 (R.M. 20/03/2009,20/03/2009
2019/01 situacion a  01/01/2019,15-00-000-X-P-113,00-00-000-E-E-001,"Otras entidades de caracter local (Azpiegiturak, S.A.U.)","41,00","41,00",ESCRITURA,de const. de 29/12/2000,06/03/2001
2019/01 situacion a  01/01/2019,15-00-000-X-P-113,15-00-000-B-P-011,"Sprilur, S.A.","49,00","49,00",ESCRITURA,de const. de 29/12/2000,06/03/2001
2019/01 situacion a  01/01/2019,15-00-000-X-P-113,15-48-013-A-A-000,Barakaldo,"10,00","10,00",ESCRITURA,de const. de 29/12/2000,06/03/2001
2019/01 situacion a  01/01/2019,15-00-000-F-P-107,00-00-000-F-F-000,Privado,"31,95","31,95",ESCRITURA,de ampliación c.s. (R.M. 11/05/2007),11/05/2007
2019/01 situacion a  01/01/2019,15-00-000-F-P-107,15-00-000-F-P-105,"Hazilur Enpresen Sustapena, S.A.","68,05","68,05",ESCRITURA,de extinción por fusión abs. (R.M.27/01/2016),27/01/2016
2019/01 situacion a  01/01/2019,15-00-000-B-P-115,15-00-000-B-P-006,"Sociedad para la Transformación Competitiva - Eraldaketa Lehiakorrerako Sozietatea, S.A. (SPRI)","100,00","100,00",ESCRITURA,"de constitución (Dec.196/2017, 18-07)",31/12/2017
2019/01 situacion a  01/01/2019,15-20-003-C-C-000,15-00-000-B-B-000,Comunidad Autónoma del País Vasco,"33,34","33,34",ACUERDO,de 29 de octubre de 1985,29/10/1985
2019/01 situacion a  01/01/2019,15-20-003-C-C-000,15-20-000-D-D-000,Diputación Foral de Guipúzcoa,"33,33","33,33",ACUERDO,de 29 de octubre de 1985,29/10/1985
2019/01 situacion a  01/01/2019,15-20-003-C-C-000,15-20-069-A-A-000,Donostia-San Sebastián,"33,33","33,33",ACUERDO,de 29 de octubre de 1985,29/10/1985
2019/01 situacion a  01/01/2019,15-00-000-B-P-105,15-00-000-B-U-002,Ente Vasco de la Energía (EVE),"98,67","98,67",ESCRITURA,"de const.nº 387 de 12/06/2006 (Dec.49/2006,28-02)",23/10/2006
2019/01 situacion a  01/01/2019,15-00-000-B-P-105,15-01-056-A-A-000,Harana/Valle de Arana,"1,33","1,33",ESCRITURA,"de const.nº 387 de 12/06/2006 (Dec.49/2006, 28-02)",23/10/2006
2019/01 situacion a  01/01/2019,15-00-000-B-P-003,15-00-000-B-U-001,Euskal Irrati Telebista/Radiotelevisión Vasca (EITB),"100,00","100,00",ESCRITURA,"de const. de 04/11/1982 (Dec. 158/1982, 19-7)",04/11/1982
2019/01 situacion a  01/01/2019,15-20-001-C-C-000,15-00-000-B-B-000,Comunidad Autónoma del País Vasco,"50,00","50,00",ACUERDO,Consejo de Diputados de 01/10/1985 (BOE 24/02/86),01/10/1985
2019/01 situacion a  01/01/2019,15-20-001-C-C-000,15-20-000-D-D-000,Diputación Foral de Guipúzcoa,"50,00","50,00",ACUERDO,Consejo de Diputados de 01/10/1985 (BOE 24/02/86),01/10/1985
2019/01 situacion a  01/01/2019,15-00-000-B-P-039,15-00-000-B-P-006,"Sociedad para la Transformación Competitiva - Eraldaketa Lehiakorrerako Sozietatea, S.A. (SPRI)","51,00","51,00",ESCRITURA,"const. de 22/12/1988 (Dec.228/1988, 06-09)",22/12/1988
2019/01 situacion a  01/01/2019,15-00-000-B-P-039,15-01-000-D-D-000,Diputación Foral de Alava,"24,50","24,50",ESCRITURA,"de const. de 22/12/1988 (Dec.228/1988, 06-09)",22/12/1988
2019/01 situacion a  01/01/2019,15-00-000-B-P-039,15-01-059-A-A-000,Vitoria-Gasteiz,"24,50","24,50",ESCRITURA,"de const. de 22/12/1988 (Dec.228/1988, 06-09)",22/12/1988
2019/01 situacion a  01/01/2019,15-00-000-B-P-045,00-00-000-E-E-001,Otras entidades de caracter local (Oarsoaldea S.A.),"7,82","7,82",ESCRITURA,de fusión de 17/07/2012,18/10/2012
2019/01 situacion a  01/01/2019,15-00-000-B-P-045,15-00-000-B-P-011,"Sprilur, S.A.","51,00","51,00",ESCRITURA,"e const. nº393 de 07/03/1986 (Dec.12/1986, 21-01)",08/09/1986
2019/01 situacion a  01/01/2019,15-00-000-B-P-045,15-20-000-D-D-000,Diputación Foral de Guipúzcoa,"24,50","24,50",ESCRITURA,"de const. nº393 de 07/03/1986 (Dec.12/1986, 21-01)",08/09/1986
2019/01 situacion a  01/01/2019,15-00-000-B-P-045,15-20-045-A-A-000,Irun,"16,68","16,68",ESCRITURA,"de const. nº393 de 07/03/1986 (Dec.12/1986, 21-01)",08/09/1986
2019/01 situacion a  01/01/2019,15-48-011-C-C-000,15-00-000-B-B-000,Comunidad Autónoma del País Vasco,"50,00","50,00",CONVENIO,de colaboración de 16 de mayo de 1989,16/05/1989
2019/01 situacion a  01/01/2019,15-48-011-C-C-000,15-48-000-D-D-000,Diputación Foral de Vizcaya,"50,00","50,00",CONVENIO,de colaboración de 16 de mayo de 1989,16/05/1989
2019/01 situacion a  01/01/2019,15-00-000-B-P-042,00-00-000-E-E-001,Otras entidades de caracter local (Ayuntamiento Alto y Bajo Deba),"24,57","24,57",ESCRITURA,const. de 19/09/1984 (Acuerdo Gob. 17/07/1984),19/09/1984
2019/01 situacion a  01/01/2019,15-00-000-B-P-042,15-00-000-B-P-011,"Sprilur, S.A.","51,00","51,00",ESCRITURA,const. de 19/09/1984 (Acuerdo Gob. 17/07/1984),19/09/1984
2019/01 situacion a  01/01/2019,15-00-000-B-P-042,15-20-000-D-D-000,Diputación Foral de Guipúzcoa,"24,43","24,43",ESCRITURA,const. de 19/09/1984 (Acuerdo Gob. 17/07/1984),19/09/1984
2019/01 situacion a  01/01/2019,15-00-002-C-C-000,00-00-000-S-S-000,Estado,"50,00","50,00",CONVENIO,de colaboración de 22/12/2006 (BOPV 04/04/2007),22/12/2006
2019/01 situacion a  01/01/2019,15-00-002-C-C-000,15-00-000-B-B-000,Comunidad Autónoma del País Vasco,"50,00","50,00",CONVENIO,de colaboración de 22/12/2006 (BOPV 04/04/2007),22/12/2006
2019/01 situacion a  01/01/2019,15-00-000-B-P-109,15-00-000-B-B-000,Comunidad Autónoma del País Vasco,"100,00","100,00",ESCRITURA,"de const. de 11/10/2006 (Dec. 159/2006, de 26/07)",21/12/2006
2019/01 situacion a  01/01/2019,15-00-000-B-P-018,15-00-000-B-U-002,Ente Vasco de la Energía (EVE),"100,00","100,00",ESCRITURA,"de const.nº8086 de 30/12/1983 (Dec.279/1983,19-12)",30/12/1983
2019/01 situacion a  01/01/2019,15-00-000-X-P-005,15-00-000-B-B-000,Comunidad Autónoma del País Vasco,"42,27","42,27",ESCRITURA,"de const. de 13/07/1992 (Dec. 193/1992, de 07-07)",10/02/1993
2019/01 situacion a  01/01/2019,15-00-000-X-P-005,15-48-000-D-D-000,Diputación Foral de Vizcaya,"42,27","42,27",ESCRITURA,"de const. de 13/07/1992 (Dec. 193/1992, de 07-07)",10/02/1993
2019/01 situacion a  01/01/2019,15-00-000-X-P-005,15-48-020-A-A-000,Bilbao,"15,46","15,46",ESCRITURA,"de const. de 13/07/1992 (Dec. 193/1992, de 07-07)",10/02/1993
2019/01 situacion a  01/01/2019,15-00-000-B-P-027,15-00-000-B-P-006,"Sociedad para la Transformación Competitiva - Eraldaketa Lehiakorrerako Sozietatea, S.A. (SPRI)","65,63","65,63",ESCRITURA,"de const. de 21/10/1992 (Dec.232/1992,11-08)",04/02/1993
2019/01 situacion a  01/01/2019,15-00-000-B-P-027,15-01-000-D-D-000,Diputación Foral de Alava,"32,11","32,11",ESCRITURA,"de const. de 21/10/1992 (Dec.232/1992,11-08)",04/02/1993
2019/01 situacion a  01/01/2019,15-00-000-B-P-027,15-01-059-A-A-000,Vitoria-Gasteiz,"2,26","2,26",ESCRITURA,"Dec. 524/1995, 19-12 (BOPV 08/01/1996)",08/01/1996
2019/01 situacion a  01/01/2019,15-00-000-B-P-095,00-00-000-E-E-001,Otras entidades de caracter local (Azpiegiturak S.A.),"39,11","39,11",REGISTRO MERCANTIL,constitución por Fusión (RM 02/08/2010),02/08/2010
2019/01 situacion a  01/01/2019,15-00-000-B-P-095,15-00-000-B-P-011,"Sprilur, S.A.","51,00","51,00",ESCRITURA,"de const. de 30/11/2000 (Dec.125/2000, 4-7)",03/04/2001
2019/01 situacion a  01/01/2019,15-00-000-B-P-095,15-48-034-A-A-000,Ermua,"3,23","3,23",ESCRITURA,"de const. de 30/11/2000 (Dec.125/2000, 4-7)",03/04/2001
2019/01 situacion a  01/01/2019,15-00-000-B-P-095,15-48-058-A-A-000,Mallabia,"5,45","5,45",ESCRITURA,"de const. de 30/11/2000 (Dec.125/2000, 4-7)",03/04/2001
2019/01 situacion a  01/01/2019,15-00-000-B-P-095,15-48-095-A-A-000,Zaldibar,"1,21","1,21",ESCRITURA,"de const. de 30/11/2000 (Dec.125/2000, 4-7)",03/04/2001
2019/01 situacion a  01/01/2019,15-00-000-B-P-106,00-00-000-S-S-000,Estado (IDAE),"8,70","20,00",ESCRITURA,"de const.nº4284 de 27/12/2011 (Dec.270/2011,20-12)",01/02/2012
2019/01 situacion a  01/01/2019,15-00-000-B-P-106,15-00-000-B-U-002,Ente Vasco de la Energía (EVE),"91,30","80,00",ESCRITURA,"de const.nº4284 de 27/12/2011 (Dec.270/2011,20-12)",01/02/2012
2019/01 situacion a  01/01/2019,15-00-000-B-P-080,15-00-000-B-B-000,Comunidad Autónoma del País Vasco,"100,00","100,00",DECRETO,"36/1997, 18-02 (BOPV 03/03/1997)",03/03/1997
2019/01 situacion a  01/01/2019,15-00-000-X-P-117,00-00-000-E-E-000,"Otras entidades de caracter estatal (Sepides, S.A.)","50,00","50,00",ESCRITURA,de const. de 22/11/2007,31/12/2007
2019/01 situacion a  01/01/2019,15-00-000-X-P-117,00-00-000-E-E-001,"Otras entidades de caracter local (Azpiegiturak, S.A.U.)","22,50","22,50",ESCRITURA,de const. de 22/11/2007,31/12/2007
2019/01 situacion a  01/01/2019,15-00-000-X-P-117,15-00-000-B-P-011,"Sprilur, S.A.","22,50","22,50",ESCRITURA,de const. de 22/11/2007,31/12/2007
2019/01 situacion a  01/01/2019,15-00-000-X-P-117,15-48-084-A-A-000,Sestao,"5,00","5,00",ESCRITURA,de const. de 22/11/2007,31/12/2007
2019/01 situacion a  01/01/2019,15-00-000-X-P-101,00-00-000-E-E-001,Otras entidades de caracter local,"50,00","50,00",ESCRITURA,de const. de 07/06/2002 (RM 14/10/2002),14/10/2002
2019/01 situacion a  01/01/2019,15-00-000-X-P-101,15-00-000-B-P-004,"Eusko Jaurlaritzaren lnformatika Elkartea, A.B. - Sociedad Informática del Gobierno Vasco, S.A. (EJIE)","50,00","50,00",ESCRITURA,de const. de 07/06/2002 (RM 14/10/2002),14/10/2002
2019/01 situacion a  01/01/2019,15-00-000-B-P-052,00-00-000-E-E-001,Otras entidades de caracter local,"24,50","24,50",ESCRITURA,"de const. de 26/12/1985 (Decreto 372/1985, 10-12)",26/12/1985
2019/01 situacion a  01/01/2019,15-00-000-B-P-052,15-00-000-B-P-011,"Sprilur, S.A.","51,00","51,00",ESCRITURA,"de const. de 26/12/1985 (Decreto 372/1985, 10-12)",26/12/1985
2019/01 situacion a  01/01/2019,15-00-000-B-P-052,15-20-000-D-D-000,Diputación Foral de Guipúzcoa,"24,50","24,50",ESCRITURA,"de const. de 26/12/1985 (Decreto 372/1985, 10-12)",26/12/1985
2019/01 situacion a  01/01/2019,15-00-000-B-P-004,15-00-000-B-B-000,Comunidad Autónoma del País Vasco,"100,00","100,00",ESCRITURA,"de const. de 20/04/1982 (Dec.60/1982, 01-02)",20/04/1982
2019/01 situacion a  01/01/2019,15-00-000-B-P-114,15-00-000-B-P-006,"Sociedad para la Transformación Competitiva - Eraldaketa Lehiakorrerako Sozietatea, S.A. (SPRI)","100,00","100,00",ESCRITURA,"de constitución (Dec.241/2017, 31-10)",28/12/2017
2019/01 situacion a  01/01/2019,15-00-000-B-P-038,15-00-000-B-P-011,"Sprilur, S.A.","51,00","51,00",ESCRITURA,"de const. de 11/12/1985 (Decreto 159/1990, 05-06)",02/08/1995
2019/01 situacion a  01/01/2019,15-00-000-B-P-038,15-48-000-D-D-000,Diputación Foral de Vizcaya,"48,00","48,00",ESCRITURA,"de const. de 11/12/1985 (Decreto 159/1990, 05-06)",11/12/1985
2019/01 situacion a  01/01/2019,15-00-000-B-P-038,15-48-002-A-A-000,Abanto y Ciérvana/Abanto-Zierbena,"1,00","1,00",ESCRITURA,"de const. de 11/12/1985 (Decreto 159/1990, 05-06)",11/12/1985
2019/01 situacion a  01/01/2019,15-00-000-X-P-060,15-00-000-B-P-006,"Sociedad para la Transformación Competitiva - Eraldaketa Lehiakorrerako Sozietatea, S.A. (SPRI)","50,00","50,00",ESCRITURA,"de const. de 24/03/1997 (Dec. 285/1996, 10-12)",15/05/1997
