version,codigo_ente,nombre,fuente_alta,inf_fuente_alta,fuente_baja,inf_fuente_baja,alta_desde,baja_desde
2019/01 situacion a  01/01/2019,15-00-000-B-P-004,"Eusko Jaurlaritzaren lnformatika Elkartea, A.B. - Sociedad Informática del Gobierno Vasco, S.A. (EJIE)",ESCRITURA,"Esc. de const. de 20/04/1982 (Dec.60/1982, 01-02)",,,20/04/1982,
2019/01 situacion a  01/01/2019,15-00-000-B-P-005,"Orquesta de Euskadi, S.A.",ESCRITURA,"Esc. de const. de 20/04/1982 (Dec.62/1982, 15-02)",,,20/04/1982,
2019/01 situacion a  01/01/2019,15-00-000-B-P-006,S. Prom. y Reconversión Industrial (SPRI),ESCRITURA,"de const. de 21/09/1981 (Ley 5/1981, 10-6)",ESCRITURA,de cambio de denominación (RM 07/06/2011),21/09/1981,06/06/2011
2019/01 situacion a  01/01/2019,15-00-000-B-P-006,"Sociedad para la Transformación Competitiva - Eraldaketa Lehiakorrerako Sozietatea, S.A. (SPRI)",ESCRITURA,de cambio de denominación (RM 07/06/2011),,,07/06/2011,
2019/01 situacion a  01/01/2019,15-00-000-B-P-007,"Parque Tecnológico-Teknologi Elkartegia, S.A.",ESCRITURA,de const. de 30/09/1985,,,30/09/1985,
2019/01 situacion a  01/01/2019,15-00-000-B-P-008,"Gest. Capital-Riesgo del País Vasco, S.A.",ESCRITURA,"de const. de 04/10/1985 (Dec.294/1985, 17-09)",ESCRITURA,de cambio de denominación (RM 17/02/2015),04/10/1985,16/02/2015
2019/01 situacion a  01/01/2019,15-00-000-B-P-008,"Gestión de Capital Riesgo del País Vasco SGEIC, S.A.",ESCRITURA,de cambio de denominación (RM 17/02/2015),,,17/02/2015,
2019/01 situacion a  01/01/2019,15-00-000-B-P-010,"S. Promot. Instalac. Tratam. Centraliz. de Resid. Indust., S.A.-IHOBE",ESCRITURA,"de const. de 26/01/1983 (Dec. 218/1982, 08-11)",ACUERDO,"de 13/10/1992 (Decreto 300/1993, 02-11)",26/01/1983,24/11/1993
2019/01 situacion a  01/01/2019,15-00-000-B-P-010,"Sociedad Pública de Gestión Ambiental, Ihobe, S.A.",ACUERDO,"de 13/10/1992 (Decreto 300/1993, 02-11)",,,25/11/1993,
2019/01 situacion a  01/01/2019,15-00-000-B-P-011,"Landabaso, Hirigintzarako A.B.- Urbanizadora Landabaso, S.A.",ESCRITURA,"de const. de 02/03/1983 (Dec.241/1982, 20-12)",ESCRITURA,de cambio de denominación (anterior a 1990),02/03/1983,31/12/1989
2019/01 situacion a  01/01/2019,15-00-000-B-P-011,Industri Lurraren Sustapen Eta Gestiorako Elkartea AB,ESCRITURA,de cambio de denominación (anterior a 1990),ESCRITURA,de cambio de denominación (RM 20/06/1995),01/01/1990,19/06/1995
2019/01 situacion a  01/01/2019,15-00-000-B-P-011,"Sprilur, S.A.",ESCRITURA,de cambio de denominación (RM 20/06/1995),,,20/06/1995,
2019/01 situacion a  01/01/2019,15-00-000-B-P-013,"Sociedad Pública Eusko Trenbideak - Ferrocarriles Vascos, S.A.U.",ESCRITURA,"de const. de 25/06/1982 (Dec.105/1982, 24-05)",,,25/06/1982,
2019/01 situacion a  01/01/2019,15-00-000-B-P-014,"Inst. para la Ciencia y la Tecnología Pesquera, S.A. (Neiker, A.B.)",ESCRITURA,"de compra-venta 03/06/1988 (Dec. 132/1988, 24/05)",ESCRITURA,de 20/01/1999 (R.M.19/07/1999),03/06/1988,18/07/1999
2019/01 situacion a  01/01/2019,15-00-000-B-P-014,"Neiker-Instituto Vasco de Investigación y Desarrollo Agrario, S.A.",ESCRITURA,de 20/01/1999 (R.M.19/07/1999),,,19/07/1999,
2019/01 situacion a  01/01/2019,15-00-000-B-P-017,"Centro para el Ahorro y Desarrollo Energético y Minero, S.A.U.",ESCRITURA,"de const.nº 621 de 29/03/1983(Dec. 19/1988, 14-2)",,,23/03/1983,
2019/01 situacion a  01/01/2019,15-00-000-B-P-018,"Sociedad de Hidrocarburos de Euskadi, S.A. (SHESA)",ESCRITURA,"de const.nº8086 de 30/12/1983(Dec.279/1983, 19-12)",,,30/12/1983,
2019/01 situacion a  01/01/2019,15-00-000-B-P-023,"Vivienda y Suelo Euskadi, S.A. - Euskadiko Etxebizitza eta Lurra, E.A. (VISESA)",ESCRITURA,"de const. de 12/02/1990 (Dec.258/1989, 21-11)",,,26/03/1990,
